,BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR
Jan-68,10.7950904,10.4768306,9.1932072,10.8625462,18.9811303,9.4693706,7.3994222,10.9027987,17.0005227,11.2191767,9.8876112,10.636624,11.1723538,3.6228443,31.7825179,12.1615856,17.6070034,15.4175945,9.7135899,11.4455049,7.2172091,11.6682018,12.160403,13.7227425,15.8540646,10.3781836,14.0388651,3.6228443,15.4888903,16.812986,3.6228443,11.1930706,11.0951175,9.2092903,3.6228443,14.4756555,15.2146326,3.6228443,12.0748745,12.6654914,7.9743603,7.5282281,14.097762,14.6238469,7.4584161
Jan-69,12.5191628,10.7648731,11.7195255,12.3315494,18.2329387,3.9231394,3.9231394,12.7474826,13.3912738,3.9231394,12.7959847,3.9231394,12.607792,12.3265963,32.2608997,17.8134607,19.3549228,15.4713099,9.3435607,9.6746634,8.2091792,14.3123095,3.9231394,24.7591523,16.9925543,11.2844374,8.994313,10.4553405,19.0108193,19.7192412,10.8047445,8.9157537,12.1585891,18.298992,12.6152234,19.2426108,22.8596188,12.062379,12.0799861,12.3967803,8.7017108,6.5216654,14.9187268,15.3361417,7.6924311
Jan-70,4.0475055,11.281493,10.691497,9.3902966,17.7871363,4.0475055,4.0475055,13.5030542,20.3292538,10.4791236,10.1858098,11.6066145,14.6549885,15.5129906,59.3223452,19.0872592,19.7135181,10.3114056,10.3769394,12.2928211,10.793809,10.4792344,11.725685,20.4497769,18.2761009,12.7479667,4.0475055,10.7553592,21.4314529,18.3315011,14.384367,12.2253125,11.0060432,11.0612049,4.0475055,12.8273344,19.2115486,14.37699,12.3305891,11.2008933,9.3498918,11.2207835,14.6549581,14.0600716,4.0475055
Jan-71,8.8403385,9.6839554,12.1354701,10.0380263,13.9412578,10.5100224,8.7646782,16.7068987,18.4079708,7.7788592,14.4541646,12.2073658,16.5136958,10.3155222,15.172048,17.3672933,22.2198616,11.2652938,9.2181807,14.5861646,4.0900632,10.67104,15.2393712,18.3966658,20.0241238,14.071642,4.0900632,7.6889665,19.9970826,16.4295365,12.7257775,11.9719428,11.2421237,9.8660608,11.875129,9.8951979,11.073739,4.0900632,11.7643613,9.8030477,4.0900632,4.0900632,9.3249986,15.3328606,6.2579383
Jan-72,11.2152354,10.3001411,12.0363779,9.5428707,17.8425575,4.0440235,4.0440235,12.3588564,11.7357136,13.2429129,11.0605043,11.5797451,12.0184114,11.3559056,43.280912,17.8479424,19.3878894,10.2991978,8.2316591,9.6735891,10.0477848,14.9211603,12.9198613,22.9149929,17.5303224,10.6393726,4.0440235,9.2087412,18.7697879,20.8962482,8.7247309,10.5910665,10.1142516,13.0373068,15.2750788,14.4414569,14.7131118,4.0440235,13.2270677,10.870774,8.9955805,8.6979368,15.8709363,22.9345381,4.0440235
Jan-73,3.9184377,10.0041414,12.2078344,13.193204,14.3247224,11.5094409,6.5071664,14.5744313,16.0256543,8.9715086,10.7826251,10.2407878,16.5919749,9.8812615,29.3548389,17.1869239,19.7053605,3.9184377,10.0137206,16.7748221,3.9184377,12.2891538,14.4270477,23.2276386,15.4565796,12.5132473,10.9157123,8.9582248,19.0301904,20.5739444,12.3023854,9.119719,11.3005834,13.200456,10.4032322,15.8916803,25.2775555,11.1256852,12.8618925,13.064665,8.5682343,8.6855781,15.1654614,15.619948,7.8028793
Jan-74,3.8508211,9.2376041,11.9236806,10.7758641,11.0053562,3.8508211,7.4354541,12.6908199,16.2989259,3.8508211,9.3182668,12.82962,14.021187,9.2803058,9.6570941,13.3460001,18.2990033,6.9736202,10.7808208,13.7100303,3.8508211,3.8508211,11.079134,25.846813,17.2343758,8.8052409,10.1726122,10.2521038,18.8724449,17.2199437,12.114885,10.1201973,12.461052,9.4125173,3.8508211,13.6242274,15.3651869,3.8508211,14.336412,10.4543218,8.8831648,9.7012073,13.8933335,14.5911005,8.3429192
Jan-75,6.1808672,10.459623,9.2473116,10.5698715,23.3967574,3.9644514,8.2244931,15.7495755,17.5198689,3.9644514,8.4103348,16.8374275,14.2230978,11.9265183,45.3057732,18.9421155,22.6995033,9.5116137,10.7200429,14.1061778,6.9579041,10.9204735,14.2180588,23.5756216,15.5669672,13.9611588,10.2124961,9.8339981,19.6364325,21.9427921,12.5475671,13.1900191,12.2464629,14.1084095,9.9790273,13.894485,16.644277,11.6115245,12.0848355,8.5999358,8.6413641,7.8241631,16.4388687,16.5232231,9.435311
Jan-76,16.3003972,9.3833498,13.842045,9.6828914,16.9338143,11.1296344,8.7876957,13.791593,15.198021,3.9782356,8.3376466,10.5563335,11.4842901,10.8709552,33.7241141,17.5050214,17.9004369,21.3902869,8.6961598,15.1817719,3.9782356,13.3765123,12.0944687,24.6284752,15.3962031,13.8931587,13.3520413,3.9782356,16.7117241,17.1820281,9.8330738,10.3419686,10.9653492,13.97396,18.9274175,15.1932548,20.8824583,8.9730317,13.7820472,14.0412056,8.7359462,8.1515507,14.6617602,14.927722,3.9782356
Jan-77,3.808762,8.1942257,9.4350181,9.5355508,9.4283935,3.808762,3.808762,12.6182955,9.438671,8.4274651,3.808762,12.3106004,14.0667784,8.1024963,11.1957683,12.6564772,18.7335956,8.9810204,9.3875236,13.6728765,3.808762,9.5770151,14.3538679,17.7167978,15.8131287,3.808762,9.8615964,8.1753157,18.0264033,17.6782722,10.8070493,9.1975519,11.4117128,3.808762,3.808762,11.08562,13.4256445,3.808762,10.967739,11.8813692,6.5524162,7.7766013,11.8060601,12.749309,3.808762
Jan-78,9.7676943,9.1424447,11.6283082,11.6384906,19.5384737,3.9860799,9.0557696,11.801909,13.4917015,9.3265682,11.6661523,12.5751634,11.438912,10.0345383,23.0783161,13.0840739,21.8050986,3.9860799,8.9121402,9.8391009,3.9860799,11.3012933,12.4784282,24.7943918,13.6848356,11.0856134,3.9860799,8.2252059,17.6238416,17.7155417,10.0202161,7.5347115,11.0092758,12.0223574,3.9860799,14.2457496,17.4690437,11.5267196,13.3198678,9.5780465,8.5125569,8.3560448,13.2250854,20.452946,3.9860799
Jan-79,9.1614214,8.817353,9.4943102,9.4666256,17.1902579,3.6270314,3.6270314,9.8721445,13.1519429,9.5360452,10.6810137,9.8625597,9.4540249,8.8550084,22.2045102,9.7511825,13.5656115,7.9031392,9.9292046,9.7237224,3.6270314,11.8295699,12.0032675,15.6361856,12.2294929,11.3449493,3.6270314,3.6270314,15.4324887,16.5151584,9.1850919,8.8574664,10.3767603,8.9363128,3.6270314,11.8098537,10.1043383,3.6270314,11.2319891,12.2358114,8.391362,7.7673769,13.6901176,16.9895186,7.6696993
Jan-80,17.3776941,10.7644236,10.4373222,11.6161388,19.2012922,10.3918242,3.9867393,15.0382152,18.9439441,3.9867393,3.9867393,13.319478,15.4972017,3.9867393,33.0966643,17.6092074,21.7298705,33.1045682,8.6144055,10.6123338,9.7400781,14.6190338,8.6150908,24.9025606,15.1105348,14.4692782,12.0726333,3.9867393,22.9493948,17.9110447,3.9867393,3.9867393,12.5454002,14.5277674,21.1779104,20.063269,23.5733552,3.9867393,10.7346886,13.3074439,8.7562622,10.3376973,15.538284,17.7367586,3.9867393
Jan-81,11.6537156,10.907475,12.0715024,11.9561677,24.195861,3.9665669,3.9665669,14.2369934,18.996691,7.3810991,12.1934455,11.1399582,15.7878587,10.2785073,44.9271497,15.9307582,15.6738423,10.6148212,10.1912441,18.1089101,3.9665669,3.9665669,12.5565966,20.125974,16.2774518,11.9769775,14.4741577,9.531928,22.4962346,14.8912268,11.3172817,13.9331345,12.0309144,11.1101471,11.8992108,13.2684162,16.9446924,14.8734104,16.2862563,11.256883,7.9419965,9.790077,13.1959717,12.5056521,6.9418764
Jan-82,13.5460739,10.823185,12.7977593,11.2814492,24.9161098,11.4432317,8.7059707,12.5322342,18.2757988,3.8613849,12.2960054,9.5924797,18.1141117,7.8283455,29.4512186,13.8245298,17.6520749,13.4403403,9.6791948,14.4130986,7.4728,9.8074806,15.0920245,23.3358563,14.8683152,14.8020827,11.7609688,9.6647132,21.8418451,19.8216404,3.8613849,9.2101161,10.7505103,9.2287073,10.351449,17.7152429,20.2352744,8.330897,14.3699709,12.5644346,9.2424174,9.9067498,15.9824866,18.6552139,3.8613849
Jan-83,3.9471104,9.9529726,3.9471104,9.5770761,20.3831066,3.9471104,3.9471104,11.6605735,12.679883,11.5449431,12.2050781,13.6624356,3.9471104,3.9471104,42.7171132,14.2816119,20.0381649,8.860119,10.5298171,9.6459962,9.8380395,12.1093808,3.9471104,21.5406645,17.6303551,10.0387301,3.9471104,11.089512,20.6601702,16.0495211,10.4056523,11.2607055,12.9476958,12.9648298,12.5981753,12.8237391,12.3432459,3.9471104,12.4679302,11.034863,8.3878739,3.9471104,16.9213271,23.9667684,10.3927841
Jan-84,10.9252513,9.7559975,11.1214821,11.1587821,18.8757088,8.7925556,7.2838446,12.1319395,19.2780288,9.2927901,11.2527503,10.3616494,11.4831636,12.6684327,29.9989589,17.1262038,18.13733,14.5239512,9.165859,14.8256643,7.40566,15.301335,11.1766705,24.2694981,16.665286,11.9417458,11.3340939,9.5968312,16.4373755,20.5578604,11.0735254,9.0586479,11.4475248,10.6696275,10.6141876,18.9074482,20.1004039,11.279952,14.7959293,12.277961,9.4798368,8.5190939,15.7944132,16.3637969,5.6219132
Jan-85,4.0917692,10.4560436,13.8663541,9.5960261,15.9448308,4.0917692,6.5898955,14.7729034,14.6559408,11.2774168,12.1205594,11.6001284,10.1604432,12.653911,43.1026384,20.4828235,20.4179736,16.2867779,8.4482322,10.2250968,8.8413224,4.0917692,11.4929094,18.5025919,15.5854154,10.6429596,4.0917692,4.0917692,24.609502,18.7224633,12.1277833,10.3822261,11.8089945,9.586524,14.1075396,11.3151266,15.7863588,13.8289258,11.2717725,12.0760672,7.3334105,4.0917692,11.3864623,18.6810086,4.0917692
Jan-86,13.9859574,11.6928147,12.20769,12.4330622,27.2326964,3.7508518,8.0626344,13.9312578,16.8031013,8.3636275,12.2594363,12.7777999,14.8186579,15.4462558,40.0488094,18.941264,19.9319299,16.623114,10.3049957,16.8510976,8.241261,14.5378974,14.5658566,29.3501684,17.3689933,13.5466005,7.636368,9.7067751,19.5448334,23.5998754,11.5807555,11.077852,10.8664861,10.8348135,9.5940382,18.4409614,23.9157431,12.4453091,14.1306036,10.9817168,9.2145266,8.731636,17.1587924,17.2189187,8.0709556
Jan-87,3.9931426,9.3828236,8.3491102,7.7766541,21.9178842,9.2584462,6.4942185,11.8640416,16.6595143,10.2197866,11.1140837,10.6752332,13.4509836,3.9931426,43.3142199,15.3024834,21.6344986,12.1926805,7.1424133,7.193,11.194934,8.7410893,13.058813,18.7545924,15.1773872,11.9902193,10.4256718,11.9620075,16.9167297,16.2201333,12.0725695,11.0145576,10.6099522,9.4635896,3.9931426,10.9751489,12.476979,3.9931426,12.5434381,10.5722913,5.6483746,8.6101973,10.4608973,23.8871818,6.96424
Jan-88,11.1087282,12.0338127,12.3868067,12.1756561,13.8259395,10.7572071,7.2752185,13.358877,15.4000386,3.9094803,11.8224952,16.6218122,15.3194378,3.9094803,18.920918,14.4469663,20.7936558,9.1461357,11.5048043,18.0260999,3.9094803,9.6900736,10.0349228,22.8034793,16.2881905,11.062085,16.3680395,10.1836435,24.2839733,21.3795113,14.3041716,11.8434207,11.0160377,3.9094803,3.9094803,17.1696193,17.6108093,10.5688401,15.0072652,9.4203888,8.6625286,8.7944692,16.8275417,17.4269845,7.4941913
Jan-89,3.932334,11.7918423,13.3203641,9.1556951,24.0825304,3.932334,7.3181087,12.6987875,16.9743273,9.8348158,10.8176923,3.932334,12.0061001,13.8039635,50.8700987,18.2318755,17.6219027,14.7468056,9.9830251,12.1943066,11.5532913,10.2768453,10.9454552,19.4668076,18.0122111,13.9594463,3.932334,11.6988301,19.8666539,19.8780113,9.1550104,3.932334,7.2147335,18.1607778,14.3496968,12.655794,15.6472737,9.3077387,12.2311803,12.1788191,9.4590869,9.5818217,15.3342735,13.11675,3.932334
Jan-90,13.2205027,10.97809,8.0938268,12.8242692,21.0458461,12.7969743,9.041343,13.2310947,17.0134526,3.891858,8.0038275,3.891858,15.7128055,10.0185073,23.8496509,16.0628041,20.2974598,32.0604724,8.5994794,12.9607468,7.3174503,15.5485584,12.300158,24.173055,14.9699851,13.8267201,12.5589217,11.5373182,18.6600728,23.1558606,11.1016945,12.1831036,11.8671696,10.7278597,10.195568,17.4527799,24.7053152,11.7623085,12.2364154,11.7019931,10.451061,9.0978119,15.5627539,27.1755213,7.0294846
Jan-91,14.0586159,11.0451893,9.8803456,12.8453442,11.4048232,4.1992166,6.569959,13.9340165,17.2068086,4.1992166,8.1954719,4.1992166,14.6505194,9.1348483,24.6257432,16.7129347,20.2562225,13.499083,8.2984775,4.1992166,4.1992166,14.74777,14.2705597,24.4347572,15.5224286,4.1992166,4.1992166,4.1992166,17.9947829,19.7189881,8.6765157,9.9822902,10.7220996,9.1189548,14.9683025,16.2534256,26.6512665,4.1992166,12.5134075,12.5703363,8.2992256,9.4289117,13.1084006,16.6985729,9.5890907
Jan-92,11.2007932,10.2101868,9.3778274,10.8535958,15.7597431,3.9108104,5.0973975,13.0480134,16.3433617,3.9108104,10.7749569,9.8909929,12.3444144,15.7860183,34.3614434,16.0464696,19.4805231,19.2107874,9.9332485,12.3017735,3.9108104,11.267743,12.3913884,24.0217607,17.9165429,10.7062093,13.6993612,3.9108104,22.0156427,19.8700858,10.9625622,9.8749477,11.7893194,10.5675773,3.9108104,17.3286908,16.9968627,3.9108104,15.1480237,10.8854173,8.9792609,10.2882668,14.4231486,15.3980981,3.9108104
Jan-93,4.0600596,9.379552,10.0888542,10.9416133,18.2335588,10.0341483,4.0600596,12.0154417,18.5239486,10.1895418,13.4064789,8.2451751,17.7073334,9.5132603,45.0237415,18.0708446,18.3108256,11.0586418,9.288125,13.147765,9.5141243,12.9463026,14.0375388,17.0686156,19.6253373,10.5360912,11.0461966,4.0600596,21.8947025,14.8203238,13.4414374,11.5985571,11.8371778,12.8768564,15.4242557,11.5799813,16.0500592,4.0600596,11.6963014,12.0565172,8.0190879,4.0600596,12.7474894,15.8963079,9.7793599
Jan-94,4.2227775,4.2227775,14.071269,10.8324986,4.2227775,4.2227775,8.3876287,10.1276839,21.6849595,11.1307103,4.2227775,4.2227775,4.2227775,19.9596445,16.6394422,13.2979171,13.1101577,4.2227775,7.1913525,4.2227775,4.2227775,4.2227775,16.4675788,17.9367253,4.2227775,9.5997649,19.8151084,17.6047014,21.1042084,18.0580677,11.9450563,4.2227775,10.0362716,4.2227775,4.2227775,13.4268027,18.4331776,4.2227775,9.0842883,4.2227775,9.4259433,4.2227775,9.8700558,9.1233827,8.6199797
Jan-95,13.6586234,9.5860344,9.3760915,14.1831348,14.670435,10.880602,7.7480797,13.542298,21.6091239,3.8393486,9.53007,11.6182263,15.4904841,10.2498224,20.8497612,19.4308951,16.0594678,10.7349434,9.6890844,14.454904,8.5337031,15.2670329,12.8117978,20.7798856,15.9273011,12.1026613,9.2088896,10.105081,17.3952702,20.6477232,13.2154501,10.0299751,11.3192463,3.8393486,11.4069688,17.4070666,23.8427959,10.5835894,13.9779263,10.7770359,9.4405582,9.8789417,16.5693354,15.6320893,8.7594507
Jan-96,3.7275258,8.7210275,8.0705694,11.6546574,9.2334133,3.7275258,3.7275258,13.0566212,8.4507156,7.7511906,9.1394202,10.9686596,12.6710729,3.7275258,11.3855578,11.5624549,21.9333878,3.7275258,11.6539105,12.8628968,6.9488618,11.6226768,10.9382804,14.9387533,16.8569938,11.4198564,12.0537488,8.6480293,18.764793,18.7546999,12.0056421,7.7636278,10.5455299,3.7275258,9.2326808,11.1176009,13.8722974,3.7275258,13.2404773,11.8209026,8.7680623,9.4023158,13.9202988,13.3295272,7.8092757
Jan-97,3.9209933,10.482841,11.8055713,10.0691496,17.3724495,8.3804344,8.9615053,11.5012047,13.7036721,3.9209933,11.3810147,11.3998737,13.32167,13.6223807,25.1093681,16.5758661,21.6606155,17.5372732,8.8171456,12.3769687,3.9209933,14.0140938,13.018084,22.9437176,14.8765796,11.0397033,15.1449037,3.9209933,20.1848282,19.5635741,9.382843,3.9209933,11.2373082,11.5547983,3.9209933,15.8222584,19.8766352,13.1923167,13.1948363,11.1349966,9.0588417,9.2198014,14.6331315,19.097468,3.9209933
Jan-98,14.9483516,8.6596011,4.2466287,11.4389492,29.8491026,4.2466287,4.2466287,4.2466287,4.2466287,12.257512,10.2885475,4.2466287,4.2466287,12.7223824,11.6973205,26.6594047,12.562817,10.6738019,9.9005593,14.7538375,4.2466287,4.2466287,4.2466287,21.091464,26.0872874,21.208794,4.2466287,15.0281817,16.6986787,20.7326964,10.0793789,4.2466287,11.7200315,10.6114316,4.2466287,21.4240961,4.2466287,24.6187475,11.3970611,4.2466287,4.2466287,4.2466287,15.1525021,10.9227778,4.2466287
Jan-99,12.1025148,10.2851748,11.4989654,10.4766577,19.6608464,11.2093747,3.8599347,12.018711,19.6571465,9.3958531,11.0289795,13.966135,11.5977947,3.8599347,24.7557224,15.735756,19.1054838,21.0149761,8.2366296,15.3282997,7.8308961,15.08659,11.4104003,28.2055613,13.0800841,13.0073067,15.7872983,10.1614636,19.1995627,20.3313344,9.6348128,10.4803802,11.2710295,15.1535012,15.0066314,17.0208726,22.9273842,11.7224859,12.6423287,12.692623,7.9566421,10.0001891,15.5179997,19.0305348,3.8599347
1-100,11.8221434,10.5222149,12.706928,12.8453968,18.501777,10.9205086,3.4898443,12.2415252,21.0124764,9.4078178,9.8863857,9.6657694,13.3166211,12.7270989,36.7490724,15.9816058,15.857786,16.1417584,8.893409,12.8689541,8.3069629,13.4482529,10.9126169,18.6941249,13.5598875,14.481018,9.5309839,8.50588,16.4211325,19.1028618,10.7434015,10.2602226,10.8137273,10.9783272,10.6000739,13.9995373,21.5623994,9.8788253,11.7246114,13.9376886,8.7922055,9.2076915,15.0351689,13.4207413,8.055085
1-101,22.5051838,8.2510913,13.369592,10.5531591,38.6157185,4.2487323,8.278512,16.6178539,13.6238308,7.9636005,13.6264306,11.6886119,15.2734867,11.5077418,61.6727042,20.6965384,16.632284,13.3681697,8.1165172,10.8612045,10.6623902,10.3913923,4.2487323,28.8498288,17.4748602,11.3126554,4.2487323,4.2487323,25.581255,13.9011313,11.3246639,4.2487323,11.7867253,14.7139041,65.9011914,12.3827012,14.840761,14.3754274,14.9031611,4.2487323,7.43517,9.694952,10.9984668,17.2833115,4.2487323
1-102,8.950622,11.1581879,9.0835384,11.9369427,11.2115921,3.6655932,7.9032452,12.5768369,11.5722359,8.5190121,8.5141893,3.6655932,13.152795,3.6655932,13.7906506,12.0770734,18.6791241,3.6655932,12.0050856,13.2476861,3.6655932,8.6229252,10.2033905,20.4588041,18.1711687,11.6566486,3.6655932,10.64004,19.5564953,18.0013699,9.7382294,9.1229346,10.7626394,8.6839574,11.0974796,12.8552603,16.6065681,11.3788524,12.6277466,12.5684233,9.772256,8.5487014,15.3374032,13.9613067,3.6655932
1-103,7.1636991,9.0100051,9.0619456,11.8009442,3.6188073,3.6188073,6.7469639,12.7362355,9.3838081,3.6188073,10.8152068,11.3766074,13.4374273,3.6188073,12.675424,13.7054533,18.5409047,8.4912783,11.725169,14.86958,3.6188073,9.2891054,11.4867101,20.8760941,14.9819708,14.9085687,10.618982,8.1486065,16.4928823,17.2500356,11.4653239,9.6549814,12.2564164,8.0793412,9.9599568,13.3961777,17.3236987,9.4945135,14.1349071,11.9486772,8.7978807,9.074709,15.4928715,16.1260951,3.6188073
1-104,4.2223937,8.6312072,9.7731006,10.0291842,17.2725172,4.2223937,5.5333926,13.5758437,11.0896216,4.2223937,15.8055996,4.2223937,15.0430127,9.7093358,36.7860818,19.886021,20.0970259,4.2223937,8.6009582,11.083289,11.425884,12.6051418,13.0819595,21.8511166,14.8380903,13.7827538,13.6319476,4.2223937,24.9252331,24.6385582,14.5066365,10.6494696,11.8258872,4.2223937,16.9219414,11.096679,22.1234793,12.4461243,13.5521232,4.2223937,6.9429459,11.9547102,10.7332997,16.7388682,10.4014712
1-105,3.8308206,10.6415132,10.3082991,9.3429566,15.3496915,3.8308206,7.3655336,12.3159475,13.6374361,8.9442899,10.6311234,12.0264747,12.8194088,9.9266622,43.2368341,14.5582205,18.8439398,8.7731792,11.5717204,14.5864824,3.8308206,11.8693378,12.3068309,20.3146191,22.0453186,10.8258431,3.8308206,9.332315,22.0700962,23.3794584,13.0536463,12.1191514,10.9317531,9.1867189,3.8308206,14.3881077,16.5164445,10.5508384,15.4278609,11.0867459,10.2195051,3.8308206,15.5632443,12.2278527,3.8308206
1-106,3.6550918,8.8666609,3.6550918,11.543303,3.6550918,9.5104663,8.5881984,11.7580088,8.9041625,3.6550918,10.428053,9.9313615,11.8630509,3.6550918,10.7206217,12.0769971,16.3276583,3.6550918,11.8030609,16.2557077,7.4705982,10.0495099,10.5234888,12.7524976,15.6730404,15.2385443,3.6550918,7.672133,16.7451422,20.3082464,12.1089777,11.0015454,10.6602892,3.6550918,3.6550918,11.4355226,12.7627545,9.0506228,12.7572129,11.7623307,8.8916875,8.9726279,13.2115944,12.8281997,7.7065063
1-107,8.8293116,9.2621423,7.5443711,8.2350823,12.9683263,8.9416204,3.5924858,10.1094427,13.4302541,9.3557739,8.3337267,11.3539407,12.7519323,7.4841983,25.5721356,10.2694197,11.3292558,3.5924858,11.151347,10.4983467,8.882787,10.3966054,10.6797742,15.9258075,14.6185445,11.0557742,3.5924858,3.5924858,16.5586732,17.5093958,11.533223,11.1173158,10.510624,8.743591,3.5924858,12.013606,12.3155508,10.433221,12.1127115,12.7638844,8.2000375,8.4267007,15.3791731,12.2105444,7.5965614
1-108,11.1405519,10.8492482,9.9524871,12.9554344,15.9720453,10.0169966,3.7381983,12.2405258,16.9541027,3.7381983,9.1687283,11.5196533,12.7662134,9.1816062,26.4238315,14.1633656,20.3618946,3.7381983,10.7075437,15.2941163,3.7381983,11.1981262,10.3822124,15.6935015,16.4339681,13.9861147,3.7381983,8.2027043,16.2454449,17.642389,11.0330982,8.9391711,11.213693,3.7381983,10.3144356,13.1920743,16.2748337,3.7381983,16.1008173,11.4973651,8.2261081,8.1625792,13.7301872,13.7541518,3.7381983
1-109,3.9792106,9.9602613,3.9792106,9.3562946,19.6224099,3.9792106,6.388023,11.4735002,16.0920703,3.9792106,10.0453181,3.9792106,13.0972245,3.9792106,58.1905511,18.230432,16.9615815,14.3330995,8.8311999,10.9157584,9.0629901,9.5642926,3.9792106,16.6572835,16.8258947,13.0636743,3.9792106,3.9792106,16.2640826,15.6660832,12.3107334,11.3844931,10.4423284,15.9068406,24.4633569,11.8179775,14.1055722,3.9792106,11.7314438,9.7125411,3.9792106,3.9792106,13.4769052,10.8939074,8.4061955
1-110,12.6710925,9.1140972,3.9390425,11.0408411,13.0588595,3.9390425,6.0317712,13.8742527,16.1724299,3.9390425,13.1047374,12.5482796,13.4744864,16.3646832,16.2489556,13.1781592,20.6435427,8.9638533,11.5361532,12.212008,3.9390425,11.5866853,10.8574926,14.3056399,17.2320589,12.5700111,10.5011383,7.4626513,19.0793714,17.5215706,11.8311465,10.5940077,10.9993534,3.9390425,3.9390425,10.6978402,12.469883,12.7594372,10.9138136,12.426944,8.045496,3.9390425,14.2488128,15.6673396,3.9390425
1-111,12.524334,9.1044791,10.0884998,13.4618733,16.7010113,12.8141752,8.2006022,10.9164077,14.1601229,3.8909598,11.52052,10.0550568,12.2706933,3.8909598,22.7804359,15.7112414,19.2747358,3.8909598,10.4341098,11.9563602,3.8909598,9.8196599,13.3897445,24.8177042,14.4497512,11.5628608,13.7629364,3.8909598,18.5458792,20.836015,10.8818411,3.8909598,12.2503735,12.7661432,3.8909598,14.7064338,18.2946956,11.7850925,11.9065738,12.6426883,8.9094785,9.0725777,15.2822244,19.6746738,7.8331232
1-112,10.4791457,8.9307437,10.6479119,11.897524,9.186887,9.1971413,3.8043517,12.1863322,12.295989,3.8043517,10.8105576,3.8043517,14.6974123,3.8043517,11.076872,14.0232311,16.8334549,3.8043517,10.571124,13.592667,3.8043517,9.5859856,12.0717335,20.4422684,18.9256975,11.7709366,3.8043517,9.7745663,17.1525459,18.0986945,13.0520549,10.6128416,11.2151551,10.4602558,3.8043517,12.0397792,14.4002999,11.5019394,14.4448784,9.3026452,8.4195216,9.4515932,14.4378934,14.9086696,7.5403112
1-113,3.9936664,9.9090674,12.6810947,12.5410854,11.8415829,3.9936664,8.1998632,13.3416999,15.1587976,3.9936664,11.7435457,10.788581,15.8834437,3.9936664,27.111486,20.1266353,20.7637113,8.949041,9.8767621,16.661039,8.5747328,13.5918057,11.2548579,20.889164,16.2618013,11.3911595,14.4702964,3.9936664,19.9400933,23.6498899,3.9936664,14.0490561,9.8739813,13.7786205,3.9936664,17.2634879,26.5437976,6.4397727,14.0457269,12.5013392,9.3543993,8.1796756,17.2771746,14.3930313,3.9936664
1-114,4.1867231,13.1065315,4.1867231,14.7844936,33.7198948,4.1867231,6.343058,13.5350986,17.1041049,18.3181764,9.690182,4.1867231,12.9125033,4.1867231,77.1330122,21.0604773,21.8459885,16.8434222,8.9543685,4.1867231,16.9098398,10.5588147,4.1867231,19.3684813,20.9781001,14.0980301,4.1867231,10.5631248,18.9807563,21.8659445,4.1867231,9.2656909,11.8808762,22.9621392,26.6846872,14.6087443,16.2091994,4.1867231,12.3966071,4.1867231,7.3231079,9.8495195,16.0428357,12.7989737,10.4240015
1-115,10.3050102,9.5748888,12.2819673,9.3356667,23.3969092,11.1006319,7.537393,10.1560491,12.681855,11.9687033,8.1182843,10.0835307,11.2680173,11.6626611,28.0075063,15.8807403,15.8698045,14.6491037,9.4100273,11.3172073,10.285759,10.0466026,11.0500524,20.1695492,13.2408572,13.1313859,10.8465635,7.6163149,22.0822042,17.9941707,12.3102862,13.1984257,9.8514472,8.3788786,9.7393244,12.5381161,13.4996214,3.8299805,11.8242431,13.9259566,7.8970529,8.8787286,12.3512183,13.8390086,7.1117536
1-116,9.9352337,10.2727805,9.8509891,10.578972,24.6830213,12.4556205,3.9480688,12.5739044,21.687367,10.0521683,9.7228949,7.6329463,17.4605523,10.8946423,52.1577456,13.9162808,26.3574879,9.1623636,12.371565,13.0152707,10.2974648,3.9480688,13.4730551,17.0217515,17.7319235,13.449634,3.9480688,8.112837,20.225536,22.9817672,11.4509625,11.5956559,11.2665747,15.6446183,11.5713986,12.3598416,15.3026911,3.9480688,12.5468506,12.3578505,9.2333853,9.1344993,15.7490019,17.0940426,8.9925218
1-117,11.3847526,10.581457,10.537771,9.3900172,17.0614742,4.033598,7.5517081,14.7549102,18.8396065,9.1474034,11.0424181,4.033598,14.9084702,12.7894979,43.1092965,17.4798166,20.2350622,8.9402842,8.3697545,13.0120616,4.033598,9.5740566,11.1000832,21.4051202,16.1511201,11.4380313,19.3620891,11.1108723,18.1495836,18.1470638,10.5569669,11.66202,10.2680572,12.7282163,23.3796762,11.9674944,16.7678213,12.1518209,14.1737553,7.9286474,8.5688427,8.8876996,12.0831066,14.0113477,10.9679747
