,BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR
0-1,8.6953699,9.1754934,8.4145353,11.4242863,3.7802696,9.1533566,5.9175946,11.581634,8.8553529,3.7802696,9.7706471,11.8465909,12.1730709,3.7802696,12.2514736,15.6202893,18.1660361,3.7802696,11.8214018,14.255352,7.2598218,9.7465897,10.9827522,23.3827941,17.8403334,12.8516918,3.7802696,3.7802696,23.6992843,17.5295179,12.0688554,12.0265519,11.1174675,7.6051959,3.7802696,13.7297732,14.4335158,9.8616866,12.6815901,12.1311011,10.7419366,8.8517444,12.9472126,13.7060081,8.3097131
0-2,14.0241672,8.2617432,12.6212516,11.3867288,4.0480262,10.8530089,4.0480262,13.9318724,4.0480262,4.0480262,9.1037495,12.5130396,9.0607782,10.6214694,10.5337202,13.3208019,21.2284836,8.9633873,10.3157565,11.9994712,4.0480262,10.4915603,4.0480262,14.786099,13.9358041,13.8686221,4.0480262,11.0949734,21.4112907,15.8605152,11.9863481,10.6282674,9.8545958,10.3333367,4.0480262,11.1633036,18.4298305,12.0434764,12.2575808,8.3737225,8.4722362,9.5712509,14.0301398,15.9133078,4.0480262
0-3,3.9539206,9.3483853,3.9539206,12.616369,3.9539206,3.9539206,7.1835561,10.6209559,3.9539206,3.9539206,11.8904599,13.6646566,16.4597607,10.5079723,14.4930035,13.6231512,19.6891462,3.9539206,13.2843689,3.9539206,3.9539206,12.0729901,10.5392537,15.687643,14.9123514,8.8542897,3.9539206,3.9539206,16.1813072,18.0150607,10.6079474,3.9539206,11.3687182,3.9539206,15.2990408,14.5099162,15.9618506,14.493007,12.2769243,10.6582688,9.6251122,9.5527483,13.5478473,18.9207062,3.9539206
0-4,8.603252,10.1646245,8.8250029,11.6437441,3.7025829,3.7025829,6.4154163,11.4962164,8.5780919,3.7025829,3.7025829,8.2084429,12.2623366,3.7025829,12.0726066,11.74097,16.1003497,8.2543704,11.8076842,10.5073827,7.2233968,11.7229262,9.2722871,18.6043529,15.2752336,8.4044177,12.8905946,8.2621466,14.6606306,15.8031861,11.7450895,9.4741045,10.3022746,7.3953905,10.6561491,12.5107958,15.2836907,10.8374948,10.2788508,13.2661063,8.6291317,3.7025829,11.7347579,12.3496672,8.3910763
0-5,3.8215293,9.0818561,6.6428617,11.9541107,9.7170601,7.2941686,3.8215293,11.080306,7.5924573,3.8215293,11.1128796,13.419446,12.0696552,11.2482126,13.8834643,11.6088966,21.2067565,3.8215293,10.9032354,10.0893143,3.8215293,11.1839699,11.7837457,19.3691123,16.0111237,8.5798321,11.4366211,10.5185648,17.294433,19.265027,11.2054835,8.2458678,9.5465357,3.8215293,10.2646312,12.5576537,13.3148931,11.1490129,12.9102796,13.3078299,8.6135659,7.252733,12.2562287,13.700334,3.8215293
0-6,17.8824481,13.2001094,10.8960199,13.378882,4.0419041,4.0419041,4.0419041,14.1282736,10.2488861,4.0419041,4.0419041,15.6529726,13.2027837,11.5654646,17.3651448,14.1146915,17.5776159,11.0565222,10.5187035,13.4860738,10.001153,14.8721066,11.6915938,13.4338035,4.0419041,14.4156091,12.730292,12.2871151,17.9046275,22.7147416,15.00454,13.8968032,11.6396869,4.0419041,22.3762036,14.183656,20.1184087,4.0419041,15.3814616,14.0867103,4.0419041,9.2019259,11.0847251,4.0419041,4.0419041
0-7,3.9008987,8.1247132,10.7500742,8.7502186,3.9008987,3.9008987,6.8361775,11.9682047,9.5582851,3.9008987,11.3139132,13.8425966,9.4351808,3.9008987,10.7979221,9.7817041,19.7392196,3.9008987,9.5314517,7.8226371,3.9008987,8.1336118,12.0322536,17.670553,13.1784,12.5575642,10.2564337,3.9008987,12.5731524,14.454786,3.9008987,9.7839852,9.9646815,8.4727367,3.9008987,9.9809181,13.2295535,3.9008987,10.5266352,9.9903188,7.5450719,3.9008987,13.5533321,21.4313957,7.9716406
0-8,3.996369,8.256181,11.9066584,10.5347083,3.996369,3.996369,3.996369,13.6974631,10.773807,3.996369,12.0710609,3.996369,12.4205361,3.996369,13.6398237,10.0395506,20.0295187,3.996369,10.0660113,9.1246163,3.996369,15.0825879,10.5397057,18.1328262,16.8543831,12.9135268,10.0342734,11.675677,15.827219,18.6373285,13.7851167,10.8555865,11.5464254,3.996369,3.996369,10.9747339,14.4407816,12.8055663,11.0398234,10.228764,7.9929306,8.9653606,13.6939527,15.8176317,7.2949376
0-9,11.1538215,7.9297977,9.0497446,10.2156778,3.9472486,3.9472486,7.220674,11.0190472,10.7687071,3.9472486,3.9472486,16.2181771,13.8400158,3.9472486,12.9299988,13.6513083,18.2128797,3.9472486,9.4403332,9.5194792,3.9472486,12.3299715,10.5789754,17.0405328,15.3126129,11.7451273,14.1437427,9.2853645,14.352661,13.7986089,3.9472486,3.9472486,11.090504,9.9156164,3.9472486,11.5245014,16.5653304,3.9472486,9.6930518,9.2223884,7.9730841,3.9472486,13.4719506,14.7353827,9.16906
0-10,9.7148835,10.3547909,3.7559847,11.4052551,3.7559847,3.7559847,6.9281713,11.8945785,8.5732863,3.7559847,9.5860603,11.2958289,15.1306639,8.2539579,14.7269788,12.827992,19.0472317,3.7559847,13.3251561,12.8318842,3.7559847,9.3244031,10.3325435,23.2483559,18.7912037,11.4830838,10.7138211,3.7559847,20.030444,17.1634352,11.3966407,11.1193246,11.2138062,8.0429574,11.8811749,13.0774771,16.0779405,3.7559847,12.4491057,14.1810351,9.9656402,9.5602995,14.1851076,12.3822198,8.8996403
0-11,8.8323583,9.7094971,9.7623276,10.5456335,3.5107244,9.286044,5.4565494,11.2347348,12.6961202,8.1334464,9.2563247,11.1481629,11.6057133,6.6188049,7.0412985,10.5984468,13.7939047,12.0681023,13.3670533,9.7031462,6.7173029,10.0088648,11.9309683,14.268445,10.8722383,11.1236314,3.5107244,7.4299645,15.5953142,15.0216073,10.9746927,13.4277388,10.8462937,3.5107244,3.5107244,11.1779063,12.0089095,3.5107244,11.5370249,8.3304876,7.1924155,8.9969015,13.7929107,11.9386414,9.7202222
0-12,10.912913,9.0765771,10.6675535,12.9746474,3.9844596,3.9844596,7.7669967,12.8850287,10.729882,3.9844596,3.9844596,11.8233894,14.848673,3.9844596,12.5582722,11.56688,18.9449064,3.9844596,10.1726775,9.2031111,3.9844596,9.1651858,10.654521,15.8534963,13.1766893,12.9157279,11.304849,3.9844596,10.0471979,14.8162756,12.3242107,11.0911219,11.3150689,3.9844596,3.9844596,11.6632716,16.8770335,13.3804213,12.5762941,11.8995376,3.9844596,7.8549133,12.4516556,23.0834658,3.9844596
0-13,8.8361306,8.1889785,8.5550856,11.4598069,3.7483701,8.4030752,6.1011433,10.582852,8.9309646,3.7483701,11.7208757,10.0364668,13.4126113,3.7483701,11.8177349,11.7089158,18.424645,3.7483701,10.492615,10.7455925,3.7483701,15.0165448,10.4405836,19.6846966,14.6351992,10.0072713,12.3730294,9.2826533,13.9278077,17.0430131,13.6594462,8.3665884,9.8991771,3.7483701,12.6815594,14.6942782,14.0347232,12.9561342,11.6150537,15.1515199,9.6446402,8.5290726,15.1231699,14.4066054,3.7483701
0-14,3.9100614,8.6930931,11.308359,8.6278782,3.9100614,3.9100614,3.9100614,8.6957591,9.5289778,3.9100614,10.4591465,10.7508203,11.2789779,3.9100614,11.4242982,13.3940444,14.676933,3.9100614,9.195247,9.0950711,3.9100614,11.9126636,10.4150927,16.615526,12.7301419,10.0491397,3.9100614,3.9100614,16.9392258,12.8273225,12.6681408,3.9100614,10.4343803,8.6048503,3.9100614,11.2319913,13.2074707,13.458801,10.4339748,12.3007381,7.3933252,3.9100614,13.1530838,22.8049909,7.4948631
0-15,3.8244233,8.0890842,3.8244233,9.8155614,3.8244233,3.8244233,5.2945665,10.643335,10.8137049,7.3431189,10.9820031,11.1091279,14.022657,3.8244233,12.861212,11.7750509,14.3838353,3.8244233,10.9073542,10.8452201,3.8244233,9.9647372,8.9579513,18.2707669,19.0854569,10.2082797,3.8244233,9.0714775,13.0529211,16.5370018,11.0650319,7.8391224,9.3789028,3.8244233,3.8244233,13.9099823,12.7402872,3.8244233,11.3347645,9.3327374,8.8497572,3.8244233,13.3186011,12.0421224,8.3613555
0-16,3.8904885,10.413157,3.8904885,9.38775,3.8904885,3.8904885,3.8904885,9.7133347,11.4811062,8.8433234,10.90215,11.7197601,12.3595619,11.051118,13.4853832,12.0489633,16.9727981,3.8904885,10.6831017,11.7449472,3.8904885,9.8631116,12.0457001,17.0117599,16.5608506,10.0577523,3.8904885,11.5444569,17.6363907,19.3073654,11.4791497,3.8904885,9.5339934,3.8904885,11.3537563,15.0168829,14.6025136,11.7287037,11.9617417,16.6219954,8.4691442,3.8904885,12.8022081,12.5757261,3.8904885
0-17,8.8888119,10.0745503,8.1353296,12.1655908,3.5993095,9.0658399,3.5993095,11.3620271,9.7456217,3.5993095,10.8671612,10.2233851,14.3970354,6.2928574,9.0912205,13.5893051,15.1222148,3.5993095,14.982593,11.9477644,8.0227643,9.311936,12.1632063,15.59001,14.3866061,9.85968,11.7427518,9.2706655,17.7026084,16.3047525,10.9510272,3.5993095,11.3523243,7.025037,10.7397859,12.0207277,14.894277,10.9749713,12.165708,15.0657927,9.6407222,9.5189754,15.1053926,13.4544933,8.032304
0-18,10.8295255,9.3057548,9.7988728,9.468277,3.9145858,11.3084439,7.2013542,12.378897,11.7930432,3.9145858,11.8081473,13.5239393,11.0951954,3.9145858,8.7197735,12.1010781,21.0335547,3.9145858,12.6045483,11.6837392,3.9145858,9.415342,13.2357199,15.395846,13.6386826,9.7178563,12.9375981,7.5110905,20.2899642,17.4545141,9.067355,14.4879892,12.0119772,3.9145858,3.9145858,12.8235547,15.0002285,10.3980979,14.3268672,8.3060291,3.9145858,3.9145858,13.1445847,17.3774986,8.7681036
0-19,8.2946787,8.7553526,10.7535002,10.125142,3.8940077,3.8940077,3.8940077,13.5318154,11.1530721,3.8940077,9.8413748,11.5772833,13.5326109,3.8940077,7.4169963,10.7301771,19.6975046,3.8940077,10.5305542,11.5506097,3.8940077,11.78368,13.0902141,16.1238233,15.683736,11.7133053,3.8940077,10.7074848,16.4066583,16.7477413,10.7671361,10.680359,10.263432,3.8940077,3.8940077,10.931588,16.4217688,3.8940077,11.5810625,11.4843685,7.9850807,7.5018542,13.19914,14.7155005,7.5670093
0-20,4.06387,8.9404644,4.06387,11.8991437,4.06387,4.06387,7.2646669,13.5023609,10.8243689,4.06387,11.4680923,13.5872649,10.4334972,4.06387,10.1951851,14.1648577,19.3856808,10.0338386,9.6346172,4.06387,4.06387,10.7425352,10.5645411,16.2589241,14.9176418,14.671397,4.06387,13.3590027,19.7799727,19.1481907,11.9593554,12.2790992,12.3159839,9.9812502,4.06387,11.4788277,16.5157621,4.06387,12.3573377,4.06387,8.3064961,4.06387,12.5410369,4.06387,10.5524132
0-21,9.5697027,9.0146777,8.9849495,8.981888,3.8754476,12.1456058,6.8136759,10.0931415,9.3153726,3.8754476,9.4230223,10.7796072,9.2781082,9.8476076,11.1163352,10.786591,15.8189323,12.7241489,8.2100379,9.3069217,3.8754476,11.0306063,8.9460611,14.1971329,14.0931697,10.9823639,11.4494477,10.3271321,16.7356926,15.5481112,10.120988,10.6294658,9.9400687,3.8754476,3.8754476,9.0983883,14.0289848,3.8754476,9.6274891,9.2184737,7.6318866,8.9026349,12.9174727,18.5560022,7.2908325
0-22,11.45592,12.0431761,9.8798992,11.2816176,3.8166645,11.6244392,9.3425865,12.5487609,12.0956196,3.8166645,11.4044446,3.8166645,12.7524927,3.8166645,18.2175973,12.9469302,17.8770948,3.8166645,12.5002959,14.4812717,3.8166645,14.3664756,11.0170767,16.855315,16.5005313,15.3922849,13.1238941,12.7905099,20.0855465,20.6886167,11.2254363,14.2477855,11.6771808,8.9068794,16.2229118,15.4223188,16.6438846,14.3160218,13.0045372,10.9890679,10.1910266,8.9105522,15.1472552,14.31722,9.4232051
0-23,3.9097937,9.0806544,9.060894,11.5113576,3.9097937,10.5787277,3.9097937,12.9099135,8.9626641,3.9097937,9.0260468,10.8820174,14.9299151,9.9930485,10.2238372,11.207492,18.412318,3.9097937,10.9663271,10.9035527,3.9097937,12.5011255,12.079295,19.4485853,13.6084146,11.2545885,3.9097937,9.0387818,18.8386496,15.4662136,10.6725107,10.8198976,11.5638766,3.9097937,14.5911807,10.7568777,13.8799306,9.546117,10.6608242,12.0040702,9.1734699,3.9097937,13.1463858,14.7526701,9.0939691
0-24,3.8229742,9.0796709,3.8229742,8.9914115,3.8229742,3.8229742,6.902445,9.653919,10.2336675,3.8229742,10.8703006,13.0284741,12.3297541,8.7702728,10.7041264,11.0847479,17.4387854,3.8229742,11.457442,11.1104078,3.8229742,9.8085645,12.6683385,18.7029147,19.219978,9.9789956,9.989729,10.5922198,17.6626677,17.6593746,10.579125,8.6639992,8.6638201,3.8229742,3.8229742,13.7113789,13.5869336,10.8088512,11.7894441,12.9515113,10.118415,9.8634041,13.7467309,15.7245003,7.265639
0-25,10.2834408,11.1801456,11.0201839,13.528414,3.5561449,9.6771252,3.5561449,12.9060745,12.1917686,3.5561449,10.8012188,9.6045505,13.0662936,11.6368523,15.0244993,12.6644351,19.6428846,3.5561449,13.4671051,10.878676,3.5561449,8.9959501,11.7374066,16.257439,15.2654614,15.9259492,10.1604074,8.6076964,20.0654488,18.3936124,10.6407899,10.5338319,11.2468376,9.0350435,12.1594189,13.6573961,18.387524,8.9053475,12.4185514,13.0830102,10.4418032,7.8998693,13.9815775,12.4221335,9.6523052
0-26,3.9924118,8.1031554,10.8971768,11.2754766,3.9924118,3.9924118,3.9924118,14.0597113,9.8198806,3.9924118,11.3257874,13.8265369,12.7466117,9.9114655,10.9498948,11.2837846,18.6086461,8.6251499,11.6225154,12.0020336,3.9924118,9.280127,11.4748921,16.9078337,17.0327477,13.0209577,3.9924118,11.5949592,21.9957214,17.3934719,3.9924118,10.0510691,10.0458269,3.9924118,13.6902629,11.4059121,16.3692853,3.9924118,14.3791741,8.9706958,3.9924118,3.9924118,14.7887249,18.6358314,3.9924118
0-27,8.6752379,8.8930748,12.2168278,11.0359546,9.2339445,3.8685066,3.8685066,13.5551088,9.3443463,3.8685066,11.0087768,15.8406711,12.7337229,10.3035095,7.5439296,13.0530545,19.3836788,3.8685066,11.5236999,10.5716899,3.8685066,9.5849676,11.3849187,17.7874232,14.4255546,11.7937483,12.9645838,10.9907105,16.503229,15.7818528,10.940987,12.113465,10.4134428,3.8685066,11.0095597,10.1195498,17.9577015,3.8685066,12.0903525,12.0461471,7.536336,3.8685066,12.8761002,16.4364082,8.0691361
0-28,3.6846757,10.2139699,8.9239065,11.36658,3.6846757,8.3339018,7.2758305,11.9826228,8.0843334,3.6846757,10.1043138,13.6352016,12.906662,3.6846757,10.9719769,14.5693165,14.964991,3.6846757,13.3425535,16.0467417,6.7190599,12.2684625,10.0675033,21.1075304,14.1647362,15.7325025,7.3120456,7.3337469,19.2780393,16.7593067,11.8913341,12.1798571,11.8117826,8.6549266,10.6523427,12.7896347,13.10113,6.8757847,11.80852,14.0364079,9.3847453,8.077154,14.7313344,14.5232156,8.4585606
0-29,3.9077055,9.1321562,6.2034577,9.0645798,3.9077055,8.5122186,3.9077055,10.5736007,11.5471278,3.9077055,11.0920703,10.0808082,15.1976972,3.9077055,14.3212853,11.6485457,15.4416873,3.9077055,9.6597296,11.2142826,3.9077055,10.9025773,11.2123409,21.356211,17.0778034,10.3660082,8.9930555,3.9077055,13.7503142,16.253605,12.2152503,3.9077055,10.5033967,3.9077055,3.9077055,12.1521162,12.4673122,3.9077055,10.9118696,12.8043674,8.4755529,3.9077055,12.1429404,13.885915,3.9077055
0-30,9.8986558,10.6959775,10.8703801,11.4133052,3.739881,9.2085358,3.739881,11.4960104,12.5884566,3.739881,12.0092011,3.739881,16.4695925,8.6189232,15.1863602,12.4878247,15.1089251,3.739881,15.2011847,9.9945809,3.739881,11.5720467,12.5795751,19.510833,13.8237954,9.7534431,17.0730661,3.739881,19.0553313,15.3305229,10.7709378,11.8827454,10.5828553,8.5510831,10.5062094,13.4774857,17.6522206,3.739881,11.4075697,14.6086221,10.6245937,7.1165722,13.5555511,12.5270804,10.4355157
0-31,3.9232914,9.9730258,8.5213882,7.9007683,3.9232914,3.9232914,6.3540273,10.631469,11.1110644,3.9232914,11.1895767,10.3015955,12.2868968,3.9232914,10.5928805,12.6785391,13.2295771,3.9232914,9.5038544,11.016619,3.9232914,10.7665259,3.9232914,11.4771045,13.7037222,11.1211203,10.846471,10.6502058,15.062313,16.9713646,10.5993101,3.9232914,10.1929014,9.4832956,3.9232914,13.0866031,14.0221328,11.9100967,11.2915391,11.940649,9.2208149,8.9807305,14.2466286,16.325974,7.9987889
0-32,10.5120321,9.5334096,9.6320954,11.4529199,3.6229971,9.2231584,7.022525,10.9466445,11.0000201,7.8135074,10.2860056,11.0223348,12.5101322,3.6229971,12.0243122,12.9753024,16.6460092,3.6229971,11.7548667,12.1894684,3.6229971,10.7555243,11.330799,17.9427008,16.7242627,10.5483099,10.0182213,8.2860214,15.2659263,16.2343631,12.1573272,8.9767866,9.9840225,9.4836048,7.8843326,13.232971,15.7950275,12.4041117,12.0125983,11.8356118,8.9582518,9.5099392,13.3849128,13.3324095,7.5245491
0-33,11.3404271,6.7651822,4.0611112,11.2015749,4.0611112,10.9289512,7.0659616,13.0482404,9.5686599,4.0611112,10.1223749,13.666599,10.5521326,4.0611112,10.6770333,9.9249238,18.2469263,4.0611112,9.0112317,4.0611112,4.0611112,13.6563448,4.0611112,14.9566867,12.1810593,11.8077909,4.0611112,4.0611112,13.1208932,15.1097986,10.6880213,12.0214878,10.486423,4.0611112,4.0611112,10.4084433,16.3261845,12.3029713,11.6797173,9.6196261,9.328992,8.5005788,11.5219373,11.5123565,9.1160553
0-34,8.5860743,8.4489956,9.7994061,12.0143081,8.5411864,10.7030959,6.4103132,11.8681786,8.9511263,3.6902689,9.857004,10.2572167,11.4786474,8.6567655,13.7713688,11.7807043,16.276311,7.5195886,11.3783689,3.6902689,3.6902689,12.9148964,12.6916067,16.120614,13.9311394,11.225,14.0443424,9.4515,15.4094709,16.9259101,10.2195489,11.0280911,10.7225185,8.7184545,9.6546625,12.7966411,15.2185205,10.034224,12.6610707,12.3371101,8.4382286,10.414653,13.0647423,13.1725657,7.6615525
0-35,3.9573112,9.1463036,8.7583685,8.0358419,3.9573112,10.4529028,8.463372,12.1412238,10.2489035,3.9573112,8.7730593,12.361738,14.3139388,3.9573112,3.9573112,11.7414487,20.6228237,3.9573112,10.0715915,12.3597499,3.9573112,12.5766098,10.9553793,19.5018307,14.4426656,11.9758715,3.9573112,9.1114885,13.9375285,21.8758578,12.9983699,9.9241931,9.5272611,3.9573112,16.5873855,13.2799591,15.9633861,13.3866649,11.9479853,3.9573112,7.8941983,8.083056,13.0952097,12.96754,7.8642969
0-36,11.8308691,9.1432278,10.1705548,12.4938132,3.8562671,3.8562671,3.8562671,12.0481583,15.3169956,3.8562671,12.1082531,9.1003366,15.1237647,13.3327529,13.9333011,14.5440263,18.0991988,3.8562671,11.2787399,12.0988351,3.8562671,12.0603518,12.2331491,15.6556321,17.6511869,9.2062235,13.4366185,10.4477507,21.2726456,16.6915373,11.2950494,13.4255152,10.2130687,3.8562671,3.8562671,13.3360964,15.3795797,13.5223668,12.1911297,14.5357337,9.4222924,8.9663627,13.0967608,11.3041265,8.8621671
0-37,10.5794867,10.7683471,10.0144535,12.9864072,3.6421121,3.6421121,3.6421121,12.2026637,12.0828541,3.6421121,9.9553534,3.6421121,15.80396,9.2488511,12.2766231,12.4447917,17.7624447,3.6421121,13.6766499,13.0513557,6.8587504,12.5353717,10.5442948,18.8559016,16.7351787,11.1623829,14.2302452,8.7766866,18.4699157,17.6397711,11.6492874,9.6144075,11.1181597,3.6421121,16.1748433,13.0259323,17.0598086,9.9552542,12.3499287,11.8579748,10.5091138,9.4824615,14.4892792,13.0678395,10.4305584
0-38,3.9965571,9.9004156,9.860058,9.8744789,3.9965571,3.9965571,5.5836513,11.3326517,13.7453354,3.9965571,12.6012011,12.5671663,14.8045972,3.9965571,13.066124,14.6112753,17.0283248,3.9965571,10.6730912,10.2897203,3.9965571,9.6617014,3.9965571,20.246253,16.244996,8.9092984,11.0617718,9.3255321,13.2348966,14.2820305,13.4341133,8.7615177,10.6026375,9.324224,3.9965571,14.8089971,15.7292623,3.9965571,12.0476692,11.2169525,8.6149108,3.9965571,15.2402592,20.2196712,8.2125605
0-39,3.8682133,9.3760887,10.5541322,9.6755301,3.8682133,3.8682133,3.8682133,10.9712729,10.4466489,3.8682133,11.2765664,11.3804136,13.9599899,3.8682133,10.8436336,12.9553614,18.8314188,3.8682133,12.1416722,10.1895618,3.8682133,3.8682133,3.8682133,22.4868705,17.3577875,9.1415387,10.0388651,10.9468824,16.2804532,16.47396,10.4622752,8.2142214,8.4695387,9.8177005,13.0664867,14.4847967,13.1121751,3.8682133,14.4773379,12.8441854,9.778171,3.8682133,13.0242164,15.308577,3.8682133
0-40,3.7280782,10.2066572,10.3055816,10.7962342,3.7280782,3.7280782,3.7280782,10.4123506,9.7054501,3.7280782,9.2735948,11.5717018,11.3423221,3.7280782,3.7280782,11.3599715,15.5089419,3.7280782,12.0929756,3.7280782,3.7280782,10.9091761,13.4729162,15.7379183,19.0035858,10.1451295,10.2989218,3.7280782,16.9521278,15.3808012,11.7970597,9.5423632,10.1585903,3.7280782,3.7280782,13.5207061,14.4960598,10.9229079,11.0016755,10.636339,10.0515535,9.8745002,13.2118531,13.3895509,3.7280782
0-41,3.7199656,10.2958477,10.0563738,12.7149218,3.7199656,3.7199656,3.7199656,11.8765599,9.0402748,3.7199656,9.3357609,9.5181101,11.8124006,3.7199656,11.9661354,14.8990416,14.6835202,3.7199656,14.7051431,9.6677606,7.8880632,10.0363065,13.3662015,19.3940304,14.590915,13.0188743,11.0079171,8.935208,16.494212,16.9013375,11.7778068,11.0165027,11.2729653,3.7199656,10.3725079,13.6338115,13.2732449,12.2733143,11.9707024,12.2488598,10.1647134,8.4607763,14.1546715,14.9850281,3.7199656
0-42,4.0673445,9.2550786,9.9420921,9.774506,4.0673445,9.637902,4.0673445,12.0515676,10.4835063,4.0673445,11.2159307,12.4486147,17.1002946,4.0673445,4.0673445,13.1277242,16.9708119,4.0673445,9.7825156,4.0673445,4.0673445,9.8898156,4.0673445,14.8304533,15.9020942,11.3701543,4.0673445,4.0673445,12.8958056,13.4639511,4.0673445,4.0673445,10.8200528,4.0673445,14.1402137,11.1525175,16.4078542,4.0673445,10.6054401,10.5522669,8.2063546,4.0673445,13.8596768,19.0867424,4.0673445
0-43,4.1136063,8.5851587,11.048301,10.212819,4.1136063,4.1136063,4.1136063,13.9118266,10.5854044,4.1136063,11.7626972,4.1136063,14.3838692,11.9418522,15.6738621,14.4503047,21.9763758,4.1136063,9.4008617,4.1136063,4.1136063,10.5224498,10.9333692,16.4287343,14.3345883,13.1486832,8.8843467,4.1136063,17.5414728,18.9832602,15.6445414,12.8773023,10.1532532,11.2192362,13.7140353,11.3935256,13.1541277,4.1136063,14.0791338,4.1136063,4.1136063,9.0365705,12.9284027,16.4530083,4.1136063
0-44,9.8037188,8.6651782,8.2890048,10.377843,3.7842923,3.7842923,6.5678383,10.9141765,10.6610366,7.4964042,9.9640143,3.7842923,13.0218726,3.7842923,11.0565461,13.745383,19.2268898,3.7842923,10.6051886,12.019849,3.7842923,11.4278594,9.4127547,18.5538311,16.5408269,8.721499,12.4411633,7.002314,16.6080498,16.7206409,10.3798911,9.0701319,11.0382942,8.9264769,10.5398746,13.4553422,15.0471162,3.7842923,11.1743177,12.1832486,8.7698478,8.0441889,13.1361589,13.0254427,3.7842923
0-45,10.8805951,10.4009543,7.9284405,12.4560648,3.5848956,3.5848956,8.9512597,12.0031553,9.8608764,6.3592188,10.9653246,9.3110827,10.7229227,8.6690088,17.5557245,17.3268727,20.2743931,13.9723136,10.7183759,13.951974,8.2963576,13.7347178,10.9685173,17.6147038,15.0067642,13.3415532,12.1277041,8.9492003,16.679133,17.2971824,12.4357954,14.3901591,11.5493947,9.8167918,11.8858943,15.6698945,16.7502922,11.3868955,14.6223162,11.8360837,9.3547763,8.9857746,14.0711606,12.7249267,9.4511318
0-46,4.1089365,7.7252787,10.2700846,9.7844179,4.1089365,4.1089365,7.0446113,11.4838989,4.1089365,4.1089365,4.1089365,8.4850707,13.3112622,4.1089365,4.1089365,12.5936027,14.2649167,4.1089365,9.0552958,4.1089365,4.1089365,4.1089365,11.2053018,16.1208605,11.8215829,12.4371536,4.1089365,11.7475186,17.8992465,13.3336779,14.0888181,4.1089365,7.2660942,4.1089365,4.1089365,10.6362408,14.9597708,4.1089365,8.8093904,8.0324065,8.6011444,8.0665647,12.174721,4.1089365,4.1089365
0-47,9.3954337,9.7748949,6.6164221,11.7313035,3.8411113,3.8411113,6.8104839,10.4397688,11.4289785,7.546375,12.2248614,13.1777648,14.0572697,3.8411113,13.2563628,12.4428347,17.6757115,3.8411113,9.868946,12.1777369,3.8411113,10.6389535,10.9196081,18.1835122,14.4560328,9.0414532,10.7500479,3.8411113,14.9562593,17.4750539,11.2199839,9.4649875,9.9152812,3.8411113,9.3554079,13.4833869,16.3348144,10.8712578,12.2593991,11.8470633,9.3155762,8.7331078,11.932817,13.6348977,5.8755972
0-48,4.0477981,9.1803738,10.3145013,10.7085182,4.0477981,4.0477981,5.7010105,10.321604,13.0190125,11.1689451,11.6000701,12.3431924,10.3034638,4.0477981,15.4745098,13.7633581,21.1331456,4.0477981,8.995702,4.0477981,4.0477981,13.0772494,4.0477981,21.31467,21.7938678,9.3946072,4.0477981,9.7522529,12.6836988,16.5755087,14.0302802,11.3067103,9.9812786,12.3060827,21.2037962,15.2491406,19.9317656,4.0477981,11.7722699,13.8164383,9.9060103,10.4965504,13.1776087,4.0477981,9.5752033
0-49,8.2822966,10.1797073,9.9586586,11.125402,3.7557126,3.7557126,8.1998706,11.7312372,9.834228,3.7557126,10.9701726,11.448104,14.4459735,6.453802,8.2896435,12.9990369,14.9053594,3.7557126,10.2276537,13.7272295,7.3746192,11.9549938,11.8269093,18.6717203,12.9516249,11.6547131,11.8419297,6.5158163,14.7992745,14.7591892,10.8066835,11.4892297,9.974494,3.7557126,9.8944773,11.8986563,14.037823,11.670342,11.6260762,14.0857639,9.1962563,7.3278544,10.9622896,12.9652415,8.1119661
0-50,10.068274,10.7961918,9.7673234,9.9320742,3.677479,3.677479,7.4370489,9.9047936,9.9515567,3.677479,10.8367879,11.815976,12.6726235,6.8664081,8.4388583,13.3671565,16.3307325,3.677479,10.5688888,10.0438473,7.0832701,11.8262634,10.778139,19.3631115,14.0566355,12.306814,7.7530611,10.4195018,14.8005782,14.1000444,10.5300918,9.8826426,10.1115215,3.677479,3.677479,13.4995715,14.6682978,5.8276026,11.2442403,13.4629978,7.9410301,8.354383,12.7069367,14.6886087,10.0613988
0-51,4.1017459,8.3098401,4.1017459,11.4679482,4.1017459,4.1017459,4.1017459,10.0333039,11.1587269,4.1017459,9.1450695,10.9886062,11.5312007,4.1017459,14.1376465,12.5356255,17.1866213,4.1017459,10.8117437,11.7169164,4.1017459,11.2300829,4.1017459,19.6510138,18.3575353,10.6914721,4.1017459,10.4239222,18.1306672,20.8280839,8.7314998,10.1607458,10.176798,4.1017459,4.1017459,15.0006388,15.8651374,5.6493873,12.8652028,14.8397884,7.9132617,10.1557894,13.9722614,14.4112022,8.2974301
