,Etv5,Slc7a7,Col18a1,Upp1,Nanog,Htra1,Tdgf1,Klf4,Sox2,Bbs2,Cds1,Sgce,1190005I06Rik,Sparc,Sdc4,1700019D03Rik,Acot9,Ifitm2,Klf5,Aldh7a1,Esrrb,Dnmt3a,Tfb1m,Spry4,Nptx2,Fgf4,Akap12,Pigl,Sqle,Basp1,Cidea,Klf2,Tspan17,Cdca7,Dnmt3b,Fgfbp1,Ifitm3,Otx2,Tcf7,Asrgl1,Cth,Tcl1,F2rl1,Cldn4,Rbm14,Fpgs,Klf9,Mycn,Rtel1,Slc2a3,Msrb2,Stat3,Ifitm1,Pim2,Schip1,Tdh,Nodal,Fgf15,Ddit4,Morc1,Socs3,Rest,Phc1,Hexa,Galk1,Rcor2,Car13,Pim1,Bad,Klf6,Nr5a2,Fxyd6,Id3,Stoml1,Slc7a3,Egfl6,Spry2,Zfp64,Sall4,Rab12,Thumpd3,Gbx2,Pou5f1,Nes,Lefty2,Zfp7,Pla2g10,Trp53,Zap70,Gldc,Kcnk1,Stra8,Myc,Cdc42ep4,Nefl,B3gnt7
cell_510,4,0,2,2,5,7,9,3,9,3,1,0,1,3,1,0,1,4,9,2,15,4,0,1,1,3,2,0,2,5,0,4,2,1,5,1,0,2,1,3,3,0,0,0,1,4,1,1,1,9,1,1,2,0,0,15,0,2,1,2,9,2,7,1,1,6,1,2,2,3,0,2,0,0,1,2,2,2,6,1,2,0,20,3,1,0,0,0,0,2,1,0,1,1,1,2
cell_511,6,2,2,2,10,4,7,5,4,2,2,0,0,14,4,0,0,3,8,1,8,5,1,0,1,3,6,0,0,2,1,2,1,5,5,0,0,5,2,1,0,2,2,1,1,2,0,2,2,11,0,1,0,3,2,12,1,2,0,0,2,3,2,4,1,5,1,0,0,4,0,3,2,1,1,0,3,0,8,2,1,1,25,1,1,2,0,2,0,2,0,0,3,3,0,3
cell_512,12,0,3,4,9,9,7,0,14,1,1,0,0,6,2,0,0,2,4,0,4,1,0,4,0,1,2,0,2,1,0,3,0,5,3,2,0,0,1,2,1,1,3,1,0,4,3,1,1,11,1,2,3,3,0,11,0,1,0,3,2,3,2,0,0,3,1,1,1,1,1,0,0,0,2,1,2,0,0,1,1,2,31,1,1,1,0,3,0,0,1,0,3,0,1,0
cell_513,2,2,1,1,3,3,8,4,3,0,2,1,0,1,1,2,1,1,3,0,1,1,0,0,0,1,7,0,1,2,0,2,1,0,1,1,0,0,1,0,3,0,1,1,2,0,2,1,2,7,0,2,0,0,1,13,2,0,1,1,3,5,5,0,1,0,0,0,0,0,0,0,2,2,1,1,1,1,3,1,1,0,10,0,0,1,0,1,0,4,0,0,0,0,1,1
cell_514,4,1,4,1,2,3,3,9,6,0,1,3,1,7,0,1,0,4,11,2,9,4,0,5,0,6,0,0,2,2,2,5,0,4,1,0,1,1,2,2,3,2,2,0,2,1,5,3,2,11,1,0,3,3,2,15,1,2,0,2,5,3,2,3,0,6,1,0,1,4,2,8,0,1,2,0,2,1,6,0,0,2,32,3,1,0,1,1,1,3,0,1,1,3,5,1
cell_515,7,2,4,0,7,2,3,9,12,0,2,0,0,9,2,2,2,1,12,4,7,2,0,8,0,2,3,0,6,1,1,3,1,1,7,0,0,0,1,0,5,0,1,0,1,2,1,6,1,12,0,2,2,1,2,26,1,1,0,2,5,2,3,1,1,6,2,4,0,3,3,0,3,2,0,0,3,0,2,1,3,1,25,1,0,0,3,1,3,1,0,1,2,0,0,1
cell_516,8,5,2,1,8,0,2,0,10,3,1,0,0,2,7,1,1,6,3,0,4,1,1,9,0,2,6,2,4,0,1,3,0,6,14,0,4,0,1,2,1,2,4,1,1,4,2,5,4,10,0,0,1,0,2,10,1,2,3,0,4,2,6,4,2,3,1,1,0,3,2,2,9,1,0,0,2,0,6,0,0,3,28,4,0,0,1,2,1,2,0,1,3,3,2,3
cell_517,4,0,0,7,3,0,5,5,2,0,2,0,0,3,3,1,2,1,6,0,7,1,1,4,0,2,4,2,1,0,0,4,2,0,1,0,0,1,1,0,0,1,1,0,0,2,2,1,0,3,1,0,1,0,0,12,1,0,0,0,3,2,1,0,0,1,0,1,0,3,1,1,0,2,2,1,1,0,1,0,0,3,15,1,0,2,1,0,0,3,0,2,3,1,0,2
cell_518,3,2,4,17,4,4,12,2,9,2,0,0,0,12,1,1,0,6,14,0,8,2,2,2,0,0,2,1,1,2,0,0,0,1,3,2,2,0,1,0,1,0,3,1,3,0,1,0,0,33,1,0,4,2,1,20,2,1,0,1,9,1,1,5,3,6,1,0,3,1,0,3,2,0,1,0,2,0,5,2,0,1,23,1,0,0,0,1,1,1,0,0,3,1,0,0
cell_519,1,1,2,1,2,3,12,1,5,3,2,1,2,5,1,1,1,4,4,0,6,1,0,1,0,2,5,0,0,0,1,0,1,4,8,0,4,3,0,1,1,5,0,1,2,0,0,1,2,7,0,1,1,2,1,13,0,0,1,2,2,1,3,1,0,4,0,0,1,2,0,0,1,0,1,1,2,1,2,0,0,7,28,2,0,2,0,3,0,1,1,2,1,1,0,2
cell_520,1,3,0,1,0,3,3,0,2,0,0,1,0,8,2,0,0,0,1,0,1,0,0,2,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2,0,0,2,0,0,6,1,0,0,0,4,0,2,0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,12,0,0,0,0,1,0,1,1,0,0,2,0,0
cell_521,6,0,4,0,6,3,4,5,8,4,1,0,0,5,10,1,1,3,7,0,7,4,0,1,2,1,2,1,2,1,0,0,0,1,10,4,1,1,1,1,1,2,2,0,6,3,0,0,2,12,0,0,3,1,0,21,1,0,1,7,4,2,4,2,0,2,1,0,0,1,3,0,0,0,4,0,0,0,0,2,0,1,20,2,2,2,0,4,2,2,0,1,3,2,0,1
cell_522,1,1,1,3,1,1,3,4,7,1,0,0,2,2,2,1,1,1,12,2,5,0,1,0,1,0,2,0,2,4,2,1,2,0,4,2,1,0,1,0,2,0,4,4,0,1,1,0,0,4,2,0,0,0,1,7,3,1,0,0,0,1,1,0,0,1,1,1,2,2,2,1,0,0,0,0,1,4,1,0,1,0,23,1,2,2,1,1,0,1,0,0,0,0,1,1
cell_523,3,2,2,1,5,2,17,9,13,4,2,1,0,4,1,1,0,3,11,1,14,7,2,1,1,2,4,2,4,2,1,22,0,1,4,4,0,0,2,0,3,1,3,1,0,0,2,2,2,9,2,5,1,2,1,39,2,4,0,4,7,2,12,1,1,2,0,0,1,1,3,0,3,0,1,2,0,0,2,4,0,2,36,0,0,0,0,3,0,4,0,0,0,1,0,5
cell_524,4,0,3,2,1,0,7,3,6,0,0,1,0,6,5,1,2,3,6,1,3,2,4,2,0,0,2,3,0,0,0,5,0,8,6,1,0,0,0,1,2,0,1,1,0,4,0,2,0,8,0,1,0,1,0,5,0,0,0,0,2,2,6,0,2,0,2,0,1,4,0,1,1,0,1,0,0,3,1,1,0,2,18,0,0,2,2,6,0,3,0,1,3,6,0,4
cell_525,2,3,4,0,3,3,2,3,8,1,0,0,1,7,2,2,0,3,7,2,4,1,2,1,2,4,4,0,0,2,3,1,0,1,2,1,1,2,3,3,1,2,2,2,0,3,0,2,0,3,0,2,0,0,1,12,1,0,0,0,4,0,3,3,0,1,1,0,0,0,3,0,0,0,3,4,1,1,3,1,0,0,23,0,0,1,1,1,0,0,1,0,2,1,0,3
cell_526,2,0,2,0,5,0,7,3,3,1,0,1,0,2,1,0,1,2,9,1,8,1,1,1,0,3,3,0,0,0,1,6,0,1,0,1,1,0,0,0,2,0,0,0,1,2,0,0,1,5,0,1,2,1,0,4,4,0,3,0,3,1,2,0,1,4,0,0,1,1,3,0,0,1,2,0,1,1,7,0,0,1,21,2,0,0,1,0,0,2,1,1,1,1,0,1
cell_527,5,1,3,7,2,5,3,4,7,1,3,0,0,7,3,1,0,2,7,3,1,1,0,4,0,1,7,0,0,1,1,3,1,3,8,3,0,3,4,0,2,4,6,1,5,1,1,1,4,23,1,2,2,2,0,6,2,1,4,3,7,4,1,0,0,1,1,3,0,5,2,2,2,4,2,0,3,0,8,1,2,2,38,5,0,2,2,4,0,3,1,0,1,1,0,3
cell_528,1,1,5,4,0,1,4,8,7,0,0,1,1,8,2,0,3,0,10,3,6,3,4,3,1,1,4,1,0,4,0,5,0,1,5,0,0,0,0,3,3,1,1,1,0,2,4,1,0,7,2,1,5,0,1,22,2,0,1,2,1,0,3,2,0,2,0,2,0,2,4,0,0,1,1,0,0,1,2,1,0,7,36,1,1,0,2,2,1,0,0,1,3,4,0,3
cell_529,4,4,3,3,5,3,11,0,4,0,0,0,2,1,3,1,0,4,1,0,5,2,0,1,1,0,3,1,0,0,1,4,0,2,1,2,0,2,2,0,2,3,2,0,2,0,1,1,1,5,1,5,5,0,1,10,1,0,0,0,2,1,3,0,1,2,2,0,1,2,2,0,0,1,0,1,1,0,7,2,3,2,10,0,0,0,1,0,0,0,1,0,3,0,1,4
cell_530,2,0,0,5,4,1,3,5,1,1,0,1,1,1,1,1,1,4,1,1,11,2,2,1,0,3,1,0,1,2,0,3,0,0,3,0,1,2,2,0,1,5,1,0,0,1,0,0,1,1,1,1,2,1,0,16,0,0,0,0,2,1,5,2,0,2,0,0,0,0,3,0,5,0,1,0,0,0,3,0,0,2,10,0,0,2,1,3,0,0,1,0,1,1,0,1
cell_531,3,0,1,3,2,0,7,1,2,0,1,0,2,5,0,0,0,1,2,1,5,4,0,2,0,1,5,1,4,0,1,4,1,4,2,0,0,0,2,0,4,1,2,2,2,0,1,0,2,6,1,1,0,0,0,5,0,0,3,1,3,5,2,0,0,1,0,0,1,2,0,1,0,3,4,0,2,0,9,4,1,1,5,0,0,1,1,1,0,5,0,0,4,2,0,0
cell_532,3,0,4,3,1,1,8,1,6,0,0,0,0,3,1,0,2,0,2,3,7,0,0,2,2,0,5,0,0,1,1,3,1,2,0,1,1,0,0,2,0,1,0,0,0,0,3,0,0,5,0,1,0,0,0,9,0,0,0,0,5,0,3,1,0,0,0,1,0,3,1,1,0,2,0,0,1,0,3,1,0,0,17,1,0,0,2,1,0,0,1,0,2,1,2,0
cell_533,4,1,4,4,3,3,5,1,13,4,2,2,0,3,1,2,1,0,2,1,0,1,1,1,0,3,4,2,2,3,0,8,1,10,4,1,0,1,1,1,3,0,1,1,1,2,2,3,3,7,1,6,2,2,0,10,2,2,1,3,4,1,1,1,1,2,1,0,0,5,2,0,0,1,4,2,1,0,5,1,0,2,13,1,1,0,0,5,1,2,1,1,1,0,1,2
cell_534,2,0,0,1,4,1,11,2,1,1,1,0,0,6,1,0,0,1,5,0,6,0,1,1,1,2,2,0,0,0,1,2,2,2,1,0,1,0,0,1,1,2,1,1,0,1,3,1,1,6,0,0,1,0,1,9,2,0,3,1,4,6,4,0,0,2,0,0,2,2,0,1,0,0,4,2,2,0,5,2,1,1,12,1,2,1,1,5,0,1,1,0,1,0,2,1
cell_535,2,2,0,1,5,4,5,0,7,0,0,1,0,5,0,3,0,4,10,0,9,3,2,0,1,2,4,0,2,0,0,0,1,2,2,0,0,0,0,0,1,3,0,2,5,3,0,1,1,3,1,0,0,1,2,15,1,0,4,1,4,0,7,2,0,4,0,0,0,0,2,0,4,0,0,2,2,2,2,2,0,6,28,0,0,1,1,1,1,1,0,1,0,1,0,2
cell_536,1,4,0,0,8,1,1,8,1,2,1,0,0,0,0,0,0,3,7,4,4,1,2,0,0,1,4,0,3,0,0,0,0,2,7,1,1,1,1,2,2,0,0,0,6,2,3,2,0,2,1,1,4,1,0,19,0,1,1,0,4,2,2,0,1,3,1,0,0,2,1,1,2,1,0,0,1,2,2,1,0,0,18,0,0,0,1,0,1,2,0,1,1,3,0,2
cell_537,6,1,1,0,3,5,5,1,3,3,4,2,1,3,1,1,0,0,3,1,6,0,0,1,1,0,3,1,1,1,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,6,0,1,1,1,0,13,4,1,1,0,0,5,6,1,0,3,0,0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,15,3,1,0,1,0,0,6,1,0,1,2,0,0
cell_538,5,0,1,2,2,0,6,6,9,1,0,0,0,4,1,1,0,2,0,0,10,3,0,4,1,3,2,0,0,2,0,4,0,0,3,1,0,0,0,1,1,1,0,1,2,0,1,3,0,11,0,1,0,1,1,12,0,2,3,3,5,3,1,0,0,0,1,1,0,1,2,1,6,0,0,2,2,0,10,1,0,0,17,0,0,1,1,1,0,3,1,1,1,1,0,2
cell_539,0,0,1,1,1,3,0,3,5,0,0,0,0,9,1,1,0,0,2,3,0,0,2,1,0,0,2,0,1,1,0,0,0,2,3,1,0,0,1,0,0,1,3,2,0,0,2,1,2,10,1,3,1,1,0,6,0,0,4,1,1,1,4,0,1,1,1,1,1,0,2,0,0,1,0,1,1,0,4,0,0,0,2,1,0,1,0,7,0,1,0,0,0,0,0,0
cell_540,1,1,1,3,1,3,2,1,3,1,2,1,1,5,2,1,0,1,4,2,4,3,0,4,1,0,5,0,4,1,1,2,1,0,4,0,0,2,1,0,1,1,1,0,1,0,1,0,1,7,0,1,2,1,0,11,2,0,1,1,2,1,0,0,0,4,0,0,0,2,2,1,2,1,7,1,1,0,1,0,1,0,13,3,1,0,0,4,2,0,1,0,2,0,0,0
cell_541,8,0,0,3,2,2,7,1,3,3,0,1,1,12,2,2,2,6,8,0,2,5,0,1,1,4,4,1,0,0,0,1,1,1,2,1,0,0,0,1,1,0,0,0,2,6,2,2,1,6,1,1,1,0,1,11,1,0,0,1,4,2,1,0,2,1,3,0,0,1,3,1,1,2,5,1,1,1,4,0,2,1,10,1,0,0,1,2,2,2,0,3,1,2,1,2
cell_542,3,0,1,1,3,2,5,2,10,1,0,0,0,10,1,0,0,4,5,2,6,3,0,2,3,3,7,1,1,3,0,5,0,1,2,1,2,0,0,0,1,1,2,1,2,1,0,1,2,14,1,2,1,0,0,24,2,0,1,0,2,1,13,1,1,1,0,0,0,0,1,0,0,0,1,2,0,0,5,0,0,1,16,0,1,0,3,2,0,1,0,0,3,1,0,0
cell_543,8,2,0,5,11,3,22,12,9,5,1,1,0,17,6,3,1,3,10,3,10,1,0,8,0,4,7,0,0,4,2,1,0,5,1,3,2,2,1,4,1,1,2,1,1,1,4,0,1,5,0,3,2,0,1,18,2,0,1,1,9,4,10,2,2,2,9,1,3,1,0,0,1,2,3,1,2,6,9,1,0,3,23,1,0,1,4,8,0,0,0,0,1,2,0,6
cell_544,3,2,5,0,0,3,10,0,1,1,1,1,0,3,0,0,1,0,2,2,0,1,0,1,1,4,2,0,1,1,0,2,1,1,4,0,0,1,2,1,0,1,0,1,1,3,1,1,1,5,0,0,0,0,0,2,1,1,7,0,2,1,0,0,0,0,2,0,1,2,1,2,0,0,0,0,4,0,2,1,0,2,4,2,0,1,0,1,0,3,1,1,0,1,0,3
cell_545,2,0,0,0,2,0,0,1,4,1,1,0,0,2,0,0,0,0,4,0,6,0,1,2,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,6,0,1,1,0,0,2,3,0,2,1,0,1,4,0,1,0,0,5,0,0,1,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_546,2,3,3,1,9,2,18,4,6,0,1,0,0,3,2,0,3,5,2,1,1,3,0,3,0,7,2,2,2,1,0,7,1,0,1,0,1,0,1,1,0,3,5,3,4,2,0,5,4,8,0,5,1,3,0,7,7,2,0,1,7,1,5,0,1,1,3,2,0,2,3,1,0,6,0,0,0,0,2,2,2,1,16,1,0,3,1,3,1,6,0,0,2,2,1,5
cell_547,1,0,0,2,0,0,6,1,2,0,1,0,0,0,1,0,0,2,3,3,4,3,0,2,1,1,0,0,0,1,0,1,1,1,3,0,1,0,1,0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,5,1,0,0,0,3,1,2,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,12,0,0,0,1,0,0,0,0,0,3,1,0,0
cell_548,4,3,1,1,2,0,2,5,6,0,0,0,1,4,1,0,0,1,3,0,4,0,0,1,1,1,1,0,0,2,0,6,0,1,4,2,1,0,0,1,0,2,0,1,1,2,2,1,2,2,2,1,0,0,0,9,1,0,1,0,2,2,9,0,0,0,0,3,0,1,0,1,1,2,0,1,2,0,2,0,0,0,11,5,3,1,0,1,1,0,1,1,2,0,0,0
cell_549,5,4,3,2,2,1,8,1,9,1,0,1,0,8,1,0,3,3,2,1,4,5,1,2,3,1,6,1,3,1,1,3,0,2,2,0,0,0,2,1,1,0,1,1,2,3,3,0,2,1,1,0,0,1,1,15,2,1,1,1,2,1,0,0,1,1,0,0,1,2,2,0,1,0,1,1,0,1,1,1,1,2,17,0,0,0,1,4,0,0,0,3,4,0,0,0
cell_550,6,2,2,2,2,0,2,1,9,0,0,1,1,1,1,1,0,1,2,1,9,0,0,0,0,1,3,0,0,2,2,3,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1,1,1,0,13,0,0,0,0,2,0,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,8,0,0,0,0,0,0,0,0,0,1,3,1,4
cell_551,9,4,3,2,5,0,13,6,8,1,3,1,0,12,1,3,6,4,0,2,4,5,1,1,0,0,6,3,1,5,3,6,0,6,6,1,2,4,2,2,4,1,11,4,2,2,5,5,0,5,0,3,5,6,0,11,2,0,4,0,0,2,15,1,1,9,2,0,3,3,1,4,1,1,2,2,2,2,4,2,2,2,41,3,0,2,2,1,1,2,2,1,7,5,2,6
cell_552,0,2,0,2,3,2,0,3,4,3,0,1,0,1,1,0,0,0,5,1,4,3,2,0,0,2,1,0,0,0,2,0,0,3,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,4,1,2,0,2,0,5,1,1,0,1,1,1,1,0,1,2,1,1,0,1,0,0,0,4,2,1,0,0,3,0,0,1,14,0,0,1,0,2,0,1,0,0,1,0,1,1
cell_553,4,2,3,2,2,0,8,6,5,1,1,0,0,3,1,1,0,2,6,1,9,3,2,3,1,0,7,2,0,6,1,3,0,2,6,0,0,3,0,2,2,0,3,0,2,1,0,2,0,9,0,1,2,0,1,13,2,0,1,1,0,2,12,4,0,1,2,3,6,1,4,0,4,1,1,2,0,2,1,2,1,1,24,0,2,0,0,4,0,5,0,0,1,2,0,4
cell_554,3,0,3,2,1,2,5,1,0,0,2,0,1,1,0,1,0,2,3,1,0,0,0,0,0,2,0,1,3,0,1,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,6,1,1,1,0,0,3,1,1,0,0,0,1,4,0,6,0,0,2,1,2,0,0,0,0,0,1,1,0,3,4,0,0,17,0,0,0,1,0,0,1,1,0,0,1,1,1
cell_555,2,1,0,0,1,5,2,0,4,2,0,0,1,5,1,1,0,1,3,0,2,4,0,1,1,0,2,0,1,1,0,3,3,1,5,1,0,2,0,1,0,3,1,1,3,1,2,1,2,5,0,0,1,0,1,6,0,0,2,1,0,0,4,0,1,1,0,0,1,2,0,1,2,2,0,0,2,0,2,0,0,1,17,2,0,0,0,0,0,3,1,0,1,0,0,1
cell_556,1,2,4,0,6,0,3,3,3,0,0,0,0,2,0,0,0,2,1,5,6,1,0,1,3,4,2,0,1,1,2,5,0,2,5,1,3,0,2,0,0,0,3,0,2,0,3,5,2,4,0,1,4,2,1,6,2,1,2,1,1,3,3,1,4,8,1,0,0,2,3,1,2,1,3,0,1,1,5,0,2,0,18,0,0,0,0,4,0,2,0,0,0,2,0,0
cell_557,0,1,8,2,1,4,6,0,1,0,1,0,0,0,2,0,0,1,2,2,0,0,1,0,0,2,2,0,0,0,0,0,0,4,6,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,5,2,0,0,0,3,1,2,0,2,2,0,3,0,2,1,1,0,1,1,1,3,2,0,0,0,0,20,1,0,1,0,3,0,1,0,1,0,0,0,0
cell_558,2,2,2,3,3,3,5,4,9,3,2,0,0,4,1,0,0,4,1,2,7,2,0,1,1,1,3,2,1,1,0,8,0,4,3,2,1,1,1,0,1,3,1,0,0,2,0,1,3,12,0,0,4,1,1,7,0,0,0,3,2,3,7,0,0,2,3,0,0,4,4,0,0,1,0,0,2,1,6,2,0,3,35,1,0,3,0,0,0,2,0,0,5,0,0,3
cell_559,2,0,6,2,2,5,9,5,3,0,0,1,1,7,2,2,3,4,5,2,8,5,3,2,1,1,4,2,1,4,0,1,0,4,5,0,3,3,2,2,1,2,2,0,1,3,1,3,0,4,0,0,1,1,1,29,2,0,1,1,1,0,7,0,0,1,0,1,2,1,1,3,0,1,4,0,1,3,3,1,1,0,16,1,0,1,0,1,1,0,1,0,3,2,1,2
cell_560,4,1,1,0,9,0,5,8,9,1,0,0,0,6,1,0,0,1,8,0,4,0,2,2,0,2,3,0,1,4,0,0,0,1,3,0,1,1,1,0,0,0,1,0,3,1,2,2,2,11,1,1,3,1,0,31,4,0,2,0,7,2,5,0,4,2,0,2,0,1,0,1,1,2,2,3,2,1,3,1,1,0,15,0,0,0,0,3,0,1,2,2,1,1,1,0
cell_561,9,2,0,4,2,1,5,3,3,2,1,1,1,11,3,0,2,0,6,4,0,1,0,0,0,2,3,2,1,3,1,0,2,2,6,0,1,2,2,1,0,0,1,1,0,0,2,1,0,8,3,0,0,1,0,20,2,0,1,0,3,1,10,1,1,2,0,3,0,4,4,0,1,0,1,2,2,3,1,0,2,2,15,1,0,1,1,1,2,6,0,1,0,2,3,6
cell_562,0,0,1,1,2,0,1,2,8,2,0,0,1,0,0,1,0,0,0,0,3,1,0,1,1,3,1,1,0,1,0,4,1,2,2,0,0,0,0,0,2,1,4,0,1,1,2,0,0,3,1,1,0,4,0,7,1,0,0,0,4,2,1,0,2,2,0,0,2,4,0,1,0,0,1,2,3,2,2,0,1,2,9,0,0,0,0,2,0,0,2,0,1,0,0,3
cell_563,1,0,2,2,6,0,0,5,0,0,0,0,0,3,1,0,1,1,3,0,3,1,1,1,1,1,2,1,0,2,0,3,0,1,1,1,0,2,1,1,0,0,0,0,0,1,4,1,0,3,1,0,1,0,0,6,0,0,0,0,0,2,2,2,0,3,0,0,0,0,1,0,0,0,4,0,1,1,3,0,0,0,14,0,0,0,0,1,0,1,0,0,0,1,1,3
cell_564,1,5,5,4,5,1,3,4,3,3,0,0,0,4,3,3,0,2,5,0,7,1,1,2,3,2,3,0,1,2,0,2,2,1,5,1,0,0,1,0,3,0,1,0,1,0,0,1,5,9,1,0,0,0,0,10,0,1,0,0,2,2,1,1,3,1,0,0,2,3,0,0,2,1,0,0,1,0,4,1,2,2,14,0,0,0,1,4,0,0,0,0,2,0,0,6
cell_565,2,0,0,1,2,2,10,0,3,0,0,0,0,3,0,1,2,1,2,0,2,2,0,0,0,0,1,0,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,7,1,0,0,0,4,0,0,0,0,0,0,1,0
cell_566,4,1,1,1,8,3,5,2,2,0,1,1,0,6,0,1,4,2,1,2,8,1,0,1,0,1,2,0,0,1,1,7,0,1,4,0,0,1,0,0,3,0,0,0,2,0,2,1,2,7,0,0,1,2,1,5,1,1,0,2,2,0,2,1,0,5,2,2,1,0,1,2,0,0,1,0,0,0,5,0,0,1,14,1,1,2,0,2,0,1,0,0,1,0,1,1
cell_567,1,0,5,1,1,1,1,2,0,0,0,2,0,1,1,0,0,0,4,0,2,2,0,1,1,0,3,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,4,1,1,2,1,0,12,0,2,1,0,1,3,1,0,1,1,0,0,1,2,3,1,1,1,1,0,1,0,1,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,1
cell_568,5,0,4,0,4,3,1,6,8,0,3,0,0,7,1,4,0,5,7,2,10,2,1,5,2,6,2,1,1,4,0,7,3,0,4,0,0,1,1,0,0,0,4,0,1,3,1,1,2,2,0,0,0,2,1,14,1,0,0,1,2,2,5,0,0,1,1,1,0,0,3,5,1,0,1,2,1,1,12,6,0,0,16,3,0,3,0,5,0,0,2,0,2,1,0,5
cell_569,3,0,2,1,3,5,5,3,8,2,2,0,0,6,3,0,0,1,2,1,5,2,1,2,0,3,3,0,1,2,1,2,3,0,5,0,1,1,0,0,3,1,2,0,4,2,6,0,1,2,0,1,4,0,1,7,1,0,0,1,8,3,1,1,0,3,1,0,0,2,2,2,0,1,1,0,2,2,5,0,3,2,12,2,0,0,1,2,0,1,2,1,1,2,0,0
cell_570,7,0,0,3,5,1,4,3,2,0,0,0,1,11,1,2,0,7,1,1,7,2,3,0,0,2,4,1,0,0,0,2,2,5,4,2,1,1,0,0,2,0,0,0,3,1,1,3,2,15,0,2,6,2,0,17,0,3,4,1,3,0,6,2,1,4,1,1,0,1,2,0,0,0,8,0,1,1,6,0,1,0,14,1,3,0,0,1,0,6,1,2,2,1,0,2
cell_571,5,0,3,5,2,1,14,4,9,2,1,0,2,4,1,0,3,2,6,2,4,3,0,2,3,0,1,1,2,0,1,6,2,3,2,0,2,1,2,0,1,0,2,1,0,1,0,3,0,6,0,7,3,2,1,6,1,1,0,1,4,0,6,2,1,0,0,0,0,4,0,1,0,2,4,1,0,1,10,0,2,0,27,0,0,0,0,2,1,3,3,2,3,1,0,3
cell_572,3,4,3,2,2,1,15,0,10,0,0,0,0,2,0,0,2,1,4,0,4,3,0,1,0,0,3,0,1,1,3,8,0,1,7,1,0,1,1,0,0,0,0,0,2,0,1,1,0,4,0,0,2,0,0,7,0,0,0,0,2,3,5,3,1,1,0,0,0,2,0,3,0,0,0,0,0,1,5,1,2,0,8,2,0,1,0,1,0,3,0,0,1,2,2,1
cell_573,5,3,4,1,4,2,13,1,10,1,1,2,0,4,4,1,1,2,3,2,8,1,0,5,1,2,2,1,1,1,0,7,0,1,4,0,0,2,1,1,3,0,1,0,0,3,1,2,3,3,1,2,1,1,1,8,1,0,0,0,3,2,3,0,2,0,1,1,2,0,3,1,3,1,3,1,2,1,4,1,0,2,26,0,0,0,2,4,0,5,1,1,1,3,0,2
cell_574,2,0,2,5,1,0,6,1,9,0,0,0,2,3,0,2,0,2,2,2,3,1,1,3,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,2,1,0,1,1,0,16,0,1,0,0,7,0,2,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,7,0,0,0,11,0,0,0,0,1,2,0,1,0,1,1,0,0
cell_575,1,1,1,1,1,2,4,1,2,0,2,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,1,0,3,0,0,5,1,1,2,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,7,0,1,0,0,0,3,1,0,0,2,0,1,1,0,0,1,0,0,2,0,0,2,3,0,2,0,12,0,0,0,0,1,1,0,0,0,1,2,0,1
cell_576,2,1,6,0,1,6,10,4,4,0,0,0,2,4,0,0,1,1,2,2,3,3,0,2,1,2,2,0,2,2,1,0,1,5,2,0,0,0,1,3,0,1,2,0,1,3,1,8,3,7,0,3,1,3,0,27,0,0,1,2,3,2,3,1,0,1,2,3,1,3,3,0,1,0,3,0,2,2,9,1,0,0,20,0,0,0,0,1,0,5,0,0,2,0,0,7
cell_577,0,0,0,1,0,2,1,0,0,0,0,0,1,5,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,2,0,0,0,1,0,1,1,0,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,2
