,Etv5,Slc7a7,Col18a1,Upp1,Nanog,Htra1,Tdgf1,Klf4,Sox2,Bbs2,Cds1,Sgce,1190005I06Rik,Sparc,Sdc4,1700019D03Rik,Acot9,Ifitm2,Klf5,Aldh7a1,Esrrb,Dnmt3a,Tfb1m,Spry4,Nptx2,Fgf4,Akap12,Pigl,Sqle,Basp1,Cidea,Klf2,Tspan17,Cdca7,Dnmt3b,Fgfbp1,Ifitm3,Otx2,Tcf7,Asrgl1,Cth,Tcl1,F2rl1,Cldn4,Rbm14,Fpgs,Klf9,Mycn,Rtel1,Slc2a3,Msrb2,Stat3,Ifitm1,Pim2,Schip1,Tdh,Nodal,Fgf15,Ddit4,Morc1,Socs3,Rest,Phc1,Hexa,Galk1,Rcor2,Car13,Pim1,Bad,Klf6,Nr5a2,Fxyd6,Id3,Stoml1,Slc7a3,Egfl6,Spry2,Zfp64,Sall4,Rab12,Thumpd3,Gbx2,Pou5f1,Nes,Lefty2,Zfp7,Pla2g10,Trp53,Zap70,Gldc,Kcnk1,Stra8,Myc,Cdc42ep4,Nefl,B3gnt7
cell_2347,0,0,1,0,1,1,0,0,1,1,0,0,0,19,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,2,3,11,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1
cell_2348,0,2,2,0,1,0,0,3,3,2,0,3,0,14,4,0,2,5,1,2,1,1,0,1,2,1,6,0,1,8,0,2,1,3,1,0,1,1,0,2,1,0,1,4,3,4,0,0,3,6,1,2,3,0,0,0,1,0,1,4,1,1,1,1,0,1,2,0,0,4,1,10,0,1,2,1,1,3,1,1,1,2,0,1,0,4,1,4,0,1,1,1,4,1,2,2
cell_2349,0,1,0,0,2,0,1,0,1,0,0,3,0,26,3,1,4,0,1,0,2,0,1,1,1,0,4,0,1,3,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,3,2,1,20,0,1,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,10,1,1,0,1,2,1,5,0,3,0,1,2,0,0,0,4,0,4,0,0,4,0,2,0
cell_2350,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,1,1,0,1,0,0,4,1,1,6,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,2,3,0,2,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0
cell_2351,3,0,1,2,1,0,0,3,2,3,1,5,0,12,3,0,1,2,0,0,1,5,1,1,2,0,4,0,2,1,1,0,1,1,4,1,1,1,1,0,0,0,0,0,0,3,2,2,0,3,0,0,3,0,5,0,0,0,0,0,0,1,2,1,1,0,0,0,1,2,1,12,0,1,0,0,3,0,1,0,1,0,1,1,0,1,1,4,2,0,1,0,1,3,0,1
cell_2352,2,1,8,0,2,3,4,5,1,1,2,1,0,30,3,2,0,4,1,3,1,3,0,3,0,2,5,0,2,10,0,1,1,0,4,1,4,0,0,1,5,1,1,4,2,3,5,2,3,7,5,2,9,2,1,3,4,1,2,0,1,1,4,2,2,5,1,0,3,9,5,11,7,2,2,1,3,0,3,1,1,4,4,5,2,1,1,9,0,4,4,1,0,3,0,3
cell_2353,1,0,1,0,0,2,1,0,2,0,2,0,1,20,2,0,0,0,2,3,1,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,17,8,0,0,1,0,2,3,0,0,0,2,4,0,2,0,2,0,0,1,1,1,1,0,1
cell_2354,0,0,1,2,0,0,1,1,0,3,0,1,0,8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,2,3,1,0,1,0,0,0,0,1,1,0,0,1,0,1,2,0,2,0,3,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
cell_2355,0,2,4,1,0,0,1,0,1,1,1,0,0,21,1,1,1,2,1,1,0,4,0,0,0,0,2,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,4,0,0,1,1,0,0,1,0,1,3,0,1,0,1,0,0,0,0,1,2,0,8,5,0,0,0,0,0,3,0,2,0,2,8,0,0,1,4,0,0,1,0,0,1,0,0
cell_2356,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,6,0,0,0,0,1,0,1,0,2,1,1,0,0,0,1,0,0
cell_2357,2,2,1,0,0,2,0,2,4,1,0,2,0,33,1,1,3,1,2,3,1,1,1,0,3,3,2,0,1,14,0,1,0,0,3,1,1,2,0,0,1,1,2,2,0,0,4,3,2,12,3,1,1,0,0,0,3,0,2,1,0,0,1,0,3,0,0,1,0,2,1,13,0,1,1,0,0,1,6,1,2,0,0,3,0,0,0,2,0,1,3,0,2,1,0,0
cell_2358,0,3,1,0,1,1,2,1,1,1,1,1,0,17,1,0,0,0,0,2,1,2,0,2,1,0,3,0,2,6,0,0,1,0,3,0,2,0,1,1,0,0,1,8,1,2,1,0,0,5,1,4,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1,9,2,17,2,0,0,0,2,1,2,1,0,0,2,0,2,3,1,1,0,4,2,1,0,3,6,0
cell_2359,1,0,1,1,0,0,0,2,0,1,0,0,0,17,3,1,0,0,1,1,1,0,0,0,1,0,2,0,0,4,0,0,3,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
cell_2360,1,2,0,0,1,1,0,2,1,0,1,3,0,11,3,0,2,0,12,2,0,2,1,1,1,1,2,1,2,12,0,1,1,2,1,0,2,0,0,0,0,0,0,4,0,0,5,1,1,7,1,0,0,0,3,0,1,0,3,1,1,1,1,6,0,1,0,0,1,11,0,2,2,1,0,1,1,2,1,2,0,2,1,4,1,0,0,0,0,3,0,0,2,0,0,1
cell_2361,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
cell_2362,3,0,1,0,0,0,0,0,0,2,1,1,1,24,1,0,0,2,0,3,3,1,1,1,1,0,1,0,2,2,0,1,0,2,2,1,1,1,0,0,3,1,0,5,2,0,4,0,3,8,0,2,1,0,0,0,0,0,3,2,1,0,0,2,1,1,1,0,1,6,0,7,7,0,1,0,0,2,2,1,2,0,2,0,0,1,1,0,1,4,1,1,0,0,0,0
cell_2363,3,0,6,0,1,3,0,1,1,1,0,2,0,17,4,1,0,1,3,3,1,1,0,4,1,1,0,1,0,7,2,1,0,1,6,3,0,3,0,0,1,1,1,6,1,2,3,4,3,12,0,2,2,0,1,0,0,2,1,0,3,2,1,1,0,1,0,0,2,8,1,21,1,2,0,0,0,1,2,2,1,2,1,0,2,3,3,6,1,2,0,0,5,1,0,0
cell_2364,3,2,4,3,0,0,1,3,1,1,1,2,0,35,1,0,1,1,0,0,0,5,0,1,1,2,9,0,1,5,0,1,1,0,1,0,3,3,2,1,1,1,2,7,1,1,5,0,2,1,0,3,0,1,2,1,4,1,2,1,0,1,4,1,1,1,1,3,3,4,0,20,1,1,4,1,1,0,2,1,1,0,1,8,0,2,0,7,0,3,1,0,2,1,0,1
cell_2365,0,1,0,1,0,3,0,2,1,1,0,0,0,11,0,1,2,0,1,0,0,2,0,1,0,0,2,0,1,2,0,0,1,1,2,1,1,1,0,0,2,1,0,5,1,0,0,0,1,4,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,4,3,2,1,0,0,1,1,0,1,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,1,0
cell_2366,1,6,3,4,1,0,1,0,0,0,0,2,1,27,1,1,0,2,0,2,1,2,1,2,1,2,3,2,0,0,3,2,0,0,3,0,0,1,1,0,1,2,2,3,2,1,1,1,0,13,0,2,4,1,2,1,2,1,3,1,0,3,4,1,2,0,0,1,0,6,2,7,8,0,0,0,0,0,4,1,0,0,3,4,0,3,2,3,1,0,1,1,0,1,0,0
cell_2367,1,1,0,0,0,0,1,0,0,0,0,0,1,9,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,6,0,0,1,0,0,3,0,3,0,1,0,0,1,0,0,0,0,4,0,0,2,1,0,0,2,1,1,2,3,0,0,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,1,0,1
cell_2368,0,2,0,0,0,0,0,1,0,0,0,1,0,10,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
cell_2369,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,1,1,0,0,0,0,1,0,2,6,0,0,7,0,1,0,0,0,0,2,0,1,0,0,0,0,3,2,1,2,0,0,10,0,0,0,0,1,0,1,0,2,1,0,2,2,1,0,0,0,1,0,5,0,2,0,0,1,0,1,3,2,0,0,0,1,1,0,0,0,0,1,1,1,0,2,0,0,0
cell_2370,0,1,7,0,0,0,2,0,1,0,1,2,0,15,0,1,0,2,2,4,2,2,0,4,0,0,2,2,5,4,0,0,0,4,2,0,0,0,0,2,0,0,0,9,1,1,4,0,0,5,2,3,2,1,1,0,0,0,0,0,1,1,1,1,0,2,1,2,1,4,1,6,5,0,0,0,3,5,2,0,0,1,4,2,0,1,0,1,0,1,1,0,0,1,0,2
cell_2371,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
cell_2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
cell_2373,0,0,1,1,1,0,1,2,1,1,0,2,1,23,0,0,3,2,10,0,2,2,2,2,1,0,3,0,1,3,0,0,0,1,5,1,0,0,0,1,1,0,0,5,1,2,1,0,0,1,0,0,1,2,0,0,0,2,0,1,2,1,0,0,0,0,0,0,2,4,1,12,8,4,1,0,3,2,3,1,3,1,2,4,0,1,2,1,0,2,0,0,2,0,0,2
cell_2374,1,2,1,0,1,0,0,2,2,1,0,1,1,27,0,3,3,2,3,3,1,0,0,0,0,3,0,0,3,8,0,1,1,2,3,0,1,1,0,1,2,0,0,4,3,0,7,2,0,3,1,0,1,1,2,0,2,0,1,1,2,2,3,3,0,0,1,0,1,8,0,19,1,0,2,1,0,1,1,1,1,0,2,1,1,0,1,4,0,3,0,0,0,1,1,0
cell_2375,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
cell_2376,1,3,3,0,0,2,4,2,0,0,2,2,0,18,4,0,4,4,5,4,0,4,1,1,1,0,1,0,1,8,2,1,2,0,0,0,0,2,1,1,0,2,3,1,0,4,1,0,1,14,1,0,1,1,2,4,0,0,0,2,1,1,1,2,0,1,3,1,0,7,1,13,6,0,1,3,1,0,2,0,2,1,1,1,0,2,1,2,0,5,1,0,1,0,1,0
cell_2377,1,0,3,3,0,1,0,3,0,0,1,1,0,22,2,0,3,2,9,1,1,3,1,0,2,0,5,1,2,6,0,1,0,0,2,1,0,0,4,1,1,1,1,3,2,1,1,2,1,7,1,1,3,1,0,0,1,0,1,1,2,0,4,1,1,1,1,3,0,12,3,15,1,0,5,0,1,0,2,0,2,0,2,7,0,0,1,4,0,2,3,0,1,1,0,1
cell_2378,0,0,1,0,1,0,0,1,0,1,0,1,0,9,2,0,0,0,3,2,1,0,1,0,1,0,1,1,1,1,0,0,0,2,2,0,1,0,1,0,0,0,3,6,2,1,1,1,1,10,0,1,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,10,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
cell_2379,1,3,2,1,2,0,5,1,0,1,0,2,0,13,6,2,2,0,11,0,2,2,0,2,0,0,1,1,3,14,1,2,0,2,0,0,0,0,0,2,1,0,0,1,1,0,2,0,0,2,0,4,0,0,2,1,1,0,0,2,1,0,0,0,0,3,1,0,2,15,2,9,1,1,0,0,2,0,2,0,2,0,2,5,1,0,0,1,1,0,2,0,8,0,0,0
cell_2380,1,2,1,0,5,0,1,3,1,1,1,0,0,22,1,0,0,1,3,2,2,3,0,1,0,0,7,3,2,6,0,3,1,1,2,2,0,0,1,2,4,0,3,1,2,4,1,0,3,7,1,4,1,1,2,0,2,0,4,0,3,1,3,2,1,0,2,1,0,2,5,11,2,1,0,0,0,2,3,1,0,1,2,4,0,0,1,5,0,4,3,0,0,1,1,0
cell_2381,1,1,2,0,0,2,1,1,0,1,1,4,0,45,1,1,1,1,1,2,0,5,0,0,2,5,4,0,1,11,2,1,0,2,2,2,0,2,2,3,1,1,2,5,3,1,7,1,3,22,0,4,6,1,0,1,0,1,1,3,0,4,3,2,1,0,1,2,0,3,2,5,0,1,0,1,3,1,3,2,0,1,2,3,0,2,1,7,0,5,1,0,4,1,0,1
cell_2382,1,1,1,0,1,1,0,1,2,0,0,1,0,41,1,0,1,4,3,0,2,1,0,1,2,0,2,0,0,14,0,1,0,3,3,0,0,0,2,0,0,1,0,0,1,0,1,0,0,4,1,4,2,2,1,0,1,1,3,1,0,0,3,2,3,3,3,1,0,4,1,35,8,0,2,0,1,0,5,3,2,2,1,1,0,1,1,1,1,1,2,0,1,2,0,1
cell_2383,0,4,2,1,1,2,1,0,0,1,2,0,0,21,1,1,1,1,3,2,0,3,1,3,1,0,1,0,2,6,0,2,0,2,3,2,3,1,3,0,3,1,3,3,1,1,2,1,2,21,0,2,2,0,0,1,3,0,1,1,1,3,1,0,0,2,2,1,0,3,1,23,3,1,2,0,5,3,6,2,0,0,1,3,1,4,0,4,1,1,1,3,0,3,0,1
cell_2384,2,1,3,2,1,2,1,3,0,0,2,3,0,43,2,0,1,1,5,2,2,3,0,1,0,3,2,1,3,4,0,1,1,1,0,1,1,0,2,2,1,1,3,5,0,1,1,0,1,45,0,1,0,0,3,2,0,0,1,1,0,2,2,0,0,2,0,0,6,3,1,14,0,0,3,3,1,1,1,4,3,0,6,7,1,0,0,3,0,4,1,0,0,1,0,2
cell_2385,0,0,2,0,1,0,0,1,3,1,2,0,0,31,3,0,0,2,3,1,1,3,0,1,0,0,5,0,0,6,0,1,1,0,1,0,1,0,1,0,1,0,1,7,2,1,0,0,5,5,0,2,2,0,2,0,1,2,0,1,1,2,2,2,1,0,1,0,0,5,3,8,7,3,1,0,1,2,3,1,2,0,4,4,1,0,0,4,0,2,1,0,0,0,0,1
cell_2386,0,2,0,0,0,0,0,1,1,0,1,0,0,5,2,2,0,0,2,0,1,1,0,0,1,0,0,0,0,3,1,0,2,0,3,0,1,0,1,0,0,1,1,5,2,1,1,0,0,6,0,0,0,0,4,1,0,0,1,0,1,0,2,2,2,1,1,1,0,3,2,4,0,0,0,0,1,0,3,0,0,1,0,2,0,1,0,1,0,0,0,2,2,0,0,0
cell_2387,2,3,1,1,0,1,0,1,3,0,1,0,3,13,11,0,1,0,10,0,0,2,0,0,0,0,3,5,2,11,1,0,1,1,3,2,1,1,3,0,2,1,3,0,0,1,0,0,2,6,0,3,2,0,2,0,0,1,0,2,0,1,2,2,1,1,1,0,1,4,3,22,11,1,1,0,2,3,2,1,1,0,3,1,1,0,0,1,0,0,0,1,0,4,2,1
cell_2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1
cell_2389,0,0,5,1,1,0,0,2,0,0,0,1,0,6,0,1,0,0,2,0,0,2,0,1,1,4,3,0,0,14,0,0,0,0,1,0,1,0,0,0,3,0,0,3,0,0,8,0,0,29,0,3,0,2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,0,8,0,0,1,1,1,0,0,0,1,1,3,2,2,0,1,0,0,1,1,1,0,1,1,1
cell_2390,1,1,0,0,0,1,1,0,4,0,2,0,1,17,5,0,0,3,2,1,0,1,1,1,0,0,5,0,4,4,1,0,0,2,4,0,1,1,1,1,0,0,0,2,1,0,2,2,4,9,0,1,4,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,7,1,1,1,0,1,2,1,0,1,0,5,3,1,0,1,1,0,1,0,0,0,1,0,0
cell_2391,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,2,1,0,1,0,5,0,0,2,0,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,4,0,1,0,0,0,1,1,0,1,1,3,0,0,0,0,0,1,1,0,1,0,1,1
cell_2392,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cell_2393,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1
cell_2394,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
cell_2395,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,4,0,1,1,0,0,1,0,0
cell_2396,0,1,0,0,0,0,0,3,2,2,0,0,0,5,0,0,0,3,2,2,0,0,0,0,0,1,6,2,0,0,0,1,1,3,1,2,4,3,1,0,1,0,0,1,2,1,2,2,0,1,1,2,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,3,2,5,3,6,3,0,1,0,2,1,3,0,2,1,0,2,0,2,0,3,0,0,1,0,0,2,1,0
cell_2397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
cell_2398,0,0,3,1,0,2,0,0,0,0,0,0,0,6,0,0,2,1,2,2,1,1,0,0,0,0,0,0,4,3,1,1,0,0,2,0,0,1,0,1,3,0,0,1,0,0,1,2,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,1,8,3,0,1,0,0,0,3,1,2,0,0,4,1,1,0,1,1,0,1,1,1,1,0,0
cell_2399,0,1,1,0,0,0,1,1,0,0,0,0,0,32,1,0,1,2,1,2,0,1,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,0,0,1,0,0,1,2,1,0,1,1,2,7,0,1,5,2,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,12,0,0,1,0,2,1,2,2,0,0,1,1,0,0,0,5,0,4,0,0,1,1,0,1
cell_2400,1,1,5,0,2,0,0,4,1,3,0,1,5,35,3,0,2,3,3,4,0,3,2,2,1,0,1,0,1,9,1,3,2,1,4,2,1,1,0,2,1,2,4,3,1,2,4,0,1,31,0,4,1,0,2,2,4,0,1,1,0,1,2,3,1,1,0,0,2,5,0,22,0,0,0,1,5,0,4,1,3,0,4,2,5,0,3,5,0,6,2,0,3,3,0,2
cell_2401,0,6,0,0,0,0,0,3,1,1,1,1,0,17,1,0,0,0,0,1,0,1,1,1,1,0,3,0,0,2,1,0,0,3,1,0,0,2,1,0,0,0,0,1,1,0,2,0,1,1,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,1,0,1,0,1,0,8,3,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
cell_2402,0,2,1,1,0,0,3,0,0,1,3,0,0,6,2,1,1,2,2,0,0,5,1,2,0,0,4,0,0,11,0,1,0,0,2,0,0,0,0,1,0,0,1,2,1,1,1,1,1,8,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,1,0,3,1,0,0,0,1,2,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0
cell_2403,1,3,3,2,1,0,1,1,0,1,0,0,0,18,1,0,0,2,11,2,1,7,1,1,1,1,6,0,2,5,1,2,0,0,2,1,2,0,1,0,0,0,0,5,0,1,5,2,2,8,0,2,1,1,3,0,0,1,2,0,1,1,1,2,1,0,0,1,1,8,1,8,0,0,1,0,3,2,2,5,1,0,3,1,1,0,0,1,0,2,0,0,1,1,1,0
cell_2404,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
cell_2405,1,1,2,1,1,0,1,6,2,0,5,0,1,16,3,2,2,0,1,1,1,2,0,1,0,0,7,1,0,9,0,1,2,1,2,0,5,0,0,0,1,0,1,19,0,1,1,0,0,7,0,2,4,2,1,1,0,1,3,0,1,4,2,1,0,1,2,0,0,1,5,18,1,1,1,0,3,1,6,0,1,0,1,5,0,0,0,2,1,3,1,1,1,0,2,0
cell_2406,0,2,2,1,1,0,1,1,0,1,0,0,0,9,4,0,3,2,0,0,0,1,0,1,2,1,1,0,1,4,1,1,0,1,4,0,1,0,0,0,1,2,0,0,0,0,1,0,3,7,0,1,2,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,5,0,1,1,0,0,2,1,1,0,0,1,1,1,1,1,1,0,0,3,0,2,0,0,0
cell_2407,1,0,1,0,1,1,1,0,1,0,0,1,0,17,3,1,0,1,4,0,0,3,0,1,0,0,4,0,0,7,0,1,1,0,1,1,1,0,0,2,2,1,0,5,0,0,0,1,1,4,0,1,0,0,3,2,0,0,2,1,1,0,1,0,1,0,1,2,0,7,0,10,3,1,1,1,0,7,3,0,3,0,0,2,0,1,0,3,0,0,2,1,0,0,0,2
cell_2408,0,0,0,1,2,1,0,1,0,0,0,0,0,7,1,1,0,1,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,5,0,0,1,0,2,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,2,6,1,0,3,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,2,0,0
cell_2409,4,1,3,1,2,0,3,3,1,2,2,1,2,58,1,1,1,0,1,5,1,6,0,2,1,0,6,2,0,14,1,1,2,0,4,2,1,1,5,2,1,0,2,4,2,5,0,1,3,10,1,3,4,0,2,2,0,2,2,0,0,3,4,1,1,0,1,0,0,2,2,23,2,1,2,2,3,1,2,3,3,0,8,4,0,1,0,8,1,2,7,1,0,1,2,0
cell_2410,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,0,1,0,0,0,0
cell_2411,2,2,1,1,1,1,1,4,0,2,2,1,0,48,8,0,8,1,5,1,0,5,0,3,1,2,3,0,2,11,0,5,0,1,0,1,1,0,4,0,3,0,2,13,4,2,5,2,1,8,0,7,2,0,1,0,0,0,3,3,0,2,2,0,1,2,1,4,4,10,1,11,0,2,0,1,3,0,0,1,2,1,1,12,1,1,4,6,3,3,0,0,5,2,1,1
cell_2412,2,2,2,1,0,2,0,2,1,1,0,0,0,31,2,2,2,2,6,3,1,3,0,2,1,0,0,0,1,12,1,0,0,1,2,0,2,2,2,1,1,0,1,7,1,0,2,1,1,5,0,1,1,3,1,1,1,1,1,2,1,1,2,0,1,1,2,1,1,1,2,5,0,0,0,1,2,1,2,1,1,1,0,1,2,0,1,1,0,0,2,1,1,3,1,0
cell_2413,0,0,3,0,0,0,0,2,1,0,0,3,0,18,5,1,4,1,4,1,3,1,0,0,0,1,5,0,0,1,0,0,1,0,1,2,1,0,0,0,1,0,1,7,0,1,6,2,2,28,0,2,0,0,3,0,2,0,1,1,0,2,0,4,2,1,0,1,0,0,2,18,0,3,2,0,2,1,2,0,1,0,2,1,1,0,3,0,0,3,1,0,1,2,0,1
