,Etv5,Ddit4,Nefl,Nanog,Ifitm1,Sox2,Sall4,Tcf7,Slc7a3,Otx2,Cldn4,Pim1,Pou5f1,Col18a1,Sgce,Tdgf1,Dnmt3b,Sparc,Tfb1m,Id3,Stat3,Nodal,Esrrb,Pim2,1190005I06Rik,Tdh,1700019D03Rik,Schip1,Galk1,Mycn,Fxyd6,Gbx2,Tspan17,Spry4,Ifitm3,Slc7a7,Upp1,Cds1,Nptx2,Sdc4,Fgfbp1,Klf6,Slc2a3,Nr5a2
cell_0,1.0155985,0.3648194,0.0,0.3648194,0.3648194,1.0155985,1.0155985,0.3648194,0.3648194,0.0,0.3648194,0.0,2.684295,0.63154185,0.0,1.6018662,0.0,1.2924021,0.3648194,0.0,0.84189546,0.3648194,1.0155985,0.0,0.3648194,2.0286493,0.63154185,0.0,0.3648194,0.84189546,0.0,1.2924021,0.0,1.2924021,0.0,0.0,1.2924021,0.84189546,0.3648194,0.3648194,0.3648194,0.63154185,1.2924021,0.3648194
cell_1,1.2107824,0.57962555,0.33123347,1.2107824,0.33123347,1.7426075,1.0863456,0.33123347,0.0,0.77843213,0.0,0.57962555,2.2658243,0.94419366,0.0,1.3214343,0.77843213,1.5946996,0.0,0.0,0.0,0.57962555,1.5946996,0.57962555,0.33123347,2.416789,0.0,0.57962555,0.0,0.57962555,0.33123347,0.33123347,0.33123347,0.57962555,0.0,0.0,0.0,0.33123347,0.0,0.94419366,0.33123347,0.77843213,1.5946996,0.57962555
cell_2,0.7475291,0.0,0.7475291,0.31524265,0.31524265,1.6950837,1.2793056,0.31524265,0.0,0.31524265,0.31524265,0.0,2.3984387,1.1704836,0.31524265,1.9878827,0.5545652,1.0483568,0.0,0.0,0.31524265,0.5545652,0.7475291,0.31524265,0.0,2.172753,0.5545652,0.31524265,0.0,1.0483568,0.31524265,0.7475291,0.0,0.5545652,0.5545652,0.0,1.2793056,0.0,0.0,0.5545652,0.0,0.5545652,1.0483568,0.5545652
cell_3,0.9967338,0.0,0.0,0.9967338,1.1876068,1.4858762,1.3478211,0.76062447,0.76062447,0.0,0.45095202,0.45095202,2.470327,0.0,0.0,1.4858762,1.4858762,1.1876068,0.0,0.0,0.0,0.76062447,1.3478211,0.0,0.0,1.9834627,0.76062447,0.0,0.9967338,0.0,0.0,0.0,0.0,0.76062447,0.76062447,0.76062447,0.0,0.0,0.0,0.0,0.45095202,0.0,1.1876068,0.0
cell_4,0.0,0.0,0.8302656,0.0,0.0,1.8206241,0.0,0.0,0.0,0.0,0.0,0.8302656,1.5855107,0.0,0.0,0.8302656,1.2775548,0.8302656,0.0,0.0,0.0,0.0,1.8206241,0.0,0.8302656,1.8206241,0.8302656,0.0,0.0,0.8302656,0.8302656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2775548,1.5855107,0.0
cell_5,0.554996,0.0,0.554996,1.1711817,0.31551635,1.8235066,0.554996,0.31551635,0.74806195,0.31551635,0.74806195,0.74806195,1.6254368,0.0,0.0,1.2800361,1.3781958,1.2800361,0.0,0.0,0.31551635,0.0,1.0490141,0.554996,0.554996,1.9887562,0.31551635,0.31551635,0.554996,0.74806195,0.554996,0.31551635,0.74806195,0.554996,0.0,0.554996,0.0,0.554996,0.31551635,0.9098171,0.554996,0.31551635,1.0490141,0.554996
cell_6,0.7730595,0.4594431,0.4594431,0.0,0.4594431,1.9216058,1.2038033,0.0,0.4594431,0.0,0.0,0.0,2.1496084,0.7730595,0.0,1.0114468,1.0114468,1.3650606,0.0,0.0,1.2038033,0.4594431,1.3650606,0.0,0.4594431,1.2038033,0.4594431,0.0,0.0,0.0,0.4594431,0.0,0.4594431,0.4594431,0.4594431,0.0,0.4594431,0.0,0.4594431,1.6257727,0.0,1.3650606,0.4594431,0.4594431
cell_7,0.5654426,0.22586697,0.0,0.81847703,0.92443883,1.1076616,0.5654426,0.41000003,1.0202407,0.41000003,0.22586697,0.22586697,0.5654426,1.1076616,0.41000003,1.3317057,0.5654426,1.7158427,0.41000003,0.22586697,0.22586697,0.41000003,0.41000003,0.41000003,0.0,0.81847703,0.22586697,0.22586697,0.81847703,0.41000003,0.0,0.22586697,0.22586697,0.41000003,0.5654426,0.81847703,0.41000003,0.5654426,0.22586697,0.6999419,0.22586697,0.22586697,2.0266514,0.5654426
cell_8,1.1235852,0.0,0.0,0.7119351,0.0,1.1235852,0.0,0.0,0.0,0.0,0.0,0.0,2.3361533,0.0,0.7119351,0.7119351,1.1235852,1.1235852,0.0,0.7119351,0.0,0.7119351,0.0,0.7119351,0.0,1.8228794,1.1235852,0.0,0.7119351,0.7119351,0.0,0.0,0.0,0.7119351,0.0,1.1235852,0.0,0.0,0.0,0.7119351,0.0,0.0,0.7119351,1.1235852
cell_9,0.0,0.7666518,0.7666518,0.7666518,0.7666518,1.195465,1.195465,0.7666518,0.7666518,0.0,0.0,0.7666518,3.1310666,0.7666518,0.7666518,1.195465,1.195465,1.195465,0.7666518,0.0,0.7666518,0.0,0.7666518,0.7666518,0.0,1.195465,0.0,0.7666518,0.0,0.7666518,0.0,1.4946197,0.7666518,0.7666518,0.7666518,0.0,1.195465,0.0,1.195465,1.195465,0.0,0.0,1.7245842,0.7666518
cell_10,0.9110548,0.0,0.0,1.172611,0.55587864,2.2168303,1.6976013,0.55587864,0.0,0.0,0.0,0.0,1.3797451,0.0,0.9110548,0.9110548,0.55587864,0.55587864,0.0,0.55587864,0.55587864,1.3797451,0.9110548,0.55587864,0.0,1.172611,0.0,0.0,0.9110548,0.9110548,0.0,0.55587864,0.55587864,0.55587864,0.55587864,0.55587864,1.9384218,0.0,0.55587864,0.55587864,1.3797451,1.6976013,2.0400832,0.55587864
cell_11,1.1737847,0.0,0.0,1.1737847,0.0,1.8848742,0.75004965,0.75004965,0.75004965,0.75004965,0.0,0.75004965,2.876756,1.1737847,0.0,1.4704782,0.75004965,0.75004965,0.0,0.75004965,1.8848742,0.0,1.4704782,0.0,0.0,2.176992,0.0,0.0,1.1737847,0.75004965,0.75004965,0.75004965,0.0,0.75004965,0.75004965,0.75004965,0.0,0.75004965,0.75004965,0.0,0.0,0.75004965,1.4704782,0.75004965
cell_12,0.94196457,0.0,0.0,1.5917909,0.0,1.5917909,0.94196457,0.0,0.5780212,0.0,0.0,1.2082208,2.6604435,0.5780212,0.5780212,1.4182849,1.4182849,1.7395968,0.94196457,1.4182849,0.94196457,0.0,1.7395968,0.94196457,0.0,3.060827,0.0,0.0,0.0,0.0,0.5780212,0.0,0.0,0.94196457,0.0,0.0,0.94196457,0.0,0.0,0.5780212,0.5780212,0.5780212,1.4182849,0.0
cell_13,1.6320268,0.52218384,0.52218384,1.4880666,0.0,2.1450834,0.8634847,0.0,0.0,0.0,0.0,0.0,2.6410835,0.0,0.52218384,1.6320268,1.1174716,0.8634847,0.52218384,0.0,0.52218384,0.52218384,1.1174716,0.52218384,0.0,1.9700931,0.0,0.52218384,0.52218384,0.0,0.8634847,0.0,0.0,1.1174716,0.0,0.0,0.52218384,0.0,0.8634847,1.1174716,0.8634847,1.7578467,1.3198392,0.0
cell_14,1.3348787,0.0,0.0,1.4229823,0.0,1.2382562,1.1312896,0.0,1.2382562,0.5305599,0.0,0.0,1.9385995,0.30006155,0.5305599,1.5039482,1.4229823,0.7177547,0.0,0.7177547,0.5305599,0.0,0.0,0.0,0.5305599,1.9877311,0.0,0.0,0.7177547,0.5305599,0.30006155,0.5305599,0.0,1.1312896,0.0,0.0,0.0,0.0,0.30006155,0.7177547,0.30006155,1.0114952,1.8869288,0.30006155
cell_15,2.2226188,0.0,0.0,0.0,1.1177181,1.9704083,0.0,0.0,1.4077629,0.70751065,0.0,0.70751065,1.9704083,1.4077629,0.0,0.0,0.70751065,1.1177181,0.0,0.70751065,0.70751065,1.4077629,0.0,0.70751065,1.1177181,0.70751065,0.0,0.0,0.0,0.70751065,0.0,0.0,0.0,0.0,0.0,0.70751065,0.0,0.0,0.0,0.0,0.0,0.0,1.8155853,1.1177181
cell_16,1.0819405,0.0,0.0,0.83302486,0.0,0.83302486,0.0,0.0,0.5008559,0.0,0.5008559,0.0,2.5417905,0.5008559,0.0,1.2810817,0.0,2.3127198,0.0,0.0,1.0819405,0.0,0.5008559,0.0,0.0,1.0819405,0.0,0.5008559,0.0,0.0,0.5008559,0.0,0.0,0.0,0.5008559,0.5008559,1.0819405,0.5008559,0.83302486,0.5008559,0.0,0.0,1.4470755,0.0
cell_17,0.8915221,0.54198676,0.0,1.3552365,1.1500208,0.8915221,1.1500208,0.54198676,0.0,0.0,0.0,0.0,2.3372235,0.54198676,0.0,1.9103357,1.5254252,0.54198676,0.0,0.8915221,0.8915221,0.0,0.8915221,0.0,0.0,2.404408,0.0,0.54198676,0.0,0.0,0.0,0.0,0.0,0.8915221,0.0,0.54198676,0.54198676,0.0,0.0,0.0,0.0,1.1500208,0.54198676,0.54198676
cell_18,1.4325585,0.3754382,0.0,1.1872779,0.0,1.5357985,1.4325585,0.8615758,0.6477618,0.8615758,0.0,0.3754382,1.7149308,0.3754382,0.6477618,0.6477618,1.3174198,1.0376289,0.0,0.0,0.6477618,0.0,1.0376289,0.6477618,0.0,1.3174198,0.0,0.0,0.3754382,0.6477618,0.3754382,0.3754382,0.0,0.0,0.6477618,0.0,0.0,0.3754382,0.0,0.3754382,0.0,1.1872779,1.0376289,1.4325585
cell_19,0.83361393,0.83361393,0.0,0.5012666,0.0,1.0826294,0.0,0.5012666,0.83361393,0.0,0.0,0.83361393,2.0159836,1.2818344,0.5012666,1.4478724,0.5012666,1.4478724,0.0,1.4478724,1.0826294,0.0,1.0826294,0.0,0.0,0.0,0.83361393,0.5012666,1.2818344,1.2818344,0.0,0.5012666,0.83361393,0.5012666,0.0,0.5012666,1.0826294,0.0,0.5012666,0.0,0.0,0.5012666,0.5012666,1.0826294
cell_20,1.077903,1.2766696,0.8295734,0.8295734,0.8295734,1.077903,1.077903,0.0,1.077903,0.0,0.49845156,0.49845156,2.722331,0.0,0.49845156,1.708956,1.077903,0.8295734,0.8295734,0.0,0.49845156,0.49845156,0.0,0.49845156,0.0,2.0097837,0.0,0.0,0.49845156,0.49845156,0.49845156,0.0,0.0,0.0,0.49845156,0.0,0.49845156,0.0,0.0,0.0,0.0,0.0,1.077903,1.2766696
cell_21,0.9284248,0.32398748,0.0,1.069235,1.3024806,1.5740801,1.1926428,0.32398748,0.76448596,1.1926428,0.76448596,0.32398748,2.5542407,0.9284248,0.568298,1.7874485,1.1926428,1.4914806,0.32398748,0.32398748,0.0,0.9284248,1.4914806,0.32398748,0.0,1.9079783,0.32398748,0.0,0.568298,0.568298,0.0,0.568298,0.568298,0.568298,0.568298,0.32398748,0.32398748,0.568298,0.568298,1.3024806,0.32398748,0.32398748,1.4014391,0.0
cell_22,1.1885945,1.1885945,0.56578046,0.92491066,1.1885945,1.5694714,1.9582018,0.56578046,0.56578046,0.56578046,0.0,0.92491066,1.8446287,1.5694714,0.0,0.0,0.92491066,1.5694714,0.56578046,0.56578046,0.0,0.0,0.92491066,0.0,0.0,2.5186899,0.56578046,0.56578046,0.0,0.56578046,0.92491066,0.0,0.56578046,0.56578046,0.56578046,0.0,0.0,0.0,0.0,0.0,0.0,1.1885945,1.1885945,0.92491066
cell_23,0.7459123,0.0,0.44094935,1.4644334,0.9792828,1.3273164,1.1683646,0.0,0.7459123,0.0,0.0,0.44094935,2.6602852,0.7459123,0.0,1.5849965,0.9792828,0.7459123,0.0,0.44094935,0.0,0.44094935,0.44094935,0.7459123,0.0,1.5849965,0.44094935,0.44094935,0.0,0.9792828,0.0,0.7459123,0.7459123,0.7459123,0.0,0.0,1.6925753,0.0,0.9792828,0.7459123,0.0,0.9792828,1.1683646,0.9792828
cell_24,0.9339545,0.0,0.6558247,0.6558247,0.9339545,1.2445241,1.4083257,0.26919496,1.1513225,0.26919496,0.26919496,0.26919496,2.4426036,0.6558247,0.0,1.481153,1.7821409,1.048533,0.0,0.0,0.26919496,0.0,1.329775,0.26919496,0.26919496,1.6723647,0.26919496,0.0,1.048533,0.48107994,0.48107994,0.26919496,0.26919496,0.6558247,0.26919496,0.26919496,0.9339545,0.0,0.0,0.26919496,0.6558247,0.8045281,1.2445241,0.26919496
cell_25,1.1997901,0.0,0.57275206,1.7296785,0.93463355,1.4091709,0.93463355,0.32683313,0.76997405,0.0,0.32683313,0.0,1.7959856,1.0759747,0.32683313,1.1997901,0.76997405,0.76997405,0.57275206,0.57275206,0.0,0.0,0.76997405,0.32683313,0.0,1.5822107,0.32683313,0.32683313,0.0,0.57275206,0.0,0.0,0.32683313,0.76997405,0.32683313,0.32683313,0.76997405,0.76997405,0.32683313,0.32683313,0.32683313,0.0,1.7296785,0.57275206
cell_26,0.0,0.0,0.0,2.1862926,0.5413803,1.1490301,1.5242907,0.0,0.5413803,0.0,0.5413803,0.5413803,2.5252512,0.8906669,0.0,2.0102782,1.5242907,1.1490301,0.5413803,0.8906669,0.5413803,0.0,0.8906669,0.0,0.5413803,1.3541607,0.5413803,0.0,0.0,0.8906669,0.0,0.5413803,0.0,0.0,0.5413803,0.0,0.5413803,0.5413803,0.0,0.0,0.0,1.1490301,1.1490301,0.0
cell_27,1.0994568,0.0,0.0,1.7356441,0.5113324,1.0994568,1.3002042,0.0,0.0,0.0,0.0,0.0,2.3990467,0.5113324,0.5113324,0.8480217,1.4673114,2.269819,0.0,0.5113324,0.0,0.0,1.3002042,0.0,0.0,1.7356441,0.0,0.0,0.5113324,0.0,1.4673114,0.5113324,0.0,0.5113324,0.5113324,0.5113324,0.0,0.0,0.5113324,0.8480217,0.5113324,0.0,1.6104511,0.8480217
cell_28,1.3468503,0.0,0.0,1.463142,1.2152328,1.6616398,1.6616398,0.66702473,0.66702473,0.0,0.0,0.66702473,2.5537636,0.8848609,0.3881262,1.6616398,0.66702473,1.2152328,0.0,0.66702473,0.66702473,0.0,1.2152328,0.0,0.0,1.969181,0.66702473,0.3881262,0.66702473,0.0,1.0636286,0.3881262,0.0,0.8848609,0.3881262,0.8848609,1.0636286,0.3881262,0.3881262,0.66702473,0.66702473,0.66702473,1.5673081,0.66702473
cell_29,1.4646863,0.74608517,0.0,0.0,0.74608517,1.878494,0.74608517,1.1685913,0.74608517,0.0,0.0,0.0,2.735242,0.74608517,0.0,1.1685913,0.0,0.74608517,0.0,0.74608517,1.4646863,0.0,0.74608517,1.1685913,0.0,2.1703215,0.74608517,0.0,1.4646863,0.0,0.74608517,0.74608517,0.0,0.74608517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1685913,0.74608517,1.4646863
cell_30,1.4919658,0.4002924,0.4002924,0.685378,0.0,0.4002924,1.3746178,0.0,0.9069605,0.685378,0.0,0.4002924,2.903021,0.685378,0.685378,1.9325544,0.9069605,1.4919658,0.0,0.4002924,0.0,0.4002924,1.3746178,0.4002924,0.685378,2.1833708,0.0,0.685378,0.685378,0.0,0.0,0.685378,0.4002924,0.685378,0.0,0.685378,0.4002924,0.0,0.0,0.685378,0.4002924,1.0882399,0.9069605,0.685378
cell_31,1.5638484,0.0,0.0,1.1836585,1.1836585,2.1464388,0.0,0.5627161,0.5627161,0.0,0.0,0.5627161,2.2310648,0.5627161,0.5627161,1.7106587,0.92062855,0.5627161,0.5627161,0.92062855,0.0,0.92062855,1.8386492,0.92062855,0.0,1.5638484,0.0,0.92062855,0.5627161,0.92062855,0.5627161,0.92062855,0.5627161,0.92062855,0.5627161,0.5627161,0.0,0.5627161,0.0,1.5638484,0.0,0.92062855,1.5638484,0.5627161
cell_32,1.6439123,1.330672,0.8720431,0.0,0.0,0.0,1.330672,0.0,0.0,0.0,0.0,0.8720431,3.0196977,0.8720431,0.0,0.8720431,0.8720431,1.6439123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2354572,0.0,0.0,0.0,0.8720431,0.8720431,0.8720431,0.0,0.0,0.8720431,0.0,1.6439123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cell_33,1.1190892,0.52316207,0.0,1.3216009,1.3216009,1.3216009,1.6339605,0.0,0.0,0.52316207,0.0,0.52316207,2.1472056,0.86487514,0.0,1.8716234,1.1190892,1.4899275,0.86487514,1.4899275,1.1190892,0.0,1.4899275,0.0,0.0,2.821924,0.0,0.0,0.52316207,0.0,0.86487514,0.86487514,0.0,0.52316207,0.0,0.0,0.52316207,0.0,0.52316207,0.0,0.52316207,1.1190892,1.1190892,0.0
cell_34,2.1322677,0.7236744,0.7236744,1.4317428,0.0,1.1391116,0.7236744,0.0,0.0,0.0,0.0,0.0,1.9976858,0.0,0.0,1.1391116,1.8421324,1.657844,0.0,0.7236744,0.7236744,0.0,1.1391116,0.0,0.0,2.4527242,0.0,0.7236744,1.4317428,0.0,0.7236744,0.0,0.0,1.4317428,1.1391116,0.7236744,0.0,0.7236744,0.0,0.0,1.1391116,0.7236744,1.8421324,0.7236744
cell_35,0.9086092,0.31496945,0.31496945,0.74699706,0.0,1.1697865,0.9086092,0.31496945,0.74699706,0.554135,0.31496945,0.31496945,2.327808,0.31496945,0.0,0.9086092,0.554135,1.1697865,0.31496945,0.31496945,0.554135,1.1697865,0.9086092,0.554135,0.0,2.2528696,0.554135,0.31496945,0.0,0.554135,0.31496945,0.0,0.0,0.74699706,0.0,0.31496945,1.278576,0.0,0.0,1.0477004,0.31496945,0.554135,1.6942586,0.554135
cell_36,0.6164298,0.9949564,0.0,0.6164298,0.0,1.268892,0.0,0.0,0.6164298,0.0,0.0,0.6164298,2.4183784,0.9949564,0.0,0.6164298,0.9949564,0.9949564,0.9949564,0.0,0.0,0.6164298,1.6604191,0.9949564,0.0,2.74014,1.268892,0.6164298,0.0,0.0,0.0,0.9949564,0.0,0.6164298,0.9949564,1.268892,1.6604191,0.0,0.0,0.9949564,0.0,0.9949564,1.4836961,0.0
cell_37,0.86132604,0.0,0.0,1.3171031,1.3171031,1.1149595,0.52066594,0.52066594,0.86132604,0.0,0.0,0.86132604,3.0021193,1.1149595,0.0,1.3171031,1.1149595,1.3171031,0.0,0.52066594,0.86132604,0.0,0.52066594,0.0,1.1149595,2.2906063,0.52066594,0.52066594,0.0,0.0,0.52066594,0.52066594,0.52066594,0.86132604,0.86132604,0.0,0.52066594,0.0,0.52066594,0.0,0.0,0.0,1.1149595,0.0
cell_38,0.0,0.72234654,0.0,1.1373583,0.72234654,1.1373583,1.1373583,0.0,1.6557562,0.0,0.72234654,0.0,2.1299942,0.72234654,0.72234654,1.4297798,0.0,1.9954562,0.0,1.1373583,0.0,0.72234654,1.6557562,0.0,1.1373583,1.6557562,0.0,0.0,0.0,0.72234654,0.0,0.72234654,0.0,0.72234654,0.72234654,0.0,1.1373583,0.72234654,0.0,0.72234654,0.72234654,0.72234654,1.1373583,0.72234654
cell_39,1.5974908,0.0,0.40050447,1.3750981,0.0,1.0886663,0.0,0.40050447,0.68569696,0.68569696,0.40050447,0.0,2.3843079,0.0,0.68569696,0.9073438,0.9073438,1.4924641,0.40050447,0.40050447,0.0,0.0,1.3750981,0.0,0.0,1.4924641,0.40050447,0.0,0.0,0.40050447,0.0,0.9073438,0.0,1.0886663,1.0886663,0.40050447,0.40050447,1.0886663,0.0,0.68569696,1.0886663,0.68569696,0.9073438,0.0
cell_40,0.9624581,0.5928085,0.0,1.443678,1.2317396,1.2317396,1.2317396,0.0,0.5928085,0.5928085,0.5928085,0.0,2.889833,0.5928085,0.5928085,1.896635,1.6184592,1.443678,0.5928085,1.2317396,0.0,0.0,0.5928085,0.0,0.5928085,1.2317396,0.5928085,0.0,0.5928085,0.0,0.0,0.0,0.0,0.0,0.9624581,0.5928085,0.0,0.0,0.5928085,1.2317396,0.0,0.5928085,1.2317396,0.0
cell_41,0.0,0.0,0.0,0.93133146,0.5703822,1.8535757,1.1959898,0.5703822,0.93133146,0.5703822,0.0,0.0,2.2469003,0.93133146,0.0,1.4050602,1.5778885,0.93133146,0.0,1.1959898,0.5703822,0.93133146,1.5778885,0.5703822,0.5703822,2.3250623,0.0,0.0,0.0,2.0694528,1.1959898,0.5703822,0.0,0.93133146,0.5703822,0.0,0.93133146,0.0,0.0,0.5703822,0.0,0.93133146,1.5778885,0.5703822
cell_42,0.680403,0.0,0.680403,0.0,0.0,1.7704281,1.3671167,0.680403,0.0,0.680403,0.0,0.0,1.3671167,0.680403,0.680403,1.0815836,0.0,0.0,0.0,0.0,0.680403,0.680403,1.0815836,0.0,0.0,1.9239625,0.0,0.680403,0.0,0.0,0.0,0.680403,2.684128,0.0,0.0,0.0,0.0,2.2795274,0.0,1.0815836,0.0,0.0,0.0,0.0
cell_43,0.45310974,0.45310974,0.0,1.7201873,1.0004814,1.0004814,1.4904699,0.0,1.0004814,0.0,0.0,0.45310974,2.134351,1.3522162,0.45310974,1.1917344,0.76378906,1.3522162,0.45310974,0.76378906,1.0004814,0.45310974,1.7201873,0.0,0.45310974,2.06412,0.0,0.76378906,0.0,1.0004814,0.0,0.0,0.0,0.0,0.45310974,0.45310974,1.1917344,0.0,0.0,0.45310974,0.76378906,0.45310974,1.9885817,0.0
cell_44,0.8808329,0.53441775,0.53441775,1.3417721,1.6560782,1.3417721,1.5112233,0.0,0.0,0.0,0.8808329,0.0,2.618576,0.53441775,0.53441775,1.5112233,0.0,1.1376288,0.0,0.0,0.0,0.0,1.3417721,0.53441775,0.0,2.1714506,0.0,0.0,0.0,0.0,1.1376288,0.53441775,0.0,0.0,1.1376288,0.0,0.0,0.0,0.0,0.0,0.53441775,0.53441775,1.1376288,0.0
cell_45,1.4069221,0.0,0.32600406,0.7683766,0.9328268,1.8556561,0.7683766,0.0,0.7683766,0.0,0.32600406,0.5714551,2.5307264,1.197711,0.32600406,1.8556561,0.9328268,0.9328268,0.5714551,0.32600406,0.0,0.5714551,1.197711,0.32600406,0.0,1.9694502,0.32600406,0.5714551,0.5714551,0.7683766,0.0,0.32600406,0.0,0.0,0.0,0.5714551,0.9328268,0.0,0.7683766,0.5714551,0.32600406,0.9328268,0.9328268,0.32600406
cell_46,1.085016,0.39869007,0.0,0.90406245,0.0,1.928395,0.90406245,0.90406245,0.39869007,0.0,0.0,0.39869007,2.2330015,0.68296736,0.39869007,1.3709855,0.90406245,1.085016,0.0,0.0,1.085016,0.0,0.68296736,0.39869007,0.0,2.4661636,0.0,0.39869007,0.39869007,0.0,0.68296736,0.0,0.0,0.39869007,0.0,0.0,0.90406245,0.39869007,0.39869007,0.90406245,0.39869007,1.085016,0.68296736,1.085016
cell_47,1.1871464,0.37537897,0.37537897,0.6476716,0.37537897,1.1871464,1.0375067,0.37537897,0.37537897,0.37537897,0.0,0.37537897,1.8666373,0.6476716,0.0,1.4324144,1.1871464,0.6476716,0.37537897,0.37537897,0.37537897,0.86146647,0.0,0.86146647,0.0,2.3576794,0.0,0.37537897,0.0,0.0,0.37537897,0.37537897,0.37537897,0.37537897,0.0,0.6476716,0.6476716,0.0,0.37537897,0.6476716,0.6476716,0.86146647,1.8666373,0.37537897
cell_48,0.7800738,0.33208963,0.5809609,1.0883561,0.0,1.0883561,0.7800738,0.33208963,0.0,0.0,0.0,0.5809609,2.4195518,0.0,0.5809609,1.2129127,1.3236592,0.946048,0.0,0.0,1.2129127,0.7800738,1.5140057,0.5809609,0.33208963,2.138144,0.33208963,0.5809609,0.7800738,0.5809609,0.33208963,0.7800738,0.5809609,0.5809609,0.0,0.946048,0.0,0.7800738,0.0,1.5140057,0.5809609,0.33208963,1.8116293,0.33208963
cell_49,1.2989379,0.0,0.0,0.72569215,0.0,1.6610132,0.9552195,0.427279,0.427279,0.72569215,0.427279,0.72569215,2.0706587,0.9552195,0.0,1.9262733,0.427279,0.72569215,0.0,0.427279,0.0,0.0,0.72569215,0.427279,0.0,2.2543697,0.0,0.0,0.427279,0.72569215,0.0,1.1417744,0.427279,0.0,0.0,0.72569215,0.427279,0.9552195,0.72569215,0.427279,0.427279,0.72569215,1.8454272,0.427279
cell_50,0.9335208,0.0,0.0,2.0228257,0.76899016,1.3086125,1.1985097,0.5719532,0.5719532,0.32632238,0.32632238,0.76899016,2.1200292,0.5719532,0.0,1.9151462,0.9335208,1.1985097,0.0,0.5719532,0.5719532,0.76899016,1.1985097,0.5719532,0.0,2.165303,0.0,0.0,1.074767,0.0,0.32632238,0.32632238,0.0,0.5719532,0.0,0.32632238,0.76899016,0.76899016,0.5719532,0.5719532,0.32632238,0.5719532,2.4352152,0.5719532
cell_51,1.4271564,0.42383248,0.0,0.42383248,0.0,1.8370605,0.9491129,0.42383248,0.72057325,0.42383248,0.72057325,0.42383248,2.299851,0.9491129,0.42383248,1.6529657,0.9491129,1.8370605,0.42383248,0.42383248,0.72057325,0.0,0.9491129,0.9491129,0.0,1.9924757,0.0,0.42383248,0.72057325,0.42383248,0.42383248,0.72057325,0.42383248,0.72057325,0.42383248,0.0,0.42383248,0.42383248,0.0,0.0,0.0,0.0,1.7492435,0.0
cell_52,1.0002127,0.3574751,0.0,1.0002127,0.62026995,0.8281784,0.8281784,0.0,1.4901407,0.0,0.0,0.3574751,2.6312735,0.8281784,0.62026995,1.5825671,0.8281784,1.0002127,0.3574751,0.0,0.0,0.3574751,1.8849909,0.3574751,0.0,1.8175215,0.0,0.3574751,0.62026995,0.3574751,0.3574751,0.62026995,0.3574751,0.3574751,1.0002127,0.62026995,1.0002127,0.0,0.3574751,0.62026995,0.8281784,0.3574751,0.62026995,0.62026995
cell_53,1.5384696,0.0,0.0,0.4759709,0.4759709,1.6614672,1.0398273,0.0,0.4759709,0.7971253,0.0,0.0,2.2548714,0.4759709,0.0,1.0398273,1.5384696,1.0398273,0.0,0.4759709,1.2349786,0.4759709,1.9594977,0.0,0.0,2.1180508,0.0,0.0,0.0,1.0398273,0.7971253,1.2349786,0.0,0.4759709,0.4759709,0.0,1.2349786,0.4759709,0.4759709,0.4759709,0.4759709,0.4759709,1.6614672,0.4759709
cell_54,0.0,0.0,0.0,0.72318804,0.72318804,1.4310238,1.4310238,0.0,0.72318804,0.0,0.0,0.0,1.9968693,0.72318804,0.0,1.8413377,0.72318804,1.4310238,0.0,0.0,1.1384696,0.0,0.72318804,0.72318804,0.72318804,0.72318804,0.0,0.0,1.4310238,1.4310238,0.0,0.0,1.1384696,0.72318804,0.0,0.72318804,0.0,0.0,0.0,0.0,0.0,0.0,1.8413377,0.0
cell_55,1.2919381,0.0,0.5067926,0.5067926,0.0,1.8373171,1.72628,0.5067926,0.5067926,0.5067926,0.5067926,0.84153146,2.6531835,0.84153146,0.0,1.937248,0.5067926,1.0918815,0.5067926,0.0,0.5067926,0.0,0.5067926,1.0918815,0.0,1.4585668,0.0,0.84153146,0.84153146,0.0,0.0,1.6013556,0.5067926,0.84153146,0.0,0.0,0.84153146,0.0,0.84153146,0.84153146,0.0,0.0,1.6013556,0.84153146
cell_56,0.0,0.0,0.0,0.0,0.0,0.85542536,0.5165218,0.0,0.0,0.0,0.5165218,0.0,2.5780458,0.5165218,0.0,0.85542536,0.5165218,1.3096156,0.5165218,0.0,0.85542536,0.0,0.0,0.0,0.0,0.5165218,0.0,0.5165218,0.85542536,0.0,0.0,0.5165218,0.0,0.0,0.0,0.5165218,0.85542536,0.5165218,0.5165218,0.85542536,0.5165218,0.0,1.9580768,0.0
cell_57,1.1136538,0.0,0.0,1.4836727,0.5198777,1.3156807,1.4836727,0.0,0.0,0.0,0.0,0.0,2.477307,1.1136538,0.8602044,1.1136538,0.5198777,0.8602044,0.5198777,0.5198777,1.1136538,0.8602044,1.4836727,0.8602044,0.0,3.033646,0.0,0.0,0.5198777,0.0,0.0,0.5198777,0.0,0.5198777,0.0,0.8602044,1.1136538,0.5198777,0.5198777,0.8602044,0.0,0.8602044,1.7531492,0.5198777
