,Etv5,Ddit4,Nefl,Nanog,Ifitm1,Sox2,Sall4,Tcf7,Slc7a3,Otx2,Cldn4,Pim1,Pou5f1,Col18a1,Sgce,Tdgf1,Dnmt3b,Sparc,Tfb1m,Id3,Stat3,Nodal,Esrrb,Pim2,1190005I06Rik,Tdh,1700019D03Rik,Schip1,Galk1,Mycn,Fxyd6,Gbx2,Tspan17,Spry4,Ifitm3,Slc7a7,Upp1,Cds1,Nptx2,Sdc4,Fgfbp1,Klf6,Slc2a3,Nr5a2
cell_58,1.5442605,0.4787678,0.0,0.80118,1.044597,0.4787678,0.4787678,1.044597,1.2402095,0.80118,0.0,0.0,2.5863862,0.4787678,0.0,1.4037466,0.80118,0.4787678,0.0,1.044597,0.4787678,0.0,1.044597,0.4787678,0.0,1.7770983,0.0,0.0,0.0,1.2402095,0.0,0.80118,0.4787678,1.044597,0.0,0.4787678,0.80118,0.0,1.044597,0.0,0.4787678,1.044597,1.044597,0.80118
cell_59,0.5338457,1.13669,0.0,0.0,0.0,1.5101463,1.3407514,0.5338457,0.0,0.0,0.0,0.5338457,1.5101463,0.0,1.13669,0.0,1.5101463,0.8800238,0.0,0.5338457,0.8800238,0.0,1.5101463,0.5338457,0.5338457,1.5101463,0.5338457,0.0,1.3407514,0.5338457,0.0,1.13669,0.0,0.0,0.0,0.0,0.8800238,0.5338457,0.5338457,0.5338457,0.5338457,1.3407514,2.0862665,0.0
cell_60,1.517698,0.33342886,0.33342886,1.0914967,0.0,1.2162396,1.2162396,0.33342886,0.0,0.5830485,0.0,0.33342886,2.4583175,0.5830485,0.0,0.7826392,1.0914967,1.0914967,0.0,0.0,1.3271334,0.33342886,1.6776952,0.33342886,0.0,2.142319,0.0,0.0,0.5830485,0.33342886,0.33342886,0.33342886,0.0,0.7826392,0.5830485,0.5830485,0.9489449,0.5830485,0.0,0.33342886,0.0,1.0914967,1.8780046,0.33342886
cell_61,1.3965483,0.9245023,0.0,2.4548163,0.69999486,1.1077322,0.9245023,0.0,0.41003543,0.0,0.0,0.0,2.4548163,1.1077322,0.0,1.715929,0.69999486,1.5147091,0.41003543,0.41003543,0.41003543,0.0,1.715929,1.262531,0.0,1.715929,0.41003543,0.41003543,0.41003543,1.8833631,0.69999486,0.0,0.0,0.9245023,0.69999486,0.0,0.0,0.0,0.0,0.69999486,0.0,0.69999486,1.6203718,0.0
cell_62,0.40456733,0.0,0.0,1.5019814,1.096816,1.3842732,1.6072819,0.91467416,0.91467416,0.0,0.40456733,0.0,2.2488801,1.096816,0.0,1.3842732,0.40456733,1.6072819,0.0,0.40456733,0.69180024,0.0,0.91467416,0.0,0.0,2.077083,0.69180024,0.0,0.40456733,0.69180024,0.91467416,0.0,0.0,0.40456733,0.40456733,0.0,0.40456733,0.40456733,0.0,0.0,0.91467416,0.69180024,1.6072819,0.69180024
cell_63,0.590883,0.0,0.0,1.2286887,0.9597962,0.590883,0.9597962,0.590883,0.590883,0.0,0.9597962,0.0,1.8929726,0.9597962,0.0,1.4403868,0.9597962,1.4403868,0.590883,0.0,0.590883,0.590883,2.2034078,0.0,0.0,1.6150045,0.590883,0.0,0.0,0.0,0.0,1.6150045,0.0,0.590883,0.0,0.590883,0.0,0.9597962,0.0,0.0,0.590883,0.590883,1.6150045,0.9597962
cell_64,0.8379022,0.0,0.0,1.0111221,0.8379022,1.2873095,1.5034922,0.0,0.8379022,0.8379022,0.0,0.0,2.4028766,0.6282576,0.0,0.36267653,1.1587206,1.2873095,0.0,0.0,0.6282576,0.6282576,0.6282576,0.6282576,1.0111221,2.1825707,0.0,0.0,0.0,0.0,0.0,0.6282576,0.6282576,1.0111221,0.0,0.0,0.0,0.36267653,0.0,0.36267653,0.0,0.6282576,1.0111221,0.36267653
cell_65,1.5990509,0.7552273,0.4472771,0.0,0.4472771,0.4472771,0.7552273,0.7552273,0.7552273,0.0,0.0,0.0,2.676707,0.7552273,0.0,0.9903375,1.180558,0.4472771,0.7552273,0.9903375,0.7552273,0.0,0.4472771,0.4472771,0.0,2.1856768,0.4472771,0.0,0.4472771,0.0,0.0,0.4472771,0.4472771,0.4472771,0.4472771,0.4472771,1.3403128,0.0,0.0,0.0,0.4472771,0.7552273,1.180558,0.0
cell_66,0.0,1.1636956,0.43853617,0.43853617,0.43853617,0.43853617,0.7423525,0.43853617,0.43853617,0.43853617,0.43853617,0.43853617,2.485633,1.7840505,0.0,1.6870446,0.43853617,1.8724726,0.43853617,0.43853617,0.7423525,0.7423525,0.0,0.43853617,0.43853617,0.7423525,0.0,0.43853617,0.43853617,0.7423525,0.7423525,0.0,0.0,0.0,0.0,0.7423525,0.43853617,0.43853617,0.43853617,0.43853617,0.7423525,0.43853617,1.6870446,0.7423525
cell_67,0.7818436,0.7818436,0.0,0.0,1.5165533,1.9354974,0.7818436,0.46546137,0.46546137,0.0,0.46546137,1.0218201,2.093466,0.7818436,0.0,0.7818436,1.0218201,1.0218201,0.0,0.0,1.0218201,0.7818436,1.215208,0.7818436,0.46546137,2.3498485,0.7818436,0.7818436,1.0218201,1.6388495,0.7818436,0.0,0.0,0.0,1.0218201,0.0,1.0218201,0.0,0.46546137,0.46546137,0.46546137,1.3771892,2.093466,1.0218201
cell_68,0.0,0.0,0.0,1.1502542,0.0,1.3554901,0.89172363,0.0,0.0,0.0,1.1502542,0.5421297,1.7980161,0.5421297,0.5421297,0.5421297,0.0,0.89172363,0.0,0.0,0.5421297,0.5421297,0.0,0.0,0.0,1.1502542,0.5421297,0.5421297,0.5421297,0.5421297,1.1502542,0.0,0.0,0.0,0.0,0.5421297,0.89172363,1.1502542,0.0,0.5421297,0.89172363,0.0,1.1502542,0.5421297
cell_69,1.237738,0.0,0.0,1.1118044,0.59660065,0.3421473,0.9676949,0.0,0.7992637,0.0,0.0,0.59660065,2.169212,0.9676949,0.0,1.1118044,0.59660065,1.1118044,0.3421473,0.0,0.7992637,0.3421473,1.702499,1.1118044,0.0,1.8411176,0.0,0.0,0.0,0.3421473,0.0,0.3421473,0.3421473,0.0,0.0,0.3421473,0.3421473,0.0,0.3421473,0.7992637,0.3421473,0.3421473,0.7992637,0.7992637
cell_70,0.5269102,0.0,0.0,0.8701974,0.0,1.125278,0.8701974,0.0,0.0,0.0,0.0,0.0,2.434084,0.8701974,0.5269102,1.125278,1.125278,1.125278,0.0,0.0,0.8701974,0.0,1.125278,0.5269102,0.8701974,2.6518416,0.0,0.0,0.0,0.0,0.8701974,0.8701974,0.0,0.8701974,0.8701974,0.8701974,1.125278,0.5269102,0.5269102,0.5269102,1.125278,0.5269102,0.8701974,0.8701974
cell_71,1.2081232,0.0,0.57796013,0.9418796,0.9418796,1.59168,0.9418796,0.0,0.0,0.0,0.0,0.0,2.177474,0.0,0.0,1.2081232,1.4181794,1.2081232,0.0,0.57796013,0.9418796,0.57796013,1.739482,0.0,0.0,2.6040504,0.0,0.0,0.0,0.57796013,1.2081232,0.0,0.0,0.9418796,0.0,0.0,0.0,0.57796013,0.57796013,0.0,0.0,0.57796013,0.57796013,0.9418796
cell_72,0.71872896,0.42259213,0.71872896,0.42259213,0.0,1.5435935,0.71872896,0.42259213,0.71872896,0.42259213,0.42259213,0.42259213,2.488579,1.1325779,0.0,1.1325779,0.71872896,0.71872896,0.42259213,0.0,1.1325779,0.0,1.4244257,0.42259213,0.42259213,2.1847782,0.42259213,0.0,0.71872896,0.71872896,0.42259213,0.0,0.42259213,0.42259213,0.0,0.0,1.2891111,0.0,0.0,0.42259213,0.9469113,0.42259213,1.2891111,0.71872896
cell_73,1.1966903,0.32559744,0.0,1.4959824,0.93194,1.3067111,1.3067111,0.32559744,0.0,0.76759267,0.0,0.0,2.162996,0.5708188,0.0,1.1966903,1.4959824,1.3067111,0.0,0.0,0.5708188,0.32559744,1.1966903,0.5708188,0.0,1.8544226,0.0,0.0,0.0,0.5708188,0.32559744,0.0,0.0,0.0,0.5708188,0.0,0.0,0.0,0.0,0.5708188,0.32559744,0.76759267,1.1966903,0.32559744
cell_74,1.1045269,0.0,0.0,0.5143786,0.0,2.2766297,1.6165313,0.5143786,1.3057336,0.5143786,0.0,0.0,2.5731297,0.85236967,0.0,1.3057336,0.5143786,1.1045269,0.0,0.0,1.1045269,0.85236967,0.5143786,0.0,0.0,2.34338,0.5143786,0.0,1.1045269,0.5143786,0.0,0.5143786,0.0,0.5143786,0.0,0.5143786,0.5143786,0.0,0.5143786,0.85236967,0.0,0.85236967,1.3057336,0.5143786
cell_75,1.1579115,0.0,0.43555424,1.1579115,0.43555424,1.7770478,1.4527647,0.0,0.73794806,0.0,0.73794806,0.0,2.0913274,0.43555424,0.43555424,2.0215256,0.43555424,1.1579115,0.0,1.5729268,1.3161663,0.43555424,1.4527647,0.73794806,0.0,2.275534,0.43555424,0.43555424,0.0,0.0,0.43555424,0.43555424,0.0,0.96981585,0.43555424,0.43555424,0.73794806,0.0,0.73794806,0.96981585,0.0,0.0,1.4527647,0.43555424
cell_76,1.2093288,0.0,0.0,1.2093288,1.3709378,1.0164711,1.7408992,0.0,0.0,0.46235484,0.0,0.0,2.3972356,0.7773124,0.0,0.7773124,1.3709378,0.7773124,0.46235484,0.46235484,0.46235484,0.46235484,0.0,0.0,0.0,1.0164711,0.46235484,0.46235484,0.7773124,0.7773124,0.0,0.0,0.46235484,1.0164711,0.0,0.46235484,1.3709378,0.46235484,0.0,0.46235484,0.46235484,0.7773124,1.3709378,0.46235484
cell_77,0.6221968,0.0,0.0,0.3587285,0.3587285,1.3914204,1.3914204,0.0,0.3587285,1.2778871,0.3587285,0.0,2.6951852,0.3587285,0.6221968,1.3914204,1.8885239,1.493368,0.0,0.3587285,0.8305256,0.3587285,1.1497934,0.6221968,0.6221968,0.8305256,0.0,0.3587285,0.0,1.1497934,0.8305256,0.8305256,0.0,0.6221968,0.6221968,0.6221968,0.0,0.0,0.0,1.0028472,0.0,1.0028472,1.5858771,1.1497934
cell_78,0.0,0.0,0.0,0.4832454,0.4832454,1.4126048,1.0522134,0.0,0.4832454,0.0,0.4832454,0.0,2.6424718,0.0,0.0,1.0522134,0.0,0.0,0.0,1.2485573,1.2485573,0.4832454,1.2485573,0.80766064,0.80766064,1.8858491,0.4832454,0.4832454,0.0,0.0,0.0,1.0522134,0.0,0.0,0.4832454,0.0,1.0522134,0.0,0.0,0.0,1.2485573,0.80766064,1.8858491,0.80766064
cell_79,1.6712344,0.0,0.0,0.80375904,0.80375904,1.8798698,0.48054865,0.48054865,0.0,0.0,0.80375904,0.48054865,2.1286526,0.48054865,0.0,1.0476291,1.0476291,1.2435334,0.48054865,0.0,0.0,0.80375904,1.5479386,0.0,0.0,1.4072744,0.0,0.0,0.48054865,1.0476291,0.0,0.0,0.0,0.48054865,0.48054865,0.48054865,0.80375904,0.48054865,0.48054865,0.48054865,0.80375904,0.80375904,0.48054865,1.0476291
cell_80,0.0,0.0,0.0,0.53386307,0.0,0.53386307,0.88004833,0.0,0.0,0.0,0.0,0.0,2.5086339,0.0,0.88004833,1.893724,0.88004833,0.88004833,0.0,0.88004833,0.0,0.0,0.88004833,0.0,0.53386307,1.893724,0.53386307,0.0,0.53386307,0.0,0.88004833,0.0,0.0,0.0,0.0,0.0,0.53386307,0.0,0.53386307,1.3407823,0.0,0.88004833,0.53386307,0.0
cell_81,0.0,0.69365185,0.69365185,1.3870513,0.0,1.0992851,0.69365185,0.0,1.0992851,0.0,0.69365185,0.0,2.8341632,0.69365185,0.0,1.6102452,0.69365185,1.3870513,0.0,0.69365185,0.0,0.0,1.0992851,1.0992851,1.3870513,2.0803246,0.69365185,0.0,0.0,0.0,0.69365185,1.3870513,0.69365185,0.0,0.0,0.0,0.0,0.0,1.0992851,0.69365185,0.0,1.3870513,1.0992851,0.0
cell_82,0.48003247,0.48003247,0.0,1.5468732,1.6701357,1.8787231,1.4062525,0.0,1.0467507,0.0,0.0,0.48003247,2.5894573,0.0,0.0,1.4062525,1.7798581,0.48003247,0.0,0.0,0.48003247,0.48003247,1.6701357,0.0,0.0,2.1982963,0.0,0.0,0.0,0.0,0.8030117,1.2425705,0.0,0.0,0.0,0.48003247,0.0,0.48003247,0.48003247,0.48003247,0.8030117,0.48003247,1.0467507,0.0
cell_83,1.3535445,0.30666837,0.5410331,1.0276358,0.89017713,1.0276358,0.73076606,0.30666837,0.5410331,0.30666837,0.30666837,0.5410331,2.495319,1.0276358,0.0,1.0276358,1.0276358,0.73076606,0.5410331,0.30666837,1.2562517,0.0,1.2562517,0.73076606,0.0,1.7344081,0.30666837,0.30666837,0.30666837,1.1484628,0.30666837,0.30666837,0.30666837,0.30666837,0.0,0.5410331,0.0,0.30666837,0.30666837,0.89017713,0.0,0.5410331,1.2562517,0.30666837
cell_84,0.97261393,0.34444904,0.0,1.5477561,1.1171268,2.0254333,1.3554447,0.97261393,0.0,0.803631,0.0,0.0,2.1284482,0.803631,0.34444904,0.97261393,0.803631,0.803631,0.6001677,0.34444904,0.803631,0.34444904,1.8477867,0.97261393,0.0,2.0254333,0.0,0.0,0.34444904,0.6001677,0.6001677,0.0,0.97261393,0.34444904,0.0,0.0,0.0,0.34444904,0.0,0.34444904,0.0,0.0,1.7807906,0.0
cell_85,0.93405825,0.70797527,0.4153749,0.93405825,0.4153749,2.040467,1.6330584,0.0,0.70797527,1.1183347,0.4153749,0.0,2.040467,1.1183347,0.4153749,1.4084549,0.4153749,1.2738793,0.4153749,0.70797527,0.0,0.70797527,0.70797527,0.0,0.70797527,1.4084549,0.0,0.0,0.0,0.0,0.70797527,0.0,0.0,0.4153749,0.4153749,0.0,0.70797527,0.4153749,0.4153749,0.4153749,0.70797527,0.70797527,1.5270493,1.1183347
cell_86,0.4492773,0.7581661,0.0,0.7581661,0.0,1.1843975,0.7581661,0.0,0.0,0.0,0.0,0.0,2.7199445,1.3444031,0.0,1.8090447,0.4492773,1.1843975,0.4492773,0.0,1.1843975,0.4492773,1.3444031,0.0,0.4492773,1.9794792,0.4492773,0.0,0.7581661,0.4492773,0.4492773,0.0,0.7581661,0.99382114,0.99382114,0.4492773,0.0,0.4492773,0.4492773,0.0,0.7581661,0.99382114,1.3444031,0.7581661
cell_87,1.6853406,0.0,0.0,0.6813319,0.0,1.4856372,1.4856372,0.0,0.0,0.6813319,0.0,0.0,2.4206648,0.39760378,0.0,1.4856372,1.4856372,1.3685186,0.6813319,0.39760378,0.39760378,0.0,0.6813319,0.6813319,0.0,1.3685186,0.39760378,0.0,0.90209556,0.0,0.0,0.39760378,0.39760378,0.6813319,0.0,0.0,0.0,0.39760378,0.39760378,0.6813319,0.39760378,0.6813319,1.0828273,0.6813319
cell_88,0.67474407,0.0,0.0,0.67474407,0.0,0.0,1.0739988,0.0,1.0739988,0.0,0.67474407,0.0,1.7608967,0.67474407,0.0,1.5798281,1.3585612,0.67474407,0.67474407,0.0,0.0,0.0,0.67474407,1.0739988,0.0,1.3585612,0.0,0.0,0.0,0.0,0.67474407,0.67474407,0.0,0.67474407,0.0,0.67474407,0.0,0.0,0.0,0.0,1.0739988,0.0,1.0739988,0.67474407
cell_89,0.8871138,0.3893609,0.0,1.570343,0.3893609,1.4660894,1.0661403,0.0,1.0661403,0.66889256,1.0661403,0.3893609,2.2584941,0.3893609,0.8871138,0.3893609,1.2179307,1.8304045,0.8871138,0.0,0.0,0.3893609,1.0661403,0.66889256,0.0,1.9724802,0.66889256,0.3893609,0.0,0.66889256,0.0,0.66889256,0.3893609,0.66889256,0.3893609,0.0,0.3893609,0.66889256,0.66889256,1.0661403,0.66889256,0.66889256,1.751002,0.8871138
cell_90,0.59342456,0.431859,0.23906332,0.85454077,0.59342456,1.8978055,1.2327149,0.59342456,0.431859,0.7324813,0.23906332,0.0,2.3467994,0.431859,0.59342456,1.5064671,1.1507213,1.0613993,0.23906332,0.23906332,0.85454077,0.431859,1.3789295,0.23906332,0.431859,1.5064671,0.59342456,0.23906332,0.23906332,0.7324813,0.0,0.59342456,0.431859,0.431859,0.59342456,0.23906332,0.7324813,0.431859,0.431859,0.7324813,0.7324813,0.431859,1.5064671,0.9633093
cell_91,0.0,0.7633353,0.0,1.4898117,0.0,1.4898117,1.1911428,0.0,0.0,0.0,1.4898117,0.0,2.522058,0.7633353,1.1911428,0.7633353,0.7633353,1.4898117,0.7633353,1.1911428,0.7633353,0.7633353,2.063378,0.0,0.0,2.199216,0.7633353,0.7633353,0.0,1.1911428,0.0,0.0,0.0,0.0,0.7633353,0.0,0.7633353,0.7633353,0.0,0.0,0.0,0.0,1.4898117,0.0
cell_92,0.74460113,0.44006023,0.44006023,2.1024754,1.1666456,1.7876188,1.5830128,0.44006023,0.74460113,0.44006023,0.0,0.74460113,2.2869446,0.74460113,0.0,1.957388,1.5830128,1.1666456,0.44006023,0.0,0.0,0.74460113,1.3254832,0.74460113,0.0,2.0325608,0.44006023,0.0,0.0,0.74460113,0.44006023,0.0,0.0,0.44006023,0.74460113,0.44006023,0.0,0.0,0.44006023,0.44006023,0.0,1.3254832,1.957388,0.74460113
cell_93,1.4257183,0.0,0.0,1.4257183,0.0,1.8766335,0.9479533,0.0,0.0,0.0,0.0,0.0,1.5996011,0.9479533,0.0,1.5996011,1.215101,1.5996011,0.0,0.58233374,1.215101,0.0,1.7476802,0.58233374,0.0,1.9908414,0.0,0.58233374,0.9479533,0.0,0.0,0.0,0.0,0.58233374,0.0,0.9479533,0.0,0.0,0.58233374,0.0,0.9479533,1.215101,0.9479533,0.58233374
cell_94,1.5415896,0.5506628,0.0,1.5415896,0.5506628,0.903734,0.0,0.0,0.0,0.903734,0.0,0.0,2.355863,0.0,0.5506628,0.903734,1.1641524,0.5506628,0.5506628,0.0,1.1641524,0.0,1.8149576,0.5506628,0.5506628,2.1215453,0.0,0.0,0.5506628,0.5506628,0.0,0.5506628,0.5506628,0.5506628,0.0,0.0,0.5506628,0.5506628,0.0,1.1641524,0.0,0.0,1.5415896,0.0
cell_95,0.63900626,0.0,0.0,1.0257528,0.36969876,1.1744903,1.0257528,0.63900626,1.4185413,0.0,0.63900626,0.36969876,2.4237285,0.36969876,0.0,1.4185413,0.85096073,1.0257528,0.36969876,0.36969876,0.0,0.0,1.1744903,0.36969876,0.63900626,2.152236,0.36969876,0.0,0.0,0.36969876,0.0,0.0,0.0,0.63900626,0.36969876,0.63900626,0.63900626,0.36969876,1.0257528,0.36969876,0.0,0.85096073,1.0257528,0.0
cell_96,0.6085094,0.24625836,0.0,0.9840915,0.7499623,1.5325547,0.9840915,0.4436982,0.6085094,0.24625836,0.24625836,0.24625836,2.2675931,0.6085094,0.0,1.646435,1.2564903,0.87386334,0.4436982,0.24625836,0.4436982,0.6085094,0.9840915,0.4436982,0.24625836,2.2961001,0.24625836,0.0,0.24625836,0.7499623,0.24625836,0.24625836,0.24625836,0.7499623,0.24625836,0.6085094,0.9840915,0.4436982,0.0,0.6085094,0.0,0.24625836,1.3329728,0.4436982
cell_97,0.6805457,0.6805457,0.0,1.5891986,0.0,1.3673321,0.0,0.6805457,1.0817748,0.0,0.6805457,0.0,2.971652,0.0,0.0,1.3673321,0.6805457,0.6805457,0.0,0.6805457,0.6805457,1.0817748,1.0817748,0.0,0.0,2.2797868,0.0,0.0,0.6805457,0.6805457,0.0,0.0,0.0,0.6805457,0.0,0.0,1.5891986,0.6805457,0.0,0.0,0.6805457,0.0,0.0,0.0
cell_98,0.75852996,0.32090774,0.32090774,1.1848726,0.32090774,0.9216816,1.061911,0.75852996,0.32090774,0.0,0.0,0.56346935,2.7080503,0.75852996,0.32090774,1.3930284,0.56346935,1.294357,0.32090774,0.0,0.56346935,0.32090774,1.061911,0.75852996,0.56346935,2.1479838,0.32090774,0.32090774,0.56346935,0.32090774,0.32090774,0.0,0.32090774,0.75852996,0.32090774,0.32090774,1.3930284,0.0,0.0,0.32090774,0.0,0.32090774,1.5652318,1.1848726
cell_99,0.0,0.0,0.38116008,1.0493968,1.1999376,0.0,0.8721072,0.38116008,0.0,0.65646446,0.0,0.38116008,0.8721072,1.0493968,0.0,1.6440011,0.8721072,1.1999376,0.0,0.38116008,0.65646446,0.38116008,0.38116008,0.65646446,0.0,0.65646446,0.38116008,0.0,0.0,0.38116008,0.38116008,0.38116008,0.38116008,1.1999376,0.65646446,0.38116008,0.0,0.38116008,0.38116008,0.8721072,0.0,0.65646446,1.7298521,0.38116008
cell_100,0.44429263,0.0,0.0,0.7508374,0.0,0.9851301,1.3341938,0.0,0.7508374,1.1748159,0.0,0.0,2.2397306,0.9851301,0.0,1.7002094,0.44429263,1.1748159,0.44429263,0.7508374,0.44429263,0.44429263,0.44429263,0.0,0.0,2.1128798,0.0,0.0,0.7508374,0.0,0.0,0.44429263,0.0,0.0,0.0,0.7508374,0.7508374,0.44429263,0.0,1.1748159,0.44429263,0.44429263,1.1748159,0.0
cell_101,1.2509016,0.6049517,0.0,1.6401259,0.0,1.2509016,1.2509016,0.0,0.6049517,0.0,0.6049517,0.0,2.7166653,0.0,0.6049517,1.7895875,0.0,1.2509016,0.6049517,0.0,0.0,1.6401259,1.2509016,0.0,0.0,2.1377664,0.0,0.6049517,0.0,0.0,0.0,0.6049517,0.0,0.0,0.0,0.0,0.6049517,0.0,0.0,0.9792007,0.6049517,0.6049517,1.7895875,0.0
cell_102,0.8344008,0.0,0.8344008,1.4489366,0.50181514,1.0835494,1.5913349,0.0,0.50181514,0.0,0.0,0.8344008,2.5939565,0.0,0.0,1.2828394,1.2828394,1.7159607,0.0,0.0,1.2828394,0.0,0.50181514,0.0,0.0,1.8267618,0.50181514,0.50181514,0.0,0.8344008,0.50181514,0.8344008,0.0,1.0835494,0.0,0.50181514,1.0835494,0.50181514,0.0,0.50181514,0.0,0.50181514,2.2483735,0.8344008
cell_103,1.1321763,0.0,0.0,0.0,0.0,1.6495817,1.1321763,0.0,0.0,0.0,0.0,0.0,1.6495817,0.0,0.0,0.7184252,0.7184252,1.4239758,0.0,0.0,0.0,0.0,1.6495817,0.0,0.0,2.241731,0.0,0.0,0.0,0.0,0.0,1.1321763,0.7184252,0.0,0.0,0.7184252,0.0,1.1321763,0.0,0.7184252,0.0,0.0,1.6495817,0.7184252
cell_104,1.215312,0.0,0.0,0.38816237,0.0,0.6670795,1.0637021,0.38816237,0.38816237,0.38816237,0.6670795,0.38816237,2.3942206,0.6670795,0.38816237,1.8272811,1.5673971,1.0637021,0.38816237,1.215312,0.38816237,0.38816237,1.0637021,0.0,0.38816237,2.2041533,0.38816237,0.38816237,0.38816237,0.884927,0.884927,0.884927,0.6670795,0.0,0.0,0.0,0.884927,0.0,0.0,0.0,0.0,0.6670795,0.6670795,0.6670795
cell_105,0.0,0.88176656,0.0,1.3429496,0.0,0.88176656,0.88176656,0.0,0.0,0.0,0.53507787,0.0,2.8074,1.1387119,0.0,1.3429496,0.53507787,1.3429496,0.53507787,0.53507787,0.53507787,0.88176656,1.3429496,0.0,0.0,1.6573682,0.0,0.0,0.88176656,0.0,0.0,0.53507787,0.0,1.3429496,0.0,0.88176656,0.53507787,0.0,0.0,0.0,0.53507787,1.1387119,1.5124657,0.53507787
cell_106,0.0,0.7603365,0.45075577,0.9963927,0.0,0.7603365,0.7603365,0.0,0.0,0.0,0.45075577,0.0,2.5168865,0.0,0.0,0.9963927,1.6067314,3.2603214,0.0,0.0,0.45075577,0.0,0.45075577,0.45075577,0.0,0.0,0.45075577,0.0,1.3474209,1.187231,0.7603365,0.7603365,0.0,0.0,0.0,0.0,1.187231,0.7603365,0.0,0.7603365,0.7603365,0.0,1.4854579,0.45075577
cell_107,1.2942238,0.36558747,0.0,1.0172005,1.0172005,2.03083,1.6038715,0.36558747,0.36558747,0.36558747,0.6327181,0.36558747,2.2851553,0.84332496,0.6327181,1.9711667,1.1652745,1.5109171,0.36558747,0.0,0.6327181,0.0,1.6038715,0.6327181,0.0,2.3711715,0.36558747,0.0,0.36558747,0.36558747,0.36558747,0.0,0.84332496,0.6327181,0.0,0.36558747,1.7672902,0.36558747,0.0,0.0,0.0,1.1652745,0.84332496,1.1652745
cell_108,0.54415643,0.0,0.0,0.54415643,0.0,1.153562,0.0,0.54415643,0.89458007,0.54415643,0.54415643,0.54415643,2.5872843,0.54415643,0.54415643,0.89458007,1.3590815,1.3590815,0.54415643,0.0,0.0,0.0,1.3590815,0.54415643,0.0,2.3419023,0.0,0.0,0.0,0.54415643,0.0,0.54415643,0.0,1.153562,0.0,0.54415643,0.0,0.0,0.54415643,0.0,0.0,0.0,0.89458007,0.54415643
cell_109,0.8610921,0.8610921,0.0,1.3168066,0.8610921,1.037088,1.3168066,0.0,1.037088,1.037088,0.37517607,0.0,2.4787161,1.037088,0.0,1.037088,0.37517607,1.4319209,0.0,0.0,1.1866959,0.0,1.628697,0.37517607,0.0,2.1678197,0.64736253,0.0,1.037088,0.64736253,1.037088,0.8610921,0.0,0.8610921,0.37517607,0.37517607,0.37517607,0.37517607,0.37517607,0.0,0.37517607,1.1866959,1.628697,0.0
cell_110,1.2200693,0.5854548,0.0,0.5854548,0.0,0.95228124,0.95228124,0.5854548,0.0,0.0,0.5854548,0.0,1.8826132,0.5854548,0.5854548,1.2200693,0.5854548,1.4310837,0.0,0.0,0.95228124,0.5854548,1.2200693,0.5854548,0.0,1.6052366,0.0,0.0,0.0,1.2200693,0.0,0.95228124,0.0,0.0,1.2200693,0.0,1.4310837,0.0,0.0,1.2200693,0.5854548,0.5854548,0.5854548,0.0
cell_111,1.708752,0.56171507,0.0,1.3899652,1.1820439,1.3899652,1.1820439,0.56171507,0.56171507,0.0,1.1820439,0.0,2.1443834,0.9192285,0.56171507,1.5620083,1.3899652,0.9192285,0.0,0.0,0.9192285,0.0,1.5620083,0.0,0.56171507,2.0519545,0.0,0.0,0.0,0.56171507,0.9192285,0.0,0.0,0.56171507,1.1820439,0.0,0.9192285,0.9192285,0.56171507,0.56171507,1.1820439,0.56171507,1.1820439,0.9192285
cell_112,0.61573267,0.0,0.0,0.61573267,0.61573267,1.6591916,0.99400127,0.0,0.61573267,0.61573267,0.99400127,0.99400127,2.0551615,0.0,0.61573267,1.4825243,0.99400127,1.4825243,0.0,0.61573267,0.61573267,0.0,1.8092839,0.0,0.0,1.4825243,0.0,0.61573267,0.0,0.99400127,0.0,1.2678026,0.0,1.4825243,0.0,0.0,1.4825243,0.0,0.0,0.99400127,1.2678026,0.99400127,2.158612,0.0
cell_113,0.0,0.63351715,0.0,0.63351715,0.0,0.3661094,1.4097158,0.0,0.8442958,0.0,0.0,0.0,1.9726331,0.3661094,0.0,0.0,0.3661094,3.4501717,0.0,0.63351715,0.63351715,0.3661094,0.63351715,0.63351715,0.3661094,0.0,0.0,0.8442958,0.8442958,1.2954606,0.63351715,0.3661094,0.0,0.63351715,0.0,0.3661094,1.5122448,0.3661094,1.0182884,1.0182884,0.3661094,1.0182884,1.6903043,0.63351715
cell_114,0.5614078,0.5614078,0.0,0.5614078,1.3894283,0.0,0.9187987,0.0,0.9187987,0.0,0.0,0.0,2.2283492,0.0,0.0,0.5614078,0.5614078,0.9187987,0.5614078,0.0,1.5614432,0.0,1.7081665,0.5614078,0.0,1.5614432,1.1815482,0.0,0.0,0.0,0.0,1.1815482,0.5614078,0.0,0.0,0.0,0.5614078,0.0,0.5614078,0.5614078,0.0,1.1815482,0.9187987,0.0
cell_115,1.1040204,0.69720596,0.69720596,0.0,0.0,0.69720596,0.69720596,0.0,0.0,0.0,0.0,0.0,2.5724297,0.69720596,0.0,1.952858,0.69720596,0.69720596,0.0,0.0,0.0,0.0,0.69720596,0.0,0.0,2.492335,0.0,0.0,0.0,1.3923763,0.0,0.0,0.0,0.69720596,0.0,1.3923763,1.1040204,0.0,0.69720596,0.69720596,0.69720596,0.69720596,2.0865335,0.0
