,Etv5,Slc7a7,Col18a1,Upp1,Nanog,Htra1,Tdgf1,Klf4,Sox2,Bbs2,Cds1,Sgce,1190005I06Rik,Sparc,Sdc4,1700019D03Rik,Acot9,Ifitm2,Klf5,Aldh7a1,Esrrb,Dnmt3a,Tfb1m,Spry4,Nptx2,Fgf4,Akap12,Pigl,Sqle,Basp1,Cidea,Klf2,Tspan17,Cdca7,Dnmt3b,Fgfbp1,Ifitm3,Otx2,Tcf7,Asrgl1,Cth,Tcl1,F2rl1,Cldn4,Rbm14,Fpgs,Klf9,Mycn,Rtel1,Slc2a3,Msrb2,Stat3,Ifitm1,Pim2,Schip1,Tdh,Nodal,Fgf15,Ddit4,Morc1,Socs3,Rest,Phc1,Hexa,Galk1,Rcor2,Car13,Pim1,Bad,Klf6,Nr5a2,Fxyd6,Id3,Stoml1,Slc7a3,Egfl6,Spry2,Zfp64,Sall4,Rab12,Thumpd3,Gbx2,Pou5f1,Nes,Lefty2,Zfp7,Pla2g10,Trp53,Zap70,Gldc,Kcnk1,Stra8,Myc,Cdc42ep4,Nefl,B3gnt7
cell_0,1.0155985,0.0,0.63154185,1.2924021,0.3648194,0.63154185,1.6018662,0.63154185,1.0155985,0.63154185,0.84189546,0.0,0.3648194,1.2924021,0.3648194,0.63154185,0.3648194,0.3648194,1.6018662,0.63154185,1.0155985,0.3648194,0.3648194,1.2924021,0.3648194,1.0155985,0.63154185,0.3648194,0.84189546,1.2924021,0.3648194,1.1635474,0.0,1.4065324,0.0,0.3648194,0.0,0.0,0.3648194,0.0,0.3648194,0.0,1.0155985,0.3648194,0.84189546,0.63154185,0.63154185,0.84189546,0.3648194,1.2924021,0.3648194,0.84189546,0.3648194,0.0,0.0,2.0286493,0.3648194,0.0,0.3648194,0.0,0.63154185,0.0,0.63154185,0.3648194,0.3648194,0.84189546,0.3648194,0.0,0.3648194,0.63154185,0.3648194,0.0,0.0,0.3648194,0.3648194,0.0,1.0155985,0.63154185,1.0155985,0.0,0.84189546,1.2924021,2.684295,0.0,0.3648194,0.3648194,0.63154185,0.0,0.0,0.0,0.84189546,0.0,0.63154185,0.0,0.0,0.3648194
cell_1,1.2107824,0.0,0.94419366,0.0,1.2107824,0.33123347,1.3214343,0.77843213,1.7426075,0.57962555,0.33123347,0.0,0.33123347,1.5946996,0.94419366,0.0,0.57962555,0.94419366,1.3214343,0.33123347,1.5946996,0.77843213,0.0,0.57962555,0.0,0.77843213,1.0863456,0.0,0.77843213,0.33123347,0.0,0.33123347,0.33123347,0.57962555,0.77843213,0.33123347,0.0,0.77843213,0.33123347,0.57962555,0.77843213,0.33123347,0.33123347,0.0,0.0,0.0,0.94419366,0.57962555,0.0,1.5946996,0.0,0.0,0.33123347,0.57962555,0.57962555,2.416789,0.57962555,0.0,0.57962555,0.0,0.94419366,0.33123347,0.33123347,0.0,0.0,0.0,0.57962555,0.57962555,0.57962555,0.77843213,0.57962555,0.33123347,0.0,0.33123347,0.0,0.0,0.94419366,0.57962555,1.0863456,0.33123347,0.77843213,0.33123347,2.2658243,0.57962555,0.0,0.0,0.57962555,0.77843213,0.33123347,0.77843213,0.57962555,0.33123347,0.77843213,0.0,0.33123347,0.77843213
cell_2,0.7475291,0.0,1.1704836,1.2793056,0.31524265,0.31524265,1.9878827,0.9092127,1.6950837,0.0,0.0,0.31524265,0.0,1.0483568,0.5545652,0.5545652,0.31524265,1.1704836,0.7475291,0.31524265,0.7475291,0.7475291,0.0,0.5545652,0.0,0.7475291,0.7475291,0.31524265,0.31524265,0.31524265,0.31524265,1.1704836,0.0,1.0483568,0.5545652,0.0,0.5545652,0.31524265,0.31524265,0.5545652,0.0,0.7475291,0.9092127,0.31524265,0.5545652,0.5545652,0.9092127,1.0483568,0.5545652,1.0483568,0.31524265,0.31524265,0.31524265,0.31524265,0.31524265,2.172753,0.5545652,0.0,0.0,0.5545652,0.9092127,0.9092127,1.2793056,0.0,0.0,0.9092127,0.0,0.0,0.31524265,0.5545652,0.5545652,0.31524265,0.0,0.0,0.0,0.31524265,0.31524265,0.0,1.2793056,0.31524265,0.31524265,0.7475291,2.3984387,0.31524265,0.31524265,0.31524265,0.31524265,1.0483568,0.0,0.5545652,0.31524265,0.31524265,1.0483568,0.0,0.7475291,1.1704836
cell_3,0.9967338,0.76062447,0.0,0.0,0.9967338,0.0,1.4858762,0.9967338,1.4858762,0.45095202,0.0,0.0,0.0,1.1876068,0.0,0.76062447,0.0,0.9967338,0.0,0.0,1.3478211,1.1876068,0.0,0.76062447,0.0,0.76062447,1.3478211,0.0,0.45095202,0.45095202,0.0,0.76062447,0.0,0.76062447,1.4858762,0.45095202,0.76062447,0.0,0.76062447,0.0,0.9967338,0.45095202,0.45095202,0.45095202,0.0,1.1876068,0.0,0.0,0.0,1.1876068,0.0,0.0,1.1876068,0.0,0.0,1.9834627,0.76062447,0.0,0.0,0.45095202,0.76062447,0.9967338,1.4858762,0.0,0.9967338,0.45095202,0.45095202,0.45095202,0.0,0.0,0.0,0.0,0.0,0.45095202,0.76062447,0.45095202,0.45095202,0.0,1.3478211,0.45095202,0.76062447,0.0,2.470327,0.45095202,0.45095202,0.0,0.76062447,0.76062447,0.0,0.0,0.0,0.0,1.1876068,0.45095202,0.0,0.0
cell_4,0.0,0.0,0.0,0.0,0.0,0.8302656,0.8302656,0.8302656,1.8206241,0.8302656,0.0,0.0,0.8302656,0.8302656,0.0,0.8302656,0.0,0.8302656,1.2775548,0.8302656,1.8206241,0.0,0.0,0.0,0.0,1.5855107,0.8302656,0.0,0.8302656,0.0,0.0,1.2775548,0.0,0.8302656,1.2775548,0.0,0.0,0.0,0.0,0.0,0.8302656,0.0,0.0,0.0,0.8302656,0.0,0.8302656,0.8302656,0.0,1.5855107,0.0,0.0,0.0,0.0,0.0,1.8206241,0.0,0.8302656,0.0,0.8302656,1.8206241,0.0,0.8302656,1.8206241,0.0,1.2775548,0.0,0.8302656,0.8302656,1.2775548,0.0,0.8302656,0.0,0.8302656,0.0,0.0,0.0,1.2775548,0.0,0.0,0.8302656,0.0,1.5855107,0.0,0.8302656,0.0,0.8302656,0.0,0.0,0.8302656,0.0,0.0,1.2775548,1.2775548,0.8302656,0.8302656
cell_5,0.554996,0.554996,0.0,0.0,1.1711817,0.9098171,1.2800361,0.9098171,1.8235066,0.31551635,0.554996,0.0,0.554996,1.2800361,0.9098171,0.31551635,0.554996,0.554996,1.69591,0.554996,1.0490141,0.74806195,0.0,0.554996,0.31551635,0.74806195,1.3781958,0.0,0.554996,0.554996,0.0,0.74806195,0.74806195,0.9098171,1.3781958,0.554996,0.0,0.31551635,0.31551635,0.0,1.0490141,0.0,0.74806195,0.74806195,0.31551635,1.2800361,1.1711817,0.74806195,1.1711817,1.0490141,0.0,0.31551635,0.31551635,0.554996,0.31551635,1.9887562,0.0,0.0,0.0,0.74806195,0.31551635,0.31551635,0.74806195,0.0,0.554996,1.2800361,0.554996,0.74806195,0.31551635,0.31551635,0.554996,0.554996,0.0,0.0,0.74806195,0.0,0.0,0.0,0.554996,0.31551635,0.0,0.31551635,1.6254368,0.554996,0.31551635,0.554996,0.31551635,0.9098171,0.554996,0.31551635,0.31551635,0.0,0.31551635,0.31551635,0.554996,0.9098171
cell_6,0.7730595,0.0,0.7730595,0.4594431,0.0,0.4594431,1.0114468,0.4594431,1.9216058,0.0,0.0,0.0,0.4594431,1.3650606,1.6257727,0.4594431,1.0114468,0.7730595,1.0114468,0.0,1.3650606,1.3650606,0.0,0.4594431,0.4594431,0.4594431,1.0114468,0.0,0.4594431,0.0,0.0,1.2038033,0.4594431,0.4594431,1.0114468,0.0,0.4594431,0.0,0.0,0.0,0.7730595,0.4594431,0.0,0.0,0.0,1.2038033,1.0114468,0.0,1.0114468,0.4594431,0.0,1.2038033,0.4594431,0.0,0.0,1.2038033,0.4594431,0.0,0.4594431,0.7730595,1.7344016,0.0,1.7344016,0.0,0.0,0.0,0.0,0.0,1.0114468,1.3650606,0.4594431,0.4594431,0.0,0.0,0.4594431,0.4594431,0.0,0.0,1.2038033,0.0,0.4594431,0.0,2.1496084,0.7730595,0.0,0.4594431,0.0,0.0,0.0,0.4594431,0.4594431,0.4594431,0.7730595,0.0,0.4594431,0.7730595
cell_7,0.5654426,0.81847703,1.1076616,0.41000003,0.81847703,1.6202873,1.3317057,1.1880507,1.1076616,0.22586697,0.5654426,0.41000003,0.0,1.7158427,0.6999419,0.22586697,0.22586697,0.81847703,1.0202407,0.6999419,0.41000003,1.1076616,0.41000003,0.41000003,0.22586697,1.1076616,1.1880507,0.5654426,0.22586697,0.81847703,0.0,0.6999419,0.22586697,0.22586697,0.5654426,0.22586697,0.5654426,0.41000003,0.41000003,0.0,0.41000003,0.41000003,0.92443883,0.22586697,0.22586697,0.22586697,0.41000003,0.41000003,0.22586697,2.0266514,0.41000003,0.22586697,0.92443883,0.41000003,0.22586697,0.81847703,0.41000003,0.0,0.22586697,0.5654426,0.22586697,0.41000003,0.92443883,0.41000003,0.81847703,0.0,0.81847703,0.22586697,0.22586697,0.22586697,0.5654426,0.0,0.22586697,0.6999419,1.0202407,0.22586697,0.81847703,0.0,0.5654426,0.81847703,0.41000003,0.22586697,0.5654426,0.81847703,0.5654426,0.0,0.41000003,0.6999419,0.41000003,1.2624556,0.22586697,0.22586697,0.41000003,0.41000003,0.0,1.514627
cell_8,1.1235852,1.1235852,0.0,0.0,0.7119351,0.0,0.7119351,1.1235852,1.1235852,0.7119351,0.0,0.7119351,0.0,1.1235852,0.7119351,1.1235852,0.0,0.0,1.4143455,0.0,0.0,1.1235852,0.0,0.7119351,0.0,0.0,1.1235852,0.0,0.0,0.0,0.0,0.0,0.0,0.7119351,1.1235852,0.0,0.0,0.0,0.0,0.7119351,0.0,0.0,0.0,0.0,0.7119351,0.0,0.7119351,0.7119351,0.0,0.7119351,0.0,0.0,0.0,0.7119351,0.0,1.8228794,0.7119351,0.0,0.0,0.0,0.7119351,0.7119351,0.0,0.0,0.7119351,0.7119351,1.1235852,0.0,0.0,0.0,1.1235852,0.0,0.7119351,0.0,0.0,0.0,0.7119351,1.4143455,0.0,0.0,0.0,0.0,2.3361533,0.7119351,0.0,0.7119351,0.0,0.0,0.7119351,0.0,0.7119351,0.0,0.0,0.7119351,0.0,0.0
cell_9,0.0,0.0,0.7666518,1.195465,0.7666518,0.0,1.195465,0.0,1.195465,0.7666518,0.0,0.7666518,0.0,1.195465,1.195465,0.0,0.0,0.7666518,1.7245842,1.195465,0.7666518,0.7666518,0.7666518,0.7666518,1.195465,0.7666518,0.0,0.7666518,0.7666518,0.0,0.0,0.0,0.7666518,1.4946197,1.195465,0.0,0.7666518,0.0,0.7666518,0.7666518,0.7666518,0.7666518,0.0,0.0,0.7666518,1.195465,0.0,0.7666518,0.7666518,1.7245842,0.0,0.7666518,0.7666518,0.7666518,0.7666518,1.195465,0.0,0.0,0.7666518,0.0,0.7666518,0.7666518,1.4946197,0.0,0.0,0.7666518,0.0,0.7666518,1.195465,0.0,0.7666518,0.0,0.0,0.0,0.7666518,0.7666518,0.0,0.0,1.195465,0.7666518,0.0,1.4946197,3.1310666,1.195465,0.0,0.0,0.0,0.0,1.195465,0.0,0.0,0.0,0.0,0.0,0.7666518,0.0
cell_10,0.9110548,0.55587864,0.0,1.9384218,1.172611,0.0,0.9110548,0.55587864,2.2168303,0.55587864,0.0,0.9110548,0.0,0.55587864,0.55587864,0.0,0.55587864,0.0,1.172611,0.0,0.9110548,0.0,0.0,0.55587864,0.55587864,0.0,0.9110548,0.0,0.55587864,0.0,0.55587864,0.0,0.55587864,1.172611,0.55587864,1.3797451,0.55587864,0.0,0.55587864,0.0,0.0,0.55587864,1.5512495,0.0,0.9110548,0.55587864,0.0,0.9110548,0.55587864,2.0400832,0.55587864,0.55587864,0.55587864,0.55587864,0.0,1.172611,1.3797451,0.0,0.0,0.0,1.3797451,0.0,1.3797451,0.9110548,0.9110548,0.0,0.0,0.0,0.0,1.6976013,0.55587864,0.0,0.55587864,0.0,0.0,0.55587864,0.55587864,0.9110548,1.6976013,0.9110548,0.55587864,0.55587864,1.3797451,0.0,0.0,0.0,0.0,0.0,0.55587864,0.9110548,0.0,0.0,0.55587864,0.0,0.0,1.3797451
cell_11,1.1737847,0.75004965,1.1737847,0.0,1.1737847,0.75004965,1.4704782,0.0,1.8848742,0.0,0.75004965,0.0,0.0,0.75004965,0.0,0.0,0.0,0.0,0.75004965,0.75004965,1.4704782,0.75004965,0.0,0.75004965,0.75004965,0.75004965,1.1737847,0.0,0.0,0.0,0.0,0.0,0.0,0.75004965,0.75004965,0.0,0.75004965,0.75004965,0.75004965,0.0,0.0,0.0,0.75004965,0.0,0.0,0.0,0.0,0.75004965,0.75004965,1.4704782,0.75004965,1.8848742,0.0,0.0,0.0,2.176992,0.0,0.0,0.0,1.4704782,0.75004965,0.0,1.4704782,0.75004965,1.1737847,1.1737847,0.0,0.75004965,0.0,0.75004965,0.75004965,0.75004965,0.75004965,0.0,0.75004965,0.0,0.0,1.4704782,0.75004965,0.75004965,0.0,0.75004965,2.876756,0.0,0.75004965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1737847,0.0,0.0,1.1737847
cell_12,0.94196457,0.0,0.5780212,0.94196457,1.5917909,0.5780212,1.4182849,1.2082208,1.5917909,0.5780212,0.0,0.5780212,0.0,1.7395968,0.5780212,0.0,0.0,0.94196457,0.94196457,0.0,1.7395968,0.5780212,0.94196457,0.94196457,0.0,0.94196457,0.94196457,0.0,0.0,0.0,0.94196457,0.94196457,0.0,0.5780212,1.4182849,0.5780212,0.0,0.0,0.0,0.0,0.94196457,0.0,1.5917909,0.0,1.2082208,0.5780212,0.5780212,0.0,0.5780212,1.4182849,0.5780212,0.94196457,0.0,0.94196457,0.0,3.060827,0.0,0.0,0.0,0.5780212,1.4182849,0.0,1.7395968,0.5780212,0.0,0.0,0.0,1.2082208,0.0,0.5780212,0.0,0.5780212,1.4182849,0.0,0.5780212,0.5780212,1.2082208,0.94196457,0.94196457,0.5780212,0.5780212,0.0,2.6604435,0.5780212,0.0,0.0,0.0,1.2082208,0.0,1.4182849,0.0,0.5780212,1.2082208,1.2082208,0.0,0.5780212
cell_13,1.6320268,0.0,0.0,0.52218384,1.4880666,0.8634847,1.6320268,0.0,2.1450834,0.0,0.0,0.52218384,0.0,0.8634847,1.1174716,0.0,0.0,0.0,1.1174716,0.52218384,1.1174716,0.8634847,0.52218384,1.1174716,0.8634847,0.52218384,0.8634847,0.52218384,0.0,0.0,0.52218384,0.52218384,0.0,0.0,1.1174716,0.8634847,0.0,0.0,0.0,0.52218384,0.52218384,0.0,0.8634847,0.0,0.0,1.4880666,0.8634847,0.0,0.0,1.3198392,0.0,0.52218384,0.0,0.52218384,0.52218384,1.9700931,0.52218384,0.0,0.52218384,0.8634847,0.0,0.0,1.1174716,0.0,0.52218384,0.0,0.0,0.0,0.0,1.7578467,0.0,0.8634847,0.0,0.0,0.0,0.52218384,0.0,0.0,0.8634847,0.0,0.0,0.0,2.6410835,0.0,0.0,0.0,0.0,0.8634847,0.52218384,0.52218384,0.52218384,0.52218384,0.52218384,0.0,0.52218384,0.52218384
cell_14,1.3348787,0.0,0.30006155,0.0,1.4229823,0.8753719,1.5039482,1.2382562,1.2382562,0.30006155,0.0,0.5305599,0.5305599,0.7177547,0.7177547,0.0,0.30006155,0.0,1.1312896,0.0,0.0,0.7177547,0.0,1.1312896,0.30006155,0.30006155,1.0114952,0.30006155,0.30006155,0.7177547,0.30006155,0.5305599,0.0,0.5305599,1.4229823,0.30006155,0.0,0.5305599,0.0,0.0,0.8753719,0.0,0.30006155,0.0,0.8753719,0.8753719,0.0,0.5305599,0.5305599,1.8869288,0.0,0.5305599,0.0,0.0,0.0,1.9877311,0.0,0.5305599,0.0,0.7177547,1.4229823,0.0,1.4229823,0.0,0.7177547,0.30006155,0.7177547,0.0,0.30006155,1.0114952,0.30006155,0.30006155,0.7177547,0.7177547,1.2382562,0.7177547,0.8753719,0.7177547,1.1312896,0.0,0.5305599,0.5305599,1.9385995,0.30006155,0.30006155,0.5305599,0.30006155,0.5305599,0.30006155,0.7177547,0.5305599,0.5305599,0.5305599,0.30006155,0.0,0.7177547
cell_15,2.2226188,0.70751065,1.4077629,0.0,0.0,1.1177181,0.0,1.1177181,1.9704083,0.70751065,0.0,0.0,1.1177181,1.1177181,0.0,0.0,0.0,0.0,1.1177181,0.70751065,0.0,1.1177181,0.0,0.0,0.0,1.1177181,1.1177181,0.70751065,0.70751065,0.0,0.0,1.4077629,0.0,0.0,0.70751065,0.0,0.0,0.70751065,0.0,0.70751065,0.70751065,0.70751065,0.70751065,0.0,0.0,0.0,0.0,0.70751065,0.70751065,1.8155853,0.0,0.70751065,1.1177181,0.70751065,0.0,0.70751065,1.4077629,0.0,0.0,1.1177181,0.70751065,0.0,1.4077629,0.0,0.0,1.4077629,0.0,0.70751065,0.0,0.0,1.1177181,0.0,0.70751065,0.0,1.4077629,0.0,0.0,0.0,0.0,0.0,0.70751065,0.0,1.9704083,0.70751065,0.70751065,0.0,0.0,0.0,0.0,0.70751065,0.0,0.0,0.0,0.0,0.0,0.70751065
cell_16,1.0819405,0.5008559,0.5008559,1.0819405,0.83302486,0.5008559,1.2810817,0.0,0.83302486,0.0,0.5008559,0.0,0.0,2.3127198,0.5008559,0.0,0.5008559,0.0,0.0,0.5008559,0.5008559,0.0,0.0,0.0,0.83302486,0.5008559,1.2810817,0.5008559,0.5008559,0.5008559,0.0,0.83302486,0.0,1.0819405,0.0,0.0,0.5008559,0.0,0.0,0.0,0.0,0.5008559,0.83302486,0.5008559,0.0,0.0,0.0,0.0,0.0,1.4470755,0.5008559,1.0819405,0.0,0.0,0.5008559,1.0819405,0.0,0.0,0.0,0.0,0.83302486,0.83302486,1.7139658,0.0,0.0,0.0,0.5008559,0.0,0.83302486,0.0,0.0,0.5008559,0.0,1.0819405,0.5008559,0.5008559,1.0819405,0.0,0.0,0.0,0.5008559,0.0,2.5417905,1.0819405,0.0,0.5008559,0.0,0.5008559,0.83302486,0.5008559,0.0,0.0,0.83302486,0.83302486,0.0,0.83302486
cell_17,0.8915221,0.54198676,0.54198676,0.54198676,1.3552365,0.54198676,1.9103357,0.54198676,0.8915221,0.8915221,0.0,0.0,0.0,0.54198676,0.0,0.0,0.8915221,0.54198676,0.8915221,0.8915221,0.8915221,0.0,0.0,0.8915221,0.0,0.54198676,0.54198676,0.0,0.54198676,0.0,0.0,1.6708184,0.0,0.54198676,1.5254252,0.0,0.0,0.0,0.54198676,0.0,0.0,0.54198676,0.8915221,0.0,0.8915221,0.0,0.0,0.0,0.8915221,0.54198676,0.0,0.8915221,1.1500208,0.0,0.54198676,2.404408,0.0,0.0,0.54198676,0.54198676,0.0,0.0,1.1500208,0.0,0.0,0.54198676,0.54198676,0.0,0.8915221,1.1500208,0.54198676,0.0,0.8915221,0.0,0.0,0.8915221,0.54198676,0.54198676,1.1500208,0.0,0.54198676,0.0,2.3372235,0.0,0.0,0.54198676,0.54198676,0.8915221,0.0,0.0,0.0,0.0,0.8915221,0.54198676,0.0,0.0
cell_18,1.4325585,0.0,0.3754382,0.0,1.1872779,0.8615758,0.6477618,1.0376289,1.5357985,0.0,0.3754382,0.6477618,0.0,1.0376289,0.3754382,0.0,0.8615758,0.3754382,1.1872779,0.3754382,1.0376289,0.8615758,0.0,0.0,0.0,0.6477618,0.6477618,0.0,0.8615758,1.0376289,0.6477618,1.1872779,0.0,0.6477618,1.3174198,0.0,0.6477618,0.8615758,0.8615758,0.0,0.6477618,0.6477618,0.0,0.0,0.3754382,0.3754382,0.8615758,0.6477618,0.3754382,1.0376289,0.6477618,0.6477618,0.0,0.6477618,0.0,1.3174198,0.0,0.0,0.3754382,0.0,1.0376289,0.6477618,1.0376289,0.3754382,0.3754382,0.6477618,0.0,0.3754382,0.3754382,1.1872779,1.4325585,0.3754382,0.0,0.0,0.6477618,0.3754382,0.3754382,0.8615758,1.4325585,0.3754382,1.0376289,0.3754382,1.7149308,0.0,0.0,0.3754382,0.3754382,0.8615758,0.0,0.3754382,0.6477618,0.3754382,0.3754382,0.3754382,0.0,0.8615758
cell_19,0.83361393,0.5012666,1.2818344,1.0826294,0.5012666,0.0,1.4478724,0.5012666,1.0826294,0.83361393,0.0,0.5012666,0.0,1.4478724,0.0,0.83361393,0.5012666,0.83361393,1.5902276,0.83361393,1.0826294,0.83361393,0.0,0.5012666,0.5012666,0.0,1.0826294,0.5012666,0.5012666,0.0,0.5012666,0.0,0.83361393,0.5012666,0.5012666,0.0,0.0,0.0,0.5012666,0.5012666,0.5012666,0.5012666,0.5012666,0.0,0.0,0.0,0.83361393,1.2818344,0.5012666,0.5012666,1.0826294,1.0826294,0.0,0.0,0.5012666,0.0,0.0,0.5012666,0.83361393,0.0,1.0826294,0.0,1.2818344,0.0,1.2818344,0.5012666,0.0,0.83361393,0.0,0.5012666,1.0826294,0.0,1.4478724,0.5012666,0.83361393,0.5012666,0.5012666,0.0,0.0,0.5012666,0.5012666,0.5012666,2.0159836,0.0,0.83361393,0.0,0.5012666,0.5012666,0.0,0.0,0.5012666,0.5012666,0.83361393,0.5012666,0.0,0.5012666
cell_20,1.077903,0.0,0.0,0.49845156,0.8295734,0.8295734,1.708956,0.8295734,1.077903,0.49845156,0.0,0.49845156,0.0,0.8295734,0.0,0.0,1.077903,0.49845156,0.49845156,0.49845156,0.0,0.0,0.8295734,0.0,0.0,1.077903,1.2766696,0.49845156,0.0,0.0,0.0,1.077903,0.0,0.49845156,1.077903,0.0,0.49845156,0.0,0.0,0.49845156,1.077903,0.0,0.8295734,0.49845156,0.0,0.49845156,0.49845156,0.49845156,0.0,1.077903,0.0,0.49845156,0.8295734,0.49845156,0.0,2.0097837,0.49845156,0.0,1.2766696,0.0,0.0,1.077903,0.49845156,0.0,0.49845156,0.0,0.0,0.49845156,0.49845156,0.0,1.2766696,0.49845156,0.0,0.0,1.077903,0.0,0.49845156,0.0,1.077903,0.0,0.0,0.0,2.722331,0.8295734,0.8295734,0.0,0.49845156,0.8295734,0.0,0.0,0.0,0.0,0.8295734,0.49845156,0.8295734,0.8295734
cell_21,0.9284248,0.32398748,0.9284248,0.32398748,1.069235,0.9284248,1.7874485,0.76448596,1.5740801,0.76448596,0.568298,0.568298,0.0,1.4914806,1.3024806,0.32398748,0.0,0.9284248,1.069235,0.568298,1.4914806,0.568298,0.32398748,0.568298,0.568298,0.32398748,1.1926428,0.0,1.069235,1.1926428,0.0,1.6503744,0.568298,0.568298,1.1926428,0.32398748,0.568298,1.1926428,0.32398748,0.32398748,0.0,0.0,0.32398748,0.76448596,0.9284248,1.069235,0.32398748,0.568298,0.76448596,1.4014391,0.32398748,0.0,1.3024806,0.32398748,0.0,1.9079783,0.9284248,0.568298,0.32398748,0.0,0.568298,0.32398748,1.1926428,0.568298,0.568298,0.32398748,0.32398748,0.32398748,0.32398748,0.32398748,0.0,0.0,0.32398748,0.568298,0.76448596,0.32398748,0.32398748,0.0,1.1926428,0.76448596,0.32398748,0.568298,2.5542407,0.32398748,0.32398748,0.568298,0.32398748,1.069235,0.32398748,0.32398748,0.0,0.0,0.568298,0.0,0.0,0.568298
cell_22,1.1885945,0.0,1.5694714,0.0,0.92491066,1.3970578,0.0,0.92491066,1.5694714,0.0,0.0,0.0,0.0,1.5694714,0.0,0.56578046,0.92491066,0.56578046,0.0,0.0,0.92491066,0.92491066,0.56578046,0.56578046,0.0,0.56578046,1.1885945,0.0,0.92491066,0.0,0.0,1.5694714,0.56578046,0.56578046,0.92491066,0.0,0.56578046,0.56578046,0.56578046,0.0,0.0,0.0,0.56578046,0.0,0.0,0.0,1.1885945,0.56578046,0.56578046,1.1885945,0.92491066,0.0,1.1885945,0.0,0.56578046,2.5186899,0.0,0.0,1.1885945,0.0,0.92491066,0.56578046,1.1885945,0.0,0.0,0.0,0.0,0.92491066,0.56578046,1.1885945,0.92491066,0.92491066,0.56578046,1.3970578,0.56578046,0.0,0.0,0.92491066,1.9582018,0.56578046,0.0,0.0,1.8446287,0.56578046,0.0,0.0,0.0,0.0,0.0,0.0,0.56578046,0.56578046,0.0,0.0,0.56578046,0.92491066
cell_23,0.7459123,0.0,0.7459123,1.6925753,1.4644334,0.0,1.5849965,1.3273164,1.3273164,0.7459123,0.0,0.0,0.0,0.7459123,0.7459123,0.44094935,0.9792828,0.44094935,0.9792828,0.0,0.44094935,0.9792828,0.0,0.7459123,0.9792828,0.7459123,0.0,0.0,0.0,0.44094935,0.0,0.9792828,0.7459123,0.9792828,0.9792828,0.0,0.0,0.0,0.0,0.9792828,0.44094935,0.0,0.9792828,0.0,0.44094935,0.44094935,0.0,0.9792828,0.7459123,1.1683646,0.0,0.0,0.9792828,0.7459123,0.44094935,1.5849965,0.44094935,0.44094935,0.0,0.7459123,0.44094935,0.7459123,0.7459123,0.0,0.0,0.44094935,0.0,0.44094935,0.44094935,0.9792828,0.9792828,0.0,0.44094935,0.7459123,0.7459123,0.44094935,0.0,0.44094935,1.1683646,0.44094935,1.1683646,0.7459123,2.6602852,0.44094935,0.0,0.44094935,0.0,0.9792828,0.0,0.44094935,0.44094935,0.0,0.0,0.44094935,0.44094935,0.0
cell_24,0.9339545,0.26919496,0.6558247,0.9339545,0.6558247,0.6558247,1.481153,0.48107994,1.2445241,0.26919496,0.0,0.0,0.26919496,1.048533,0.26919496,0.26919496,0.48107994,1.048533,1.1513225,0.0,1.329775,0.6558247,0.0,0.6558247,0.0,0.6558247,1.048533,0.48107994,0.26919496,0.6558247,0.48107994,0.48107994,0.26919496,0.26919496,1.7821409,0.6558247,0.26919496,0.26919496,0.26919496,0.26919496,0.6558247,0.0,0.6558247,0.26919496,0.6558247,0.0,0.6558247,0.48107994,1.048533,1.2445241,0.0,0.26919496,0.9339545,0.26919496,0.0,1.6723647,0.0,0.26919496,0.0,0.48107994,0.26919496,0.8045281,1.048533,0.0,1.048533,0.6558247,0.6558247,0.26919496,0.6558247,0.8045281,0.26919496,0.48107994,0.0,0.26919496,1.1513225,0.26919496,1.048533,0.26919496,1.4083257,0.0,0.48107994,0.26919496,2.4426036,0.8045281,0.48107994,0.6558247,0.6558247,1.329775,0.0,1.1513225,0.26919496,0.0,0.0,0.26919496,0.6558247,0.6558247
cell_25,1.1997901,0.32683313,1.0759747,0.76997405,1.7296785,0.57275206,1.1997901,0.76997405,1.4091709,0.32683313,0.76997405,0.32683313,0.0,0.76997405,0.32683313,0.32683313,0.76997405,0.32683313,0.0,0.57275206,0.76997405,1.0759747,0.57275206,0.76997405,0.32683313,0.93463355,0.57275206,0.0,1.1997901,0.76997405,0.0,1.4091709,0.32683313,0.0,0.76997405,0.32683313,0.32683313,0.0,0.32683313,0.32683313,0.32683313,0.0,0.0,0.32683313,1.0759747,0.0,0.57275206,0.57275206,0.0,1.7296785,0.0,0.0,0.93463355,0.32683313,0.32683313,1.5822107,0.0,0.32683313,0.0,0.76997405,0.32683313,1.3099505,1.0759747,0.32683313,0.0,0.32683313,0.32683313,0.0,0.32683313,0.0,0.57275206,0.0,0.57275206,0.57275206,0.76997405,0.0,0.0,0.93463355,0.93463355,0.32683313,0.93463355,0.0,1.7959856,0.57275206,0.32683313,0.0,0.32683313,0.57275206,0.0,0.76997405,0.32683313,0.32683313,0.0,0.76997405,0.57275206,0.93463355
